Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by.1,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,HOST,host_subject_id,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR29273602,WGS,293,432220675,PRJNA1119915,SAMN41664548,Pathogen.cl,211021749,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791330,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST17473,Illumina HiSeq 2000,missing,missing,EUST17473,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST17473,SRP511583,not applicable
SRR29273603,WGS,289,450262902,PRJNA1119915,SAMN41664547,Pathogen.cl,219600985,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791329,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST17462,Illumina HiSeq 2000,missing,missing,EUST17462,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST17462,SRP511583,not applicable
SRR29273604,WGS,282,393766599,PRJNA1119915,SAMN41664546,Pathogen.cl,191167247,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791328,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST17450,Illumina HiSeq 2000,missing,missing,EUST17450,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST17450,SRP511583,not applicable
SRR29273605,WGS,289,407122452,PRJNA1119915,SAMN41664545,Pathogen.cl,199096762,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791327,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST17447,Illumina HiSeq 2000,missing,missing,EUST17447,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST17447,SRP511583,not applicable
SRR29273606,WGS,295,373514508,PRJNA1119915,SAMN41664544,Pathogen.cl,182425899,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791326,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST17433,Illumina HiSeq 2000,missing,missing,EUST17433,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST17433,SRP511583,not applicable
SRR29273607,WGS,291,511182926,PRJNA1119915,SAMN41664543,Pathogen.cl,248014270,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791325,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST17428,Illumina HiSeq 2000,missing,missing,EUST17428,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST17428,SRP511583,not applicable
SRR29273608,WGS,293,415884339,PRJNA1119915,SAMN41664542,Pathogen.cl,202676709,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791324,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST17412,Illumina HiSeq 2000,missing,missing,EUST17412,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST17412,SRP511583,not applicable
SRR29273609,WGS,291,439203450,PRJNA1119915,SAMN41664541,Pathogen.cl,213093932,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791323,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST17405,Illumina HiSeq 2000,missing,missing,EUST17405,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST17405,SRP511583,not applicable
SRR29273610,WGS,298,739029366,PRJNA1119915,SAMN41664482,Pathogen.cl,322800788,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791322,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16802,Illumina HiSeq 2000,missing,missing,EUST16802,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST16802,SRP511583,not applicable
SRR29273611,WGS,289,1022963627,PRJNA1119915,SAMN41664481,Pathogen.cl,442499753,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791321,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16797,Illumina HiSeq 2000,missing,missing,EUST16797,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:40:00Z,1,EUST16797,SRP511583,not applicable
SRR29273612,WGS,261,829151746,PRJNA1119915,SAMN41664184,Pathogen.cl,357880497,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791320,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST11035,Illumina HiSeq 2000,missing,missing,EUST11035,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST11035,SRP511583,not applicable
SRR29273613,WGS,297,779857813,PRJNA1119915,SAMN41664480,Pathogen.cl,337363779,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791319,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16780,Illumina HiSeq 2000,missing,missing,EUST16780,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16780,SRP511583,not applicable
SRR29273614,WGS,291,914486095,PRJNA1119915,SAMN41664479,Pathogen.cl,395806907,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791318,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16772,Illumina HiSeq 2000,missing,missing,EUST16772,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16772,SRP511583,not applicable
SRR29273615,WGS,298,717382541,PRJNA1119915,SAMN41664478,Pathogen.cl,311315531,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791317,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16763,Illumina HiSeq 2000,missing,missing,EUST16763,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16763,SRP511583,not applicable
SRR29273616,WGS,297,372573211,PRJNA1119915,SAMN41664477,Pathogen.cl,162497246,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791316,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16753,Illumina HiSeq 2000,missing,missing,EUST16753,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16753,SRP511583,not applicable
SRR29273617,WGS,293,790699682,PRJNA1119915,SAMN41664476,Pathogen.cl,342491897,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791315,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16742,Illumina HiSeq 2000,missing,missing,EUST16742,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16742,SRP511583,not applicable
SRR29273618,WGS,299,540679804,PRJNA1119915,SAMN41664475,Pathogen.cl,235990717,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791314,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16730,Illumina HiSeq 2000,missing,missing,EUST16730,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16730,SRP511583,not applicable
SRR29273619,WGS,294,641164441,PRJNA1119915,SAMN41664474,Pathogen.cl,279068762,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791313,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16727,Illumina HiSeq 2000,missing,missing,EUST16727,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16727,SRP511583,not applicable
SRR29273620,WGS,299,616436555,PRJNA1119915,SAMN41664473,Pathogen.cl,269057502,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791312,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16713,Illumina HiSeq 2000,missing,missing,EUST16713,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16713,SRP511583,not applicable
SRR29273621,WGS,297,586969128,PRJNA1119915,SAMN41664472,Pathogen.cl,257589197,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791311,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16708,Illumina HiSeq 2000,missing,missing,EUST16708,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16708,SRP511583,not applicable
SRR29273622,WGS,297,737571313,PRJNA1119915,SAMN41664471,Pathogen.cl,320118427,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791310,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16692,Illumina HiSeq 2000,missing,missing,EUST16692,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16692,SRP511583,not applicable
SRR29273623,WGS,297,777669823,PRJNA1119915,SAMN41664183,Pathogen.cl,338368698,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791309,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST11020,Illumina HiSeq 2000,missing,missing,EUST11020,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:42:00Z,1,EUST11020,SRP511583,not applicable
SRR29273624,WGS,298,607759872,PRJNA1119915,SAMN41664470,Pathogen.cl,263970274,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791308,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16684,Illumina HiSeq 2000,missing,missing,EUST16684,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16684,SRP511583,not applicable
SRR29273625,WGS,289,849678165,PRJNA1119915,SAMN41664469,Pathogen.cl,368261931,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791307,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16675,Illumina HiSeq 2000,missing,missing,EUST16675,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:42:00Z,1,EUST16675,SRP511583,not applicable
SRR29273626,WGS,297,759528577,PRJNA1119915,SAMN41664468,Pathogen.cl,329708966,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791306,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16665,Illumina HiSeq 2000,missing,missing,EUST16665,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16665,SRP511583,not applicable
SRR29273627,WGS,298,732111063,PRJNA1119915,SAMN41664467,Pathogen.cl,317013466,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791305,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16654,Illumina HiSeq 2000,missing,missing,EUST16654,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16654,SRP511583,not applicable
SRR29273628,WGS,296,921081830,PRJNA1119915,SAMN41664466,Pathogen.cl,399902375,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791304,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16642,Illumina HiSeq 2000,missing,missing,EUST16642,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16642,SRP511583,not applicable
SRR29273629,WGS,298,674927642,PRJNA1119915,SAMN41664465,Pathogen.cl,292682417,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791303,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16639,Illumina HiSeq 2000,missing,missing,EUST16639,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16639,SRP511583,not applicable
SRR29273630,WGS,299,672344594,PRJNA1119915,SAMN41664464,Pathogen.cl,290767599,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791302,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16625,Illumina HiSeq 2000,missing,missing,EUST16625,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16625,SRP511583,not applicable
SRR29273631,WGS,298,804113374,PRJNA1119915,SAMN41664463,Pathogen.cl,348597287,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791301,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16610,Illumina HiSeq 2000,missing,missing,EUST16610,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16610,SRP511583,not applicable
SRR29273632,WGS,299,590711401,PRJNA1119915,SAMN41664462,Pathogen.cl,256884676,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791300,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16604,Illumina HiSeq 2000,missing,missing,EUST16604,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16604,SRP511583,not applicable
SRR29273633,WGS,296,731132658,PRJNA1119915,SAMN41664461,Pathogen.cl,318216186,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791299,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16597,Illumina HiSeq 2000,missing,missing,EUST16597,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16597,SRP511583,not applicable
SRR29273634,WGS,298,838954033,PRJNA1119915,SAMN41664182,Pathogen.cl,362756228,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791298,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST11014,Illumina HiSeq 2000,missing,missing,EUST11014,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:42:00Z,1,EUST11014,SRP511583,not applicable
SRR29273635,WGS,293,777061194,PRJNA1119915,SAMN41664460,Pathogen.cl,337599897,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791297,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16588,Illumina HiSeq 2000,missing,missing,EUST16588,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:42:00Z,1,EUST16588,SRP511583,not applicable
SRR29273636,WGS,298,759747758,PRJNA1119915,SAMN41664459,Pathogen.cl,329135687,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791296,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16578,Illumina HiSeq 2000,missing,missing,EUST16578,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16578,SRP511583,not applicable
SRR29273637,WGS,298,755498058,PRJNA1119915,SAMN41664458,Pathogen.cl,327834431,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791295,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16567,Illumina HiSeq 2000,missing,missing,EUST16567,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16567,SRP511583,not applicable
SRR29273638,WGS,298,583918602,PRJNA1119915,SAMN41664457,Pathogen.cl,255083143,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791294,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16555,Illumina HiSeq 2000,missing,missing,EUST16555,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16555,SRP511583,not applicable
SRR29273639,WGS,298,597772823,PRJNA1119915,SAMN41664456,Pathogen.cl,260392136,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791293,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16542,Illumina HiSeq 2000,missing,missing,EUST16542,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16542,SRP511583,not applicable
SRR29273640,WGS,297,740127446,PRJNA1119915,SAMN41664455,Pathogen.cl,321899867,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791292,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16538,Illumina HiSeq 2000,missing,missing,EUST16538,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16538,SRP511583,not applicable
SRR29273641,WGS,292,724374433,PRJNA1119915,SAMN41664454,Pathogen.cl,316689382,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2017-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791291,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST16523,Illumina HiSeq 2000,missing,missing,EUST16523,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST16523,SRP511583,not applicable
SRR29273642,WGS,289,700387698,PRJNA1119915,SAMN41664396,Pathogen.cl,301138518,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791290,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST15053,Illumina HiSeq 2000,missing,missing,EUST15053,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST15053,SRP511583,not applicable
SRR29273643,WGS,291,737468823,PRJNA1119915,SAMN41664395,Pathogen.cl,316510652,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791289,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST15044,Illumina HiSeq 2000,missing,missing,EUST15044,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST15044,SRP511583,not applicable
SRR29273644,WGS,298,613859590,PRJNA1119915,SAMN41664394,Pathogen.cl,262821897,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2019-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791288,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST15034,Illumina HiSeq 2000,missing,missing,EUST15034,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST15034,SRP511583,not applicable
SRR29273645,WGS,298,489305518,PRJNA1119915,SAMN41664393,Pathogen.cl,211443455,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2018-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791287,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST15023,Illumina HiSeq 2000,missing,missing,EUST15023,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:41:00Z,1,EUST15023,SRP511583,not applicable
SRR29273646,WGS,298,699284645,PRJNA1119915,SAMN41664392,Pathogen.cl,299034595,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,2019-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24791286,Romania,Europe,Romania,tuberculosis,Homo sapiens,EUST15011,Illumina HiSeq 2000,missing,missing,EUST15011,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-04T00:00:00Z,2024-06-04T09:42:00Z,1,EUST15011,SRP511583,not applicable
