Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,HOST,host_subject_id,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_id,ReleaseDate,create_date,version,Sample Name,SRA Study,strain,isolate_name_alias
SRR29053208,WGS,455,367170160,PRJNA1109295,SAMN41418314,Pathogen.cl,210753453,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577794,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_887D4F16F84F,Illumina HiSeq 2000,missing,missing,6B1800_887D4F16F84F_IDR1600030697,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_887D4F16F84F,SRP507535,not applicable,idr1600030697
SRR29053209,WGS,462,497996329,PRJNA1109295,SAMN41418262,Pathogen.cl,303149960,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577975,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_809D3FACA9A4,Illumina HiSeq 2000,missing,missing,6B1800_809D3FACA9A4_IDR1600041984,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:42:00Z,1,6B1800_809D3FACA9A4,SRP507535,not applicable,idr1600041984
SRR29053210,WGS,481,698518989,PRJNA1109295,SAMN41418261,Pathogen.cl,452693382,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577974,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_807ED55BB652,Illumina HiSeq 2000,missing,missing,6B1800_807ED55BB652_IDR1600035715,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_807ED55BB652,SRP507535,not applicable,idr1600035715
SRR29053211,WGS,482,418233450,PRJNA1109295,SAMN41418260,Pathogen.cl,267340100,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577973,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_804C31C57118,Illumina HiSeq 2000,missing,missing,6B1800_804C31C57118_IDR1700059407,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T04:50:00Z,1,6B1800_804C31C57118,SRP507535,not applicable,idr1700059407
SRR29053212,WGS,472,323633775,PRJNA1109295,SAMN41418259,Pathogen.cl,211280635,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577972,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_800F547A040C,Illumina HiSeq 2000,missing,missing,6B1800_800F547A040C_IDR1600057637,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:42:00Z,1,6B1800_800F547A040C,SRP507535,not applicable,idr1600057637
SRR29053213,WGS,486,502634992,PRJNA1109295,SAMN41418258,Pathogen.cl,323691270,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577971,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_80047804D8E2,Illumina HiSeq 2000,missing,missing,6B1800_80047804D8E2_IDR1700013349,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:18:00Z,1,6B1800_80047804D8E2,SRP507535,not applicable,idr1700013349
SRR29053214,WGS,489,616611411,PRJNA1109295,SAMN41418257,Pathogen.cl,407887780,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577970,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7F3C67B71E61,Illumina HiSeq 2000,missing,missing,6B1800_7F3C67B71E61_IDR1700035391,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T04:51:00Z,1,6B1800_7F3C67B71E61,SRP507535,not applicable,idr1700035391
SRR29053215,WGS,489,415780232,PRJNA1109295,SAMN41417627,Pathogen.cl,272762241,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577969,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_15E6EA730CFD,Illumina HiSeq 2000,missing,missing,6B1800_15E6EA730CFD_IDR1700023303,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T05:14:00Z,1,6B1800_15E6EA730CFD,SRP507535,not applicable,idr1700023303
SRR29053216,WGS,470,391294247,PRJNA1109295,SAMN41417564,Pathogen.cl,258565114,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577968,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_0D6ABAF73F73,Illumina HiSeq 2000,missing,missing,6B1800_0D6ABAF73F73_IDR1600007943,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:42:00Z,1,6B1800_0D6ABAF73F73,SRP507535,not applicable,idr1600007943
SRR29053217,WGS,468,450014793,PRJNA1109295,SAMN41418256,Pathogen.cl,248714959,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577967,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7F2359427B2D,Illumina HiSeq 2000,missing,missing,6B1800_7F2359427B2D_IDR1600032721,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T04:50:00Z,1,6B1800_7F2359427B2D,SRP507535,not applicable,idr1600032721
SRR29053218,WGS,486,440657029,PRJNA1109295,SAMN41418255,Pathogen.cl,272073732,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577966,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7EE3445AF09B,Illumina HiSeq 2000,missing,missing,6B1800_7EE3445AF09B_IDR1700038419,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T05:13:00Z,1,6B1800_7EE3445AF09B,SRP507535,not applicable,idr1700038419
SRR29053219,WGS,490,487755289,PRJNA1109295,SAMN41418254,Pathogen.cl,331144077,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577965,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7EBD8D479C43,Illumina HiSeq 2000,missing,missing,6B1800_7EBD8D479C43_IDR1700031874,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T04:50:00Z,1,6B1800_7EBD8D479C43,SRP507535,not applicable,idr1700031874
SRR29053220,WGS,440,630608087,PRJNA1109295,SAMN41418253,Pathogen.cl,405428572,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577964,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7E03110A6C64,Illumina HiSeq 2000,missing,missing,6B1800_7E03110A6C64_IDR1700044634,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_7E03110A6C64,SRP507535,not applicable,idr1700044634
SRR29053221,WGS,471,548829629,PRJNA1109295,SAMN41418252,Pathogen.cl,329248648,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577963,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7D50D723F4C6,Illumina HiSeq 2000,missing,missing,6B1800_7D50D723F4C6_IDR1600018201,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:16:00Z,1,6B1800_7D50D723F4C6,SRP507535,not applicable,idr1600018201
SRR29053222,WGS,481,541913556,PRJNA1109295,SAMN41418251,Pathogen.cl,358201266,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2008,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577962,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7D23A0B151BE,Illumina HiSeq 2000,missing,missing,6B1800_7D23A0B151BE_AFB0800000210,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_7D23A0B151BE,SRP507535,not applicable,afb0800000210
SRR29053223,WGS,476,398263099,PRJNA1109295,SAMN41418250,Pathogen.cl,246497063,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577961,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7CDB7A636349,Illumina HiSeq 2000,missing,missing,6B1800_7CDB7A636349_IDR1600034870,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:01:00Z,1,6B1800_7CDB7A636349,SRP507535,not applicable,idr1600034870
SRR29053224,WGS,475,524190327,PRJNA1109295,SAMN41418249,Pathogen.cl,335202723,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577960,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7CD0FD05C19C,Illumina HiSeq 2000,missing,missing,6B1800_7CD0FD05C19C_IDR1700007371,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:42:00Z,1,6B1800_7CD0FD05C19C,SRP507535,not applicable,idr1700007371
SRR29053225,WGS,485,566707437,PRJNA1109295,SAMN41418248,Pathogen.cl,363896327,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577959,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7CCD96CF0222,Illumina HiSeq 2000,missing,missing,6B1800_7CCD96CF0222_IDR1600005538,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:33:00Z,1,6B1800_7CCD96CF0222,SRP507535,not applicable,idr1600005538
SRR29053226,WGS,427,745915799,PRJNA1109295,SAMN41418247,Pathogen.cl,477165303,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577958,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7C64080DFD88,Illumina HiSeq 2000,missing,missing,6B1800_7C64080DFD88_IDR1700005449,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:42:00Z,1,6B1800_7C64080DFD88,SRP507535,not applicable,idr1700005449
SRR29053227,WGS,466,746426329,PRJNA1109295,SAMN41417626,Pathogen.cl,437435364,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577957,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_15E6B2FB4682,Illumina HiSeq 2000,missing,missing,6B1800_15E6B2FB4682_IDR1600011196,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_15E6B2FB4682,SRP507535,not applicable,idr1600011196
SRR29053228,WGS,409,583442595,PRJNA1109295,SAMN41418246,Pathogen.cl,361714847,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577956,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7BC998002B6E,Illumina HiSeq 2000,missing,missing,6B1800_7BC998002B6E_IDR1600017097,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:31:00Z,1,6B1800_7BC998002B6E,SRP507535,not applicable,idr1600017097
SRR29053229,WGS,490,353807555,PRJNA1109295,SAMN41418245,Pathogen.cl,235333304,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577955,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7BBC9C27EC67,Illumina HiSeq 2000,missing,missing,6B1800_7BBC9C27EC67_IDR1700019634,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:51:00Z,1,6B1800_7BBC9C27EC67,SRP507535,not applicable,idr1700019634
SRR29053230,WGS,471,719235313,PRJNA1109295,SAMN41418244,Pathogen.cl,452048541,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577954,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7BB8749FE84C,Illumina HiSeq 2000,missing,missing,6B1800_7BB8749FE84C_IDR1700054024,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_7BB8749FE84C,SRP507535,not applicable,idr1700054024
SRR29053231,WGS,450,208025464,PRJNA1109295,SAMN41418243,Pathogen.cl,122785209,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577953,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7BB81EC57B5E,Illumina HiSeq 2000,missing,missing,6B1800_7BB81EC57B5E_IDR1600056524,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:42:00Z,1,6B1800_7BB81EC57B5E,SRP507535,not applicable,idr1600056524
SRR29053232,WGS,455,416991962,PRJNA1109295,SAMN41418242,Pathogen.cl,276345597,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577952,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7BB349D27FCE,Illumina HiSeq 2000,missing,missing,6B1800_7BB349D27FCE_IDR1700000568,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_7BB349D27FCE,SRP507535,not applicable,idr1700000568
SRR29053233,WGS,475,533232802,PRJNA1109295,SAMN41418241,Pathogen.cl,359365825,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577951,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7B9B89C4BF15,Illumina HiSeq 2000,missing,missing,6B1800_7B9B89C4BF15_IDR1700025819,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_7B9B89C4BF15,SRP507535,not applicable,idr1700025819
SRR29053234,WGS,500,684209000,PRJNA1109295,SAMN41418240,Pathogen.cl,431594564,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577950,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7B979E04689E,Illumina HiSeq 2000,missing,missing,6B1800_7B979E04689E_IDR1400003506,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:17:00Z,1,6B1800_7B979E04689E,SRP507535,not applicable,idr1400003506
SRR29053235,WGS,485,354087127,PRJNA1109295,SAMN41418239,Pathogen.cl,230132323,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577949,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7B71977FCABC,Illumina HiSeq 2000,missing,missing,6B1800_7B71977FCABC_IDR1600010936,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:33:00Z,1,6B1800_7B71977FCABC,SRP507535,not applicable,idr1600010936
SRR29053236,WGS,462,480517730,PRJNA1109295,SAMN41418238,Pathogen.cl,305083977,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577766,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_7B4ED1FB22A2,Illumina HiSeq 2000,missing,missing,6B1800_7B4ED1FB22A2_IDR1700053750,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_7B4ED1FB22A2,SRP507535,not applicable,idr1700053750
SRR29053237,WGS,481,555313679,PRJNA1109295,SAMN41418161,Pathogen.cl,358552807,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577947,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_6FDD9B320BDD,Illumina HiSeq 2000,missing,missing,6B1800_6FDD9B320BDD_IDR1600037413,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T01:03:00Z,1,6B1800_6FDD9B320BDD,SRP507535,not applicable,idr1600037413
SRR29053238,WGS,398,993106234,PRJNA1109295,SAMN41418160,Pathogen.cl,644137819,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577946,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_6FCFC89C09C9,Illumina HiSeq 2000,missing,missing,6B1800_6FCFC89C09C9_IDR1600017794,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-17T23:58:00Z,1,6B1800_6FCFC89C09C9,SRP507535,not applicable,idr1600017794
SRR29053239,WGS,470,1114680139,PRJNA1109295,SAMN41418159,Pathogen.cl,691106822,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577945,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_6FBC73316344,Illumina HiSeq 2000,missing,missing,6B1800_6FBC73316344_IDR1700013352,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_6FBC73316344,SRP507535,not applicable,idr1700013352
SRR29053240,WGS,466,521279742,PRJNA1109295,SAMN41418158,Pathogen.cl,318653960,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577944,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_6F83720AD837,Illumina HiSeq 2000,missing,missing,6B1800_6F83720AD837_IDR1600022146,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_6F83720AD837,SRP507535,not applicable,idr1600022146
SRR29053241,WGS,484,581084390,PRJNA1109295,SAMN41418157,Pathogen.cl,384447962,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577943,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_6F6BEC66D40D,Illumina HiSeq 2000,missing,missing,6B1800_6F6BEC66D40D_IDR1700043265,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:37:00Z,1,6B1800_6F6BEC66D40D,SRP507535,not applicable,idr1700043265
SRR29053242,WGS,484,342668230,PRJNA1109295,SAMN41417617,Pathogen.cl,237979046,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577942,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_14D97BEF58A1,Illumina HiSeq 2000,missing,missing,6B1800_14D97BEF58A1_IDR1700026833,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:50:00Z,1,6B1800_14D97BEF58A1,SRP507535,not applicable,idr1700026833
SRR29053243,WGS,464,480851698,PRJNA1109295,SAMN41417563,Pathogen.cl,311026679,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577941,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_0D1DE02006E9,Illumina HiSeq 2000,missing,missing,6B1800_0D1DE02006E9_IDR1600037800,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_0D1DE02006E9,SRP507535,not applicable,idr1600037800
SRR29053244,WGS,486,588148639,PRJNA1109295,SAMN41418156,Pathogen.cl,376934688,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577940,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_6F478962D2ED,Illumina HiSeq 2000,missing,missing,6B1800_6F478962D2ED_IDR1700034427,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_6F478962D2ED,SRP507535,not applicable,idr1700034427
SRR29053245,WGS,486,298136214,PRJNA1109295,SAMN41418155,Pathogen.cl,187137805,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577939,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_6EFBF262F0C1,Illumina HiSeq 2000,missing,missing,6B1800_6EFBF262F0C1_IDR1700013003,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-16T00:00:00Z,2024-05-16T10:43:00Z,1,6B1800_6EFBF262F0C1,SRP507535,not applicable,idr1700013003
SRR29053246,WGS,477,497294812,PRJNA1109295,SAMN41418154,Pathogen.cl,299539029,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577938,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_6EADC2843B3D,Illumina HiSeq 2000,missing,missing,6B1800_6EADC2843B3D_IDR1700056958,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T01:18:00Z,1,6B1800_6EADC2843B3D,SRP507535,not applicable,idr1700056958
SRR29053247,WGS,500,589216500,PRJNA1109295,SAMN41418153,Pathogen.cl,358425007,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24577937,USA,North America,USA,tuberculosis,Homo sapiens,6B1800_6E579DC9A66E,Illumina HiSeq 2000,missing,missing,6B1800_6E579DC9A66E_IDR1400008041,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1013,2024-05-18T00:00:00Z,2024-05-18T00:22:00Z,1,6B1800_6E579DC9A66E,SRP507535,not applicable,idr1400008041
