Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,HOST,host_subject_id,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_id,ReleaseDate,create_date,version,Sample Name,SRA Study,strain,isolate_name_alias
SRR29093351,WGS,300,423780900,PRJNA1109295,SAMN41468560,Pathogen.cl,194129197,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617206,South Africa,Africa,South Africa,tuberculosis,Homo sapiens,924644_28DA5CBF68C2,Illumina HiSeq 2000,missing,missing,924644_28DA5CBF68C2_R28583,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1006,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,924644_28DA5CBF68C2,SRP507535,not applicable,r28583
SRR29093352,WGS,302,391507968,PRJNA1109295,SAMN41468559,Pathogen.cl,167617221,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617205,South Africa,Africa,South Africa,tuberculosis,Homo sapiens,924644_28C095A4C54E,Illumina HiSeq 2000,missing,missing,924644_28C095A4C54E_C225-COW5558A36,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1006,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,924644_28C095A4C54E,SRP507535,not applicable,c225-cow5558a36
SRR29093353,WGS,302,505252040,PRJNA1109295,SAMN41468558,Pathogen.cl,239026500,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617204,South Africa,Africa,South Africa,tuberculosis,Homo sapiens,924644_286196F7C4C9,Illumina HiSeq 2000,missing,missing,924644_286196F7C4C9_H37Rv-B-COW5570A27,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1006,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,924644_286196F7C4C9,SRP507535,not applicable,h37rv-b-cow5570a27
SRR29093354,WGS,302,438541750,PRJNA1109295,SAMN41468557,Pathogen.cl,197967424,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617203,South Africa,Africa,South Africa,tuberculosis,Homo sapiens,924644_281ED59422F7,Illumina HiSeq 2000,missing,missing,924644_281ED59422F7_927-COW5559A14,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1006,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,924644_281ED59422F7,SRP507535,not applicable,927-cow5559a14
SRR29093355,WGS,302,458688472,PRJNA1109295,SAMN41468556,Pathogen.cl,216078663,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617202,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,924644_27BCBBB7C690,Illumina HiSeq 2000,missing,missing,924644_27BCBBB7C690_H-Cox-r28012-COW5570A31,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1006,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,924644_27BCBBB7C690,SRP507535,not applicable,
SRR29093356,WGS,302,227765380,PRJNA1109295,SAMN41468555,Pathogen.cl,99411704,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617201,South Africa,Africa,South Africa,tuberculosis,Homo sapiens,924644_27577C3B0AE7,Illumina HiSeq 2000,missing,missing,924644_27577C3B0AE7_C097-COW5559A10,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1006,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,924644_27577C3B0AE7,SRP507535,not applicable,c097-cow5559a10
SRR29093357,WGS,302,497140622,PRJNA1109295,SAMN41468318,Pathogen.cl,214627611,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617199,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_3C59DC048E88,Illumina HiSeq 2000,missing,missing,883E88_3C59DC048E88_21,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_3C59DC048E88,SRP507535,not applicable,21
SRR29093358,WGS,302,320607428,PRJNA1109295,SAMN41468317,Pathogen.cl,140884988,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617198,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_37693CFC7480,Illumina HiSeq 2000,missing,missing,883E88_37693CFC7480_23,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_37693CFC7480,SRP507535,not applicable,23
SRR29093359,WGS,302,421163764,PRJNA1109295,SAMN41468316,Pathogen.cl,183808774,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617197,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_35F4A8D465E6,Illumina HiSeq 2000,missing,missing,883E88_35F4A8D465E6_78,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_35F4A8D465E6,SRP507535,not applicable,78
SRR29093360,WGS,302,278599832,PRJNA1109295,SAMN41468315,Pathogen.cl,123735653,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617196,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_34173CB38F07,Illumina HiSeq 2000,missing,missing,883E88_34173CB38F07_30,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_34173CB38F07,SRP507535,not applicable,30
SRR29093361,WGS,302,475264950,PRJNA1109295,SAMN41468314,Pathogen.cl,207032263,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617195,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_3416A75F4CEA,Illumina HiSeq 2000,missing,missing,883E88_3416A75F4CEA_41,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,883E88_3416A75F4CEA,SRP507535,not applicable,41
SRR29093362,WGS,302,415846752,PRJNA1109295,SAMN41468313,Pathogen.cl,179866108,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617194,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_33E75FF09DD6,Illumina HiSeq 2000,missing,missing,883E88_33E75FF09DD6_28,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_33E75FF09DD6,SRP507535,not applicable,28
SRR29093363,WGS,530,601956951,PRJNA1109295,SAMN41467998,Pathogen.cl,375568104,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617193,South Africa,Africa,South Africa,tuberculosis,Homo sapiens,82B8A3_9003F5CE4D9A,Illumina HiSeq 2000,missing,missing,82B8A3_9003F5CE4D9A_C213_3_1,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,82B8A3_9003F5CE4D9A,SRP507535,not applicable,c213_3_1
SRR29093364,WGS,302,394116342,PRJNA1109295,SAMN41468312,Pathogen.cl,171350249,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617192,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_32BB90E8976A,Illumina HiSeq 2000,missing,missing,883E88_32BB90E8976A_72,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_32BB90E8976A,SRP507535,not applicable,72
SRR29093365,WGS,302,374514126,PRJNA1109295,SAMN41468311,Pathogen.cl,163399092,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617191,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_3295C76ACBF4,Illumina HiSeq 2000,missing,missing,883E88_3295C76ACBF4_66,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_3295C76ACBF4,SRP507535,not applicable,66
SRR29093366,WGS,302,411442384,PRJNA1109295,SAMN41468310,Pathogen.cl,182320393,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617190,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,883E88_2A38A4A9316C,Illumina HiSeq 2000,missing,missing,883E88_2A38A4A9316C_88,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_2A38A4A9316C,SRP507535,not applicable,
SRR29093367,WGS,302,322436944,PRJNA1109295,SAMN41468309,Pathogen.cl,140078744,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617189,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_28DD2C7955CE,Illumina HiSeq 2000,missing,missing,883E88_28DD2C7955CE_77,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_28DD2C7955CE,SRP507535,not applicable,77
SRR29093368,WGS,302,268903518,PRJNA1109295,SAMN41468308,Pathogen.cl,123655464,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617188,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,883E88_28B179E03B7A,Illumina HiSeq 2000,missing,missing,883E88_28B179E03B7A_18-20,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_28B179E03B7A,SRP507535,not applicable,
SRR29093369,WGS,302,276558614,PRJNA1109295,SAMN41468307,Pathogen.cl,119783366,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617187,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_2838023A778D,Illumina HiSeq 2000,missing,missing,883E88_2838023A778D_51,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_2838023A778D,SRP507535,not applicable,51
SRR29093370,WGS,302,440929664,PRJNA1109295,SAMN41468306,Pathogen.cl,193468499,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617186,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_1FF1DE774005,Illumina HiSeq 2000,missing,missing,883E88_1FF1DE774005_24,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_1FF1DE774005,SRP507535,not applicable,24
SRR29093371,WGS,302,545545182,PRJNA1109295,SAMN41468305,Pathogen.cl,249925391,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617185,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_1F0E3DAD9990,Illumina HiSeq 2000,missing,missing,883E88_1F0E3DAD9990_19,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_1F0E3DAD9990,SRP507535,not applicable,19
SRR29093372,WGS,302,204729424,PRJNA1109295,SAMN41468304,Pathogen.cl,89463225,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617184,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_1C383CD30B7C,Illumina HiSeq 2000,missing,missing,883E88_1C383CD30B7C_35,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_1C383CD30B7C,SRP507535,not applicable,35
SRR29093373,WGS,302,466641642,PRJNA1109295,SAMN41468303,Pathogen.cl,202528213,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617183,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_19CA14E7EA63,Illumina HiSeq 2000,missing,missing,883E88_19CA14E7EA63_36,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,883E88_19CA14E7EA63,SRP507535,not applicable,36
SRR29093374,WGS,302,543046132,PRJNA1109295,SAMN41467997,Pathogen.cl,236131918,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617182,South Africa,Africa,South Africa,tuberculosis,Homo sapiens,82B8A3_8F568330711E,Illumina HiSeq 2000,missing,missing,82B8A3_8F568330711E_C388_3_2,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,82B8A3_8F568330711E,SRP507535,not applicable,c388_3_2
SRR29093375,WGS,302,332114836,PRJNA1109295,SAMN41468302,Pathogen.cl,146047085,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617181,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_182BE0C5CDCD,Illumina HiSeq 2000,missing,missing,883E88_182BE0C5CDCD_33,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,883E88_182BE0C5CDCD,SRP507535,not applicable,33
SRR29093376,WGS,302,453486824,PRJNA1109295,SAMN41468301,Pathogen.cl,197016262,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617180,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_17E62166FC85,Illumina HiSeq 2000,missing,missing,883E88_17E62166FC85_43,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_17E62166FC85,SRP507535,not applicable,43
SRR29093377,WGS,302,453534842,PRJNA1109295,SAMN41468300,Pathogen.cl,197425890,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617179,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,883E88_1679091C5A88,Illumina HiSeq 2000,missing,missing,883E88_1679091C5A88_6,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_1679091C5A88,SRP507535,not applicable,
SRR29093378,WGS,302,440459752,PRJNA1109295,SAMN41468299,Pathogen.cl,194060136,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617178,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_14BFA6BB1487,Illumina HiSeq 2000,missing,missing,883E88_14BFA6BB1487_69,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,883E88_14BFA6BB1487,SRP507535,not applicable,69
SRR29093379,WGS,302,380718716,PRJNA1109295,SAMN41468298,Pathogen.cl,166183327,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617177,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_093F65E080A2,Illumina HiSeq 2000,missing,missing,883E88_093F65E080A2_59,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_093F65E080A2,SRP507535,not applicable,59
SRR29093380,WGS,302,478571548,PRJNA1109295,SAMN41468297,Pathogen.cl,206729863,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2007,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617176,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_072B030BA126,Illumina HiSeq 2000,missing,missing,883E88_072B030BA126_60,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_072B030BA126,SRP507535,not applicable,60
SRR29093381,WGS,302,550759212,PRJNA1109295,SAMN41468296,Pathogen.cl,238654994,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617175,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_03AFDBD66E79,Illumina HiSeq 2000,missing,missing,883E88_03AFDBD66E79_63,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_03AFDBD66E79,SRP507535,not applicable,63
SRR29093382,WGS,302,408678480,PRJNA1109295,SAMN41468295,Pathogen.cl,176529961,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617174,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_02E74F10E032,Illumina HiSeq 2000,missing,missing,883E88_02E74F10E032_27,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,883E88_02E74F10E032,SRP507535,not applicable,27
SRR29093383,WGS,302,383149816,PRJNA1109295,SAMN41468294,Pathogen.cl,167472559,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617173,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,82B8A3_FFA00FD9EA0A,Illumina HiSeq 2000,missing,missing,82B8A3_FFA00FD9EA0A_C388_3_4,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,82B8A3_FFA00FD9EA0A,SRP507535,not applicable,
SRR29093384,WGS,302,406214462,PRJNA1109295,SAMN41468293,Pathogen.cl,179779112,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617172,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,82B8A3_FF5CC377F3D2,Illumina HiSeq 2000,missing,missing,82B8A3_FF5CC377F3D2_C019_3_1,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,82B8A3_FF5CC377F3D2,SRP507535,not applicable,
SRR29093385,WGS,302,362778708,PRJNA1109295,SAMN41467996,Pathogen.cl,154124372,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617171,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,82B8A3_8F53F8EFF2A9,Illumina HiSeq 2000,missing,missing,82B8A3_8F53F8EFF2A9_C455,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,82B8A3_8F53F8EFF2A9,SRP507535,not applicable,
SRR29093386,WGS,302,190928628,PRJNA1109295,SAMN41468292,Pathogen.cl,84488806,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617170,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,82B8A3_FEF90646D4B4,Illumina HiSeq 2000,missing,missing,82B8A3_FEF90646D4B4_C161_4_4,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:01:00Z,1,82B8A3_FEF90646D4B4,SRP507535,not applicable,
SRR29093387,WGS,302,385609908,PRJNA1109295,SAMN41468291,Pathogen.cl,167146201,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24618025,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,82B8A3_FE4188C5EAC4,Illumina HiSeq 2000,missing,missing,82B8A3_FE4188C5EAC4_C421,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,82B8A3_FE4188C5EAC4,SRP507535,not applicable,
SRR29093388,WGS,602,311899210,PRJNA1109295,SAMN41467973,Pathogen.cl,206768802,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2015,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617168,South Africa,Africa,South Africa,tuberculosis,Homo sapiens,82B8A3_83823723F248,Illumina HiSeq 2000,missing,missing,82B8A3_83823723F248_C404,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,82B8A3_83823723F248,SRP507535,not applicable,c404
SRR29093389,WGS,302,268524810,PRJNA1109295,SAMN41467964,Pathogen.cl,118125666,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617167,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,82B8A3_81035F2DC336,Illumina HiSeq 2000,missing,missing,82B8A3_81035F2DC336_C309_5_2,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,82B8A3_81035F2DC336,SRP507535,not applicable,
SRR29093390,WGS,302,295698770,PRJNA1109295,SAMN41467963,Pathogen.cl,128836984,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617166,South Africa,Africa,South Africa,tuberculosis,Homo sapiens,82B8A3_80A23C795B40,Illumina HiSeq 2000,missing,missing,82B8A3_80A23C795B40_C364_3_2,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1025,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,82B8A3_80A23C795B40,SRP507535,not applicable,c364_3_2
SRR29093391,WGS,302,416795636,PRJNA1109295,SAMN41468410,Pathogen.cl,181141068,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24617463,South Korea,Asia,South Korea,tuberculosis,Homo sapiens,883E88_FC490CA45C00,Illumina HiSeq 2000,missing,missing,883E88_FC490CA45C00_65,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1027,2024-05-21T00:00:00Z,2024-05-21T06:02:00Z,1,883E88_FC490CA45C00,SRP507535,not applicable,65
