Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,HOST,host_subject_id,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR29341458,WGS,261,542536567,PRJNA1122079,SAMN41772211,Pathogen.cl,226001524,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857432,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2397,Illumina HiSeq 2000,missing,missing,IT2397,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2397,SRP512858,not applicable
SRR29341459,WGS,265,277298742,PRJNA1122079,SAMN41772157,Pathogen.cl,112692658,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857431,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,IT2741,Illumina HiSeq 2000,missing,missing,IT2741,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2741,SRP512858,not applicable
SRR29341460,WGS,280,639906593,PRJNA1122079,SAMN41772210,Pathogen.cl,274947159,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857430,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1775,Illumina HiSeq 2000,missing,missing,IT1775,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1775,SRP512858,not applicable
SRR29341461,WGS,271,321805386,PRJNA1122079,SAMN41772209,Pathogen.cl,124263108,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857429,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1743,Illumina HiSeq 2000,missing,missing,IT1743,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT1743,SRP512858,not applicable
SRR29341462,WGS,282,332099950,PRJNA1122079,SAMN41772208,Pathogen.cl,143111896,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857428,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1776,Illumina HiSeq 2000,missing,missing,IT1776,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT1776,SRP512858,not applicable
SRR29341463,WGS,281,293990315,PRJNA1122079,SAMN41772207,Pathogen.cl,137131928,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857427,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1998,Illumina HiSeq 2000,missing,missing,IT1998,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT1998,SRP512858,not applicable
SRR29341464,WGS,279,337685763,PRJNA1122079,SAMN41772206,Pathogen.cl,156253833,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857426,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1997,Illumina HiSeq 2000,missing,missing,IT1997,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT1997,SRP512858,not applicable
SRR29341465,WGS,282,672531077,PRJNA1122079,SAMN41772205,Pathogen.cl,299492000,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857425,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1803,Illumina HiSeq 2000,missing,missing,IT1803,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:13:00Z,1,IT1803,SRP512858,not applicable
SRR29341466,WGS,280,307728369,PRJNA1122079,SAMN41772204,Pathogen.cl,142844893,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857424,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1866,Illumina HiSeq 2000,missing,missing,IT1866,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1866,SRP512858,not applicable
SRR29341467,WGS,287,441575061,PRJNA1122079,SAMN41772203,Pathogen.cl,191459695,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857423,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2015,Illumina HiSeq 2000,missing,missing,IT2015,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2015,SRP512858,not applicable
SRR29341468,WGS,281,443231556,PRJNA1122079,SAMN41772202,Pathogen.cl,185732241,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857422,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2383,Illumina HiSeq 2000,missing,missing,IT2383,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-13T00:00:00Z,2024-06-13T23:35:00Z,1,IT2383,SRP512858,not applicable
SRR29341469,WGS,264,451070240,PRJNA1122079,SAMN41772201,Pathogen.cl,187279962,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857421,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2382,Illumina HiSeq 2000,missing,missing,IT2382,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T22:34:00Z,1,IT2382,SRP512858,not applicable
SRR29341470,WGS,288,418255145,PRJNA1122079,SAMN41772156,Pathogen.cl,187026678,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857420,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,IT1778,Illumina HiSeq 2000,missing,missing,IT1778,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT1778,SRP512858,not applicable
SRR29341471,WGS,268,478856459,PRJNA1122079,SAMN41772200,Pathogen.cl,199441954,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857419,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2357,Illumina HiSeq 2000,missing,missing,IT2357,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T22:46:00Z,1,IT2357,SRP512858,not applicable
SRR29341472,WGS,270,301678989,PRJNA1122079,SAMN41772199,Pathogen.cl,124761670,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857418,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2319,Illumina HiSeq 2000,missing,missing,IT2319,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:17:00Z,1,IT2319,SRP512858,not applicable
SRR29341473,WGS,281,299672459,PRJNA1122079,SAMN41772198,Pathogen.cl,121617713,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857417,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2316,Illumina HiSeq 2000,missing,missing,IT2316,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:02:00Z,1,IT2316,SRP512858,not applicable
SRR29341474,WGS,283,369790244,PRJNA1122079,SAMN41772197,Pathogen.cl,148935077,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857416,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2315,Illumina HiSeq 2000,missing,missing,IT2315,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-12T00:12:00Z,1,IT2315,SRP512858,not applicable
SRR29341475,WGS,279,311684241,PRJNA1122079,SAMN41772196,Pathogen.cl,126858838,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857415,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2317,Illumina HiSeq 2000,missing,missing,IT2317,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:13:00Z,1,IT2317,SRP512858,not applicable
SRR29341476,WGS,269,287314745,PRJNA1122079,SAMN41772195,Pathogen.cl,118851546,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857414,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2323,Illumina HiSeq 2000,missing,missing,IT2323,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T22:46:00Z,1,IT2323,SRP512858,not applicable
SRR29341477,WGS,284,265491449,PRJNA1122079,SAMN41772194,Pathogen.cl,109918351,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857413,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2322,Illumina HiSeq 2000,missing,missing,IT2322,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2322,SRP512858,not applicable
SRR29341478,WGS,278,511850986,PRJNA1122079,SAMN41772193,Pathogen.cl,211705219,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857412,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2350,Illumina HiSeq 2000,missing,missing,IT2350,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T22:46:00Z,1,IT2350,SRP512858,not applicable
SRR29341479,WGS,279,382140729,PRJNA1122079,SAMN41772192,Pathogen.cl,158709428,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857411,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2345,Illumina HiSeq 2000,missing,missing,IT2345,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T22:56:00Z,1,IT2345,SRP512858,not applicable
SRR29341480,WGS,279,295035154,PRJNA1122079,SAMN41772191,Pathogen.cl,120650223,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857410,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2341,Illumina HiSeq 2000,missing,missing,IT2341,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:02:00Z,1,IT2341,SRP512858,not applicable
SRR29341481,WGS,277,742696899,PRJNA1122079,SAMN41772155,Pathogen.cl,333488803,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857409,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,IT1779,Illumina HiSeq 2000,missing,missing,IT1779,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1779,SRP512858,not applicable
SRR29341482,WGS,284,256137349,PRJNA1122079,SAMN41772190,Pathogen.cl,105139296,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857408,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2340,Illumina HiSeq 2000,missing,missing,IT2340,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:27:00Z,1,IT2340,SRP512858,not applicable
SRR29341483,WGS,281,302833409,PRJNA1122079,SAMN41772189,Pathogen.cl,124976679,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857407,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2338,Illumina HiSeq 2000,missing,missing,IT2338,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:13:00Z,1,IT2338,SRP512858,not applicable
SRR29341484,WGS,270,410199809,PRJNA1122079,SAMN41772188,Pathogen.cl,168358636,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857406,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2333,Illumina HiSeq 2000,missing,missing,IT2333,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:03:00Z,1,IT2333,SRP512858,not applicable
SRR29341485,WGS,286,279166936,PRJNA1122079,SAMN41772187,Pathogen.cl,113868530,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857405,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2331,Illumina HiSeq 2000,missing,missing,IT2331,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:02:00Z,1,IT2331,SRP512858,not applicable
SRR29341486,WGS,242,455829903,PRJNA1122079,SAMN41772186,Pathogen.cl,186952645,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857404,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2326,Illumina HiSeq 2000,missing,missing,IT2326,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:02:00Z,1,IT2326,SRP512858,not applicable
SRR29341487,WGS,280,233267076,PRJNA1122079,SAMN41772185,Pathogen.cl,98733340,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857403,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2337,Illumina HiSeq 2000,missing,missing,IT2337,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:17:00Z,1,IT2337,SRP512858,not applicable
SRR29341488,WGS,259,330895523,PRJNA1122079,SAMN41772184,Pathogen.cl,137647226,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857402,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2327,Illumina HiSeq 2000,missing,missing,IT2327,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:13:00Z,1,IT2327,SRP512858,not applicable
SRR29341489,WGS,256,468317919,PRJNA1122079,SAMN41772183,Pathogen.cl,193457566,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857401,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2435,Illumina HiSeq 2000,missing,missing,IT2435,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2435,SRP512858,not applicable
SRR29341490,WGS,149,398270999,PRJNA1122079,SAMN41772182,Pathogen.cl,156119673,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857400,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2414,Illumina HiSeq 2000,missing,missing,IT2414,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2414,SRP512858,not applicable
SRR29341491,WGS,150,433687002,PRJNA1122079,SAMN41772181,Pathogen.cl,169832332,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857399,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2413,Illumina HiSeq 2000,missing,missing,IT2413,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2413,SRP512858,not applicable
SRR29341492,WGS,285,226049345,PRJNA1122079,SAMN41772154,Pathogen.cl,94355552,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857398,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,IT2348,Illumina HiSeq 2000,missing,missing,IT2348,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:48:00Z,1,IT2348,SRP512858,not applicable
SRR29341493,WGS,150,436942554,PRJNA1122079,SAMN41772180,Pathogen.cl,171390151,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857397,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2415,Illumina HiSeq 2000,missing,missing,IT2415,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2415,SRP512858,not applicable
SRR29341494,WGS,275,384893699,PRJNA1122079,SAMN41772179,Pathogen.cl,160092097,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857396,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2436,Illumina HiSeq 2000,missing,missing,IT2436,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2436,SRP512858,not applicable
SRR29341495,WGS,265,303460057,PRJNA1122079,SAMN41772178,Pathogen.cl,123646654,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857395,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2439,Illumina HiSeq 2000,missing,missing,IT2439,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2439,SRP512858,not applicable
SRR29341496,WGS,148,420272571,PRJNA1122079,SAMN41772177,Pathogen.cl,164622418,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857394,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2410,Illumina HiSeq 2000,missing,missing,IT2410,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2410,SRP512858,not applicable
SRR29341497,WGS,259,294519772,PRJNA1122079,SAMN41772176,Pathogen.cl,119245644,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857393,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2440,Illumina HiSeq 2000,missing,missing,IT2440,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2440,SRP512858,not applicable
SRR29341498,WGS,265,662643458,PRJNA1122079,SAMN41772175,Pathogen.cl,280150128,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857392,India,Asia,India,tuberculosis,Homo sapiens,IT2748,Illumina HiSeq 2000,missing,missing,IT2748,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT2748,SRP512858,not applicable
SRR29341499,WGS,272,321346063,PRJNA1122079,SAMN41772174,Pathogen.cl,132794765,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857391,India,Asia,India,tuberculosis,Homo sapiens,IT2325,Illumina HiSeq 2000,missing,missing,IT2325,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T22:56:00Z,1,IT2325,SRP512858,not applicable
SRR29341500,WGS,150,353047072,PRJNA1122079,SAMN41772173,Pathogen.cl,138899162,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857390,India,Asia,India,tuberculosis,Homo sapiens,IT2411,Illumina HiSeq 2000,missing,missing,IT2411,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2411,SRP512858,not applicable
SRR29341501,WGS,269,327997222,PRJNA1122079,SAMN41772172,Pathogen.cl,132367814,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857389,Guinea-Bissau,Africa,Guinea-Bissau,tuberculosis,Homo sapiens,IT2742,Illumina HiSeq 2000,missing,missing,IT2742,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2742,SRP512858,not applicable
SRR29341502,WGS,282,485216266,PRJNA1122079,SAMN41772171,Pathogen.cl,192841561,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857388,Gambia,Africa,Gambia,tuberculosis,Homo sapiens,IT2156,Illumina HiSeq 2000,missing,missing,IT2156,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2156,SRP512858,not applicable
SRR29341503,WGS,272,419996652,PRJNA1122079,SAMN41772153,Pathogen.cl,156031319,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857387,Angola,Africa,Angola,tuberculosis,Homo sapiens,IT2036,Illumina HiSeq 2000,missing,missing,IT2036,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2036,SRP512858,not applicable
