Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,HOST,host_subject_id,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR29341577,WGS,260,411671518,PRJNA1122079,SAMN41772240,Pathogen.cl,169803522,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857314,Pakistan,Asia,Pakistan,tuberculosis,Homo sapiens,IT2328,Illumina HiSeq 2000,missing,missing,IT2328,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T22:46:00Z,1,IT2328,SRP512858,not applicable
SRR29341578,WGS,274,290918976,PRJNA1122079,SAMN41772239,Pathogen.cl,120752608,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857313,Pakistan,Asia,Pakistan,tuberculosis,Homo sapiens,IT2329,Illumina HiSeq 2000,missing,missing,IT2329,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:17:00Z,1,IT2329,SRP512858,not applicable
SRR29341579,WGS,279,551771411,PRJNA1122079,SAMN41772238,Pathogen.cl,236165351,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857312,Pakistan,Asia,Pakistan,tuberculosis,Homo sapiens,IT1758,Illumina HiSeq 2000,missing,missing,IT1758,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT1758,SRP512858,not applicable
SRR29341580,WGS,262,702364565,PRJNA1122079,SAMN41772237,Pathogen.cl,307475114,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857311,Nigeria,Africa,Nigeria,tuberculosis,Homo sapiens,IT2747,Illumina HiSeq 2000,missing,missing,IT2747,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2747,SRP512858,not applicable
SRR29341581,WGS,302,717473782,PRJNA1122079,SAMN41772236,Pathogen.cl,310571231,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857310,Moldova,Europe,Moldova,tuberculosis,Homo sapiens,IT2744,Illumina HiSeq 2000,missing,missing,IT2744,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2744,SRP512858,not applicable
SRR29341582,WGS,281,482023263,PRJNA1122079,SAMN41772235,Pathogen.cl,199283868,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857309,Moldova,Europe,Moldova,tuberculosis,Homo sapiens,IT2296,Illumina HiSeq 2000,missing,missing,IT2296,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2296,SRP512858,not applicable
SRR29341583,WGS,281,465840079,PRJNA1122079,SAMN41772234,Pathogen.cl,180800505,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857308,Moldova,Europe,Moldova,tuberculosis,Homo sapiens,IT2157,Illumina HiSeq 2000,missing,missing,IT2157,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2157,SRP512858,not applicable
SRR29341584,WGS,254,379244849,PRJNA1122079,SAMN41772233,Pathogen.cl,160005887,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857307,Moldova,Europe,Moldova,tuberculosis,Homo sapiens,IT2752,Illumina HiSeq 2000,missing,missing,IT2752,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2752,SRP512858,not applicable
SRR29341585,WGS,280,368370326,PRJNA1122079,SAMN41772232,Pathogen.cl,145775020,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857306,Moldova,Europe,Moldova,tuberculosis,Homo sapiens,IT2250,Illumina HiSeq 2000,missing,missing,IT2250,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2250,SRP512858,not applicable
SRR29341586,WGS,270,358452067,PRJNA1122079,SAMN41772231,Pathogen.cl,148376621,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857305,Moldova,Europe,Moldova,tuberculosis,Homo sapiens,IT2298,Illumina HiSeq 2000,missing,missing,IT2298,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2298,SRP512858,not applicable
SRR29341587,WGS,149,353841042,PRJNA1122079,SAMN41772159,Pathogen.cl,138912067,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857304,China,Asia,China,tuberculosis,Homo sapiens,IT2412,Illumina HiSeq 2000,missing,missing,IT2412,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2412,SRP512858,not applicable
SRR29341588,WGS,285,528339327,PRJNA1122079,SAMN41772230,Pathogen.cl,230476733,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857303,Morocco,Africa,Morocco,tuberculosis,Homo sapiens,IT1754,Illumina HiSeq 2000,missing,missing,IT1754,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT1754,SRP512858,not applicable
SRR29341589,WGS,282,324627875,PRJNA1122079,SAMN41772229,Pathogen.cl,143243679,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857302,Morocco,Africa,Morocco,tuberculosis,Homo sapiens,IT2016,Illumina HiSeq 2000,missing,missing,IT2016,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2016,SRP512858,not applicable
SRR29341590,WGS,274,313200898,PRJNA1122079,SAMN41772228,Pathogen.cl,127952925,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857301,Morocco,Africa,Morocco,tuberculosis,Homo sapiens,IT2302,Illumina HiSeq 2000,missing,missing,IT2302,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2302,SRP512858,not applicable
SRR29341591,WGS,265,458699036,PRJNA1122079,SAMN41772227,Pathogen.cl,185366542,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857300,Morocco,Africa,Morocco,tuberculosis,Homo sapiens,IT2448,Illumina HiSeq 2000,missing,missing,IT2448,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2448,SRP512858,not applicable
SRR29341592,WGS,272,298165950,PRJNA1122079,SAMN41772226,Pathogen.cl,123270225,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857299,Morocco,Africa,Morocco,tuberculosis,Homo sapiens,IT2335,Illumina HiSeq 2000,missing,missing,IT2335,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:28:00Z,1,IT2335,SRP512858,not applicable
SRR29341593,WGS,255,483508287,PRJNA1122079,SAMN41772225,Pathogen.cl,197722047,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857298,Morocco,Africa,Morocco,tuberculosis,Homo sapiens,IT2334,Illumina HiSeq 2000,missing,missing,IT2334,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:13:00Z,1,IT2334,SRP512858,not applicable
SRR29341594,WGS,278,418003191,PRJNA1122079,SAMN41772224,Pathogen.cl,174265543,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857297,Morocco,Africa,Morocco,tuberculosis,Homo sapiens,IT2346,Illumina HiSeq 2000,missing,missing,IT2346,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T22:47:00Z,1,IT2346,SRP512858,not applicable
SRR29341595,WGS,258,545724190,PRJNA1122079,SAMN41772223,Pathogen.cl,226530974,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857296,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2403,Illumina HiSeq 2000,missing,missing,IT2403,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2403,SRP512858,not applicable
SRR29341596,WGS,238,736127748,PRJNA1122079,SAMN41772222,Pathogen.cl,313845526,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857295,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1759,Illumina HiSeq 2000,missing,missing,IT1759,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT1759,SRP512858,not applicable
SRR29341597,WGS,276,801046269,PRJNA1122079,SAMN41772221,Pathogen.cl,355757769,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857294,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1763,Illumina HiSeq 2000,missing,missing,IT1763,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT1763,SRP512858,not applicable
SRR29341598,WGS,289,502732173,PRJNA1122079,SAMN41772158,Pathogen.cl,217822262,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857293,Brazil,South America,Brazil,tuberculosis,Homo sapiens,IT2014,Illumina HiSeq 2000,missing,missing,IT2014,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2014,SRP512858,not applicable
SRR29341599,WGS,265,450773435,PRJNA1122079,SAMN41772220,Pathogen.cl,174918746,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857292,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1744,Illumina HiSeq 2000,missing,missing,IT1744,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT1744,SRP512858,not applicable
SRR29341600,WGS,265,587638951,PRJNA1122079,SAMN41772219,Pathogen.cl,251088340,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857291,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2749,Illumina HiSeq 2000,missing,missing,IT2749,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2749,SRP512858,not applicable
SRR29341601,WGS,276,655737874,PRJNA1122079,SAMN41772218,Pathogen.cl,288354216,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857290,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2750,Illumina HiSeq 2000,missing,missing,IT2750,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2750,SRP512858,not applicable
SRR29341602,WGS,284,298178011,PRJNA1122079,SAMN41772217,Pathogen.cl,126259451,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857289,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1770,Illumina HiSeq 2000,missing,missing,IT1770,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT1770,SRP512858,not applicable
SRR29341603,WGS,273,610832241,PRJNA1122079,SAMN41772216,Pathogen.cl,254157718,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857288,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1767,Illumina HiSeq 2000,missing,missing,IT1767,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT1767,SRP512858,not applicable
SRR29341604,WGS,284,403420460,PRJNA1122079,SAMN41772215,Pathogen.cl,170793368,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857287,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT1771,Illumina HiSeq 2000,missing,missing,IT1771,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT1771,SRP512858,not applicable
SRR29341605,WGS,272,380550186,PRJNA1122079,SAMN41772214,Pathogen.cl,155459889,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857286,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2398,Illumina HiSeq 2000,missing,missing,IT2398,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2398,SRP512858,not applicable
SRR29341606,WGS,265,520339417,PRJNA1122079,SAMN41772213,Pathogen.cl,216071458,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857285,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2402,Illumina HiSeq 2000,missing,missing,IT2402,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2402,SRP512858,not applicable
SRR29341607,WGS,294,529041310,PRJNA1122079,SAMN41772212,Pathogen.cl,240475840,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857433,Italy,Europe,Italy,tuberculosis,Homo sapiens,IT2400,Illumina HiSeq 2000,missing,missing,IT2400,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT2400,SRP512858,not applicable
SRR29341608,WGS,284,229646088,PRJNA1122079,SAMN41772251,Pathogen.cl,95457948,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857283,Senegal,Africa,Senegal,tuberculosis,Homo sapiens,IT2314,Illumina HiSeq 2000,missing,missing,IT2314,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:27:00Z,1,IT2314,SRP512858,not applicable
SRR29341609,WGS,277,603682220,PRJNA1122079,SAMN41772161,Pathogen.cl,252494057,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857282,China,Asia,China,tuberculosis,Homo sapiens,IT2158,Illumina HiSeq 2000,missing,missing,IT2158,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT2158,SRP512858,not applicable
SRR29341610,WGS,276,403706234,PRJNA1122079,SAMN41772152,Pathogen.cl,149401797,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857281,Albania,Europe,Albania,tuberculosis,Homo sapiens,IT1745,Illumina HiSeq 2000,missing,missing,IT1745,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT1745,SRP512858,not applicable
SRR29341611,WGS,285,483708485,PRJNA1122079,SAMN41772151,Pathogen.cl,203582821,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857280,Afghanistan,Asia,Afghanistan,tuberculosis,Homo sapiens,IT2159,Illumina HiSeq 2000,missing,missing,IT2159,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT2159,SRP512858,not applicable
