BioSample,Sample,Run,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,STUDY_NAME,STUDY_PMID,MEDIA,INH,RIF,RFB,EMB,STM,ETH,CIP,CYS,CAP,KAN,OFX,PAS,PZA,AMI,MXF,PRO,CFZ,LEV,CLAR,GATI,AMOXCLAV,LZD,Platform,TaxID,ScientificName,LoadDate,ReleaseDate,Combined_Runs,Num_Runs,TDR_Sample
SAMN06010425,,Peru3390,Peru,farhat_internal,NJH,,,7H10,1-2,>50,0.6-0.75,2.5-5,0.5-1,2.5-5,,,<=1,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3390,1,nan
SAMN06010426,,Peru3319,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,1.25-2.5,<=0.5,2.5-5,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3319,1,nan
SAMN06010427,,Peru3277,Peru,farhat_internal,NJH,,,7H10,2-4,>50,>2.5,>15,<=0.5,6-8,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3277,1,nan
SAMN06010428,,Peru3346,Peru,farhat_internal,NJH,,,7H10,0.1-0.2,0.25-0.5,<=0.125,10-15,<=0.5,1.25-2.5,,,<=1,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3346,1,nan
SAMN06010430,,Peru3282,Peru,farhat_internal,NJH,,,7H10,4-5,>50,>2.5,>15,20-100,5-6,,,5-10,>100,,,>500,>100,4-6,,,,,,,0.25-0.5,,,,,,Peru3282,1,nan
SAMN06010431,,Peru3257,Peru,farhat_internal,NJH,,,7H10,>5,10-50,<=0.125,2.5-5,<=0.5,<=1.25,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3257,1,nan
SAMN06010432,,Peru3399,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,>100,1.25-2.5,,,<=1,<=1.25,,,25-50,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3399,1,nan
SAMN06010433,,Peru3298,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,>15,>100,2.5-5,,,2-4,<=1.25,,,>500,<=1.25,0.125-0.25,,,,,,,0.25-0.5,,,,,,Peru3298,1,nan
SAMN06010435,,Peru3265,Peru,farhat_internal,NJH,,,7H10,>5,5-8,<=0.125,>15,2-4,1.25-2.5,,,<=1,<=1.25,,,300-500,<=1.25,<=0.125,,,,,,,0.5-1.0,,,,,,Peru3265,1,nan
SAMN06010438,,Peru3311,Peru,farhat_internal,NJH,,,7H10,>5,10-50,0.125-0.25,2.5-5,>100,<=1.25,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3311,1,nan
SAMN06010439,,Peru3373,Peru,farhat_internal,NJH,,,7H10,0.05-0.1,0.25-0.5,<=0.125,1.25-2.5,<=0.5,<=1.25,,,<=1,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3373,1,nan
SAMN06010440,,Peru3260,Peru,farhat_internal,NJH,,,7H10,>5,10-50,0.5-0.6,2.5-5,2-4,1.25-2.5,,,1-2,<=1.25,,,100-120,<=1.25,0.125-0.25,,,,,,,0.5-1.0,,,,,,Peru3260,1,nan
SAMN06010441,,Peru3382,Peru,farhat_internal,NJH,,,7H10,1-2,>50,<=0.125,>15,0.5-1,1.25-2.5,,,<=1,<=1.25,,,100-120,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3382,1,nan
SAMN06010442,,Peru3409,Peru,farhat_internal,NJH,,,7H10,0.2-0.4,1-2,0.25-0.5,5-6,2-4,2.5-5,,,4-5,1.25-2.5,,,100-120,5-6,<=0.125,,,,,,,<=0.25,,,,,,Peru3409,1,nan
SAMN06010443,,Peru3338,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,2.5-5,1-2,1.25-2.5,,,<=1,<=1.25,,,100-120,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3338,1,nan
SAMN06010444,,Peru3347,Peru,farhat_internal,NJH,,,7H10,0.1-0.2,0.25-0.5,<=0.125,1.25-2.5,<=0.5,2.5-5,,,<=1,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3347,1,nan
SAMN06010445,,Peru3365,Peru,farhat_internal,NJH,,,7H10,4-5,>50,1-1.5,>15,2-4,<=1.25,,,<=1,<=1.25,,,300-500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3365,1,nan
SAMN06010446,,Peru3294,Peru,farhat_internal,NJH,,,7H10,0.05-0.1,<=0.25,<=0.125,<=1.25,<=0.5,1.25-2.5,,,<=1,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3294,1,nan
SAMN06010447,,Peru3406,Peru,farhat_internal,NJH,,,7H10,>5,10-50,<=0.125,>15,0.5-1,2.5-5,,,30-50,>100,,,50-100,>100,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3406,1,nan
SAMN06010448,,Peru3259,Peru,farhat_internal,NJH,,,7H10,0.2-0.4,0.5-1,<=0.125,5-6,1-2,1.25-2.5,,,1-2,<=1.25,,,25-50,<=1.25,0.125-0.25,,,,,,,0.25-0.5,,,,,,Peru3259,1,nan
SAMN06010449,,Peru3330,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,>15,0.5-1,<=1.25,,,2-4,<=1.25,,,>500,<=1.25,0.125-0.25,,,,,,,<=0.25,,,,,,Peru3330,1,nan
SAMN06010450,,Peru3388,Peru,farhat_internal,NJH,,,7H10,>5,2-3,<=0.125,>15,2-4,<=1.25,,,1-2,<=1.25,,,<=25,<=1.25,0.125-0.25,,,,,,,0.25-0.5,,,,,,Peru3388,1,nan
SAMN06010451,,Peru3379,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,2.5-5,>100,<=1.25,,,<=1,<=1.25,,,25-50,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3379,1,nan
SAMN06010452,,Peru3370,Peru,farhat_internal,NJH,,,7H10,0.2-0.4,>50,0.75-0.875,2.5-5,<=0.5,2.5-5,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3370,1,nan
SAMN06010453,,Peru3361,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,<=0.5,1.25-2.5,,,<=1,<=1.25,,,300-500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3361,1,nan
SAMN06010454,,Peru3352,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,<=1.25,<=0.5,2.5-5,,,<=1,<=1.25,,,300-500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3352,1,nan
SAMN06010455,,Peru3286,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,2.5-5,1-2,1.25-2.5,,,30-50,<=1.25,,,>500,<=1.25,0.25-0.5,,,,,,,<=0.25,,,,,,Peru3286,1,nan
SAMN06010456,,Peru3334,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,1.25-2.5,<=0.5,1.25-2.5,,,<=1,<=1.25,,,50-100,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3334,1,nan
SAMN06010457,,Peru3333,Peru,farhat_internal,NJH,,,7H10,1-2,>50,0.75-0.875,<=1.25,<=0.5,1.25-2.5,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3333,1,nan
SAMN06010458,,Peru3306,Peru,farhat_internal,NJH,,,7H10,>5,>50,1.5-2.5,8-9,10-16,2.5-5,,,1-2,<=1.25,,,25-50,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3306,1,nan
SAMN06010459,,Peru3320,Peru,farhat_internal,NJH,,,7H10,<=0.05,<=0.25,<=0.125,1.25-2.5,<=0.5,<=1.25,,,<=1,<=1.25,,,50-100,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3320,1,nan
SAMN06010460,,Peru3303,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,2-4,1.25-2.5,,,<=1,<=1.25,,,300-500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3303,1,nan
SAMN06010461,,Peru3329,Peru,farhat_internal,NJH,,,7H10,2-4,2-3,<=0.125,7-8,0.5-1,<=1.25,,,15-30,>100,,,>500,50-100,<=0.125,,,,,,,<=0.25,,,,,,Peru3329,1,nan
SAMN06010462,,Peru3288,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,>15,1-2,2.5-5,,,5-10,50-100,,,100-120,>100,<=0.125,,,,,,,<=0.25,,,,,,Peru3288,1,nan
SAMN06010463,,Peru3271,Peru,farhat_internal,NJH,,,7H10,1-2,>50,1-1.5,2.5-5,6-10,<=1.25,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3271,1,nan
SAMN06010464,,Peru3279,Peru,farhat_internal,NJH,,,7H10,>5,>50,0.6-0.75,2.5-5,1-2,1.25-2.5,,,<=1,<=1.25,,,25-50,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3279,1,nan
SAMN06010465,,Peru3313,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,<=1.25,<=0.5,10-15,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3313,1,nan
SAMN06010466,,Peru3420,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,2.5-5,1-2,1.25-2.5,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3420,1,nan
SAMN06010467,,Peru3270,Peru,farhat_internal,NJH,,,7H10,>5,10-50,<=0.125,>15,<=0.5,2.5-5,,,5-10,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3270,1,nan
SAMN06010468,,Peru3261,Peru,farhat_internal,NJH,,,7H10,>5,10-50,<=0.125,>15,<=0.5,<=1.25,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3261,1,nan
SAMN06010469,,Peru3332,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,<=0.5,<=1.25,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3332,1,nan
SAMN06010470,,Peru3323,Peru,farhat_internal,NJH,,,7H10,0.6-1,>50,1.5-2.5,>15,<=0.5,5-6,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3323,1,nan
SAMN06010471,,Peru3254,Peru,farhat_internal,NJH,,,7H10,>5,1-2,<=0.125,>15,2-4,1.25-2.5,,,1-2,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3254,1,nan
SAMN06010472,,Peru3290,Peru,farhat_internal,NJH,,,7H10,2-4,10-50,<=0.125,>15,0.5-1,<=1.25,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.5-1.0,,,,,,Peru3290,1,nan
SAMN06010473,,Peru3318,Peru,farhat_internal,NJH,,,7H10,4-5,>50,>2.5,1.25-2.5,1-2,1.25-2.5,,,<=1,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3318,1,nan
SAMN06010474,,Peru3314,Peru,farhat_internal,NJH,,,7H10,>5,1-2,<=0.125,5-6,2-4,1.25-2.5,,,<=1,<=1.25,,,25-50,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3314,1,nan
SAMN06010475,,Peru3307,Peru,farhat_internal,NJH,,,7H10,1-2,>50,>2.5,1.25-2.5,<=0.5,2.5-5,,,<=1,<=1.25,,,300-500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3307,1,nan
SAMN06010476,,Peru3293,Peru,farhat_internal,NJH,,,7H10,>5,10-50,<=0.125,>15,2-4,1.25-2.5,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3293,1,nan
SAMN06010477,,Peru3305,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,>15,2-4,1.25-2.5,,,>100,>100,,,100-120,>100,0.125-0.25,,,,,,,0.25-0.5,,,,,,Peru3305,1,nan
SAMN06010478,,Peru3296,Peru,farhat_internal,NJH,,,7H10,1-2,0.25-0.5,<=0.125,>15,<=0.5,2.5-5,,,1-2,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3296,1,nan
SAMN06010479,,Peru3287,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,8-9,0.5-1,2.5-5,,,10-15,>100,,,>500,>100,>10,,,,,,,<=0.25,,,,,,Peru3287,1,nan
SAMN06010480,,Peru3278,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,10-16,1.25-2.5,,,15-30,>100,,,>500,>100,<=0.125,,,,,,,<=0.25,,,,,,Peru3278,1,nan
SAMN06010481,,Peru3276,Peru,farhat_internal,NJH,,,7H10,>5,10-50,<=0.125,>15,1-2,<=1.25,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.5-1.0,,,,,,Peru3276,1,nan
SAMN06010482,,Peru3269,Peru,farhat_internal,NJH,,,7H10,0.2-0.4,>50,>2.5,2.5-5,<=0.5,2.5-5,,,1-2,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3269,1,nan
SAMN06010483,,Peru3331,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,>15,0.5-1,<=1.25,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3331,1,nan
SAMN06010484,,Peru3315,Peru,farhat_internal,NJH,,,7H10,>5,10-50,<=0.125,>15,2-4,<=1.25,,,1-2,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3315,1,nan
SAMN06010485,,Peru3397,Peru,farhat_internal,NJH,,,7H10,0.4-0.6,>50,0.75-0.875,<=1.25,<=0.5,2.5-5,,,1-2,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3397,1,nan
SAMN06010486,,Peru3400,Peru,farhat_internal,NJH,,,7H10,>5,1-2,<=0.125,1.25-2.5,>100,2.5-5,,,<=1,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3400,1,nan
SAMN06010487,,Peru3398,Peru,farhat_internal,NJH,,,7H10,>5,3-5,<=0.125,>15,0.5-1,1.25-2.5,,,15-30,>100,,,100-120,>100,<=0.125,,,,,,,<=0.25,,,,,,Peru3398,1,nan
SAMN06010488,,Peru3359,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,>15,>100,<=1.25,,,<=1,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3359,1,nan
SAMN06010489,,Peru3427,Peru,farhat_internal,NJH,,,7H10,>5,8-10,<=0.125,10-15,<=0.5,<=1.25,,,<=1,<=1.25,,,25-50,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3427,1,nan
SAMN06010490,,Peru3357,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,>100,1.25-2.5,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3357,1,nan
SAMN06010491,,Peru3291,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,10-15,6-10,1.25-2.5,,,>100,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru3291,1,nan
SAMN06010492,,Peru3408,Peru,farhat_internal,NJH,,,7H10,>5,0.5-1,<=0.125,2.5-5,4-6,1.25-2.5,,,1-2,1.25-2.5,,,25-50,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru3408,1,nan
SAMN06010493,,Peru3356,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,2.5-5,1-2,<=1.25,,,<=1,<=1.25,,,>500,<=1.25,0.125-0.25,,,,,,,<=0.25,,,,,,Peru3356,1,nan
SAMN06094068,,Peru5134,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,6-10,>50,,,5-10,2.5-5,,,>500,>100,6-8,,,,,,,4-6.0,,,,,,Peru5134,1,nan
SAMN06094069,,Peru5135,Peru,farhat_internal,NJH,,,7H10,>5,>50,0.6-0.75,>15,6-10,5-6,,,5-10,6-10,,,25-50,1.25-2.5,1-2,,,,,,,2-3.0,,,,,,Peru5135,1,nan
SAMN06094070,,Peru5136,Peru,farhat_internal,NJH,,,7H10,>5,>50,0.6-0.75,>15,4-6,10-15,,,5-10,5-6,,,>500,10-15,0.5-1,,,,,,,1-2.0,,,,,,Peru5136,1,nan
SAMN06094071,,Peru5137,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,>100,>50,>1,<=5,>100,>100,1-2,<=1,>500,>100,>10,,,>1,,,,0.5-1.0,,,,,,Peru5137,1,nan
SAMN06094072,,Peru5138,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,>100,15-20,,,>100,>100,,,>500,>100,4-6,,,,,,,1-2.0,,,,,,Peru5138,1,nan
SAMN06094075,,Peru5145,Peru,farhat_internal,NJH,,,7H10,>5,>50,0.5-0.6,>15,1-2,2.5-5,,,<=1,<=1.25,,,100-120,<=1.25,6-8,,,,,,,<=0.25,,,,,,Peru5145,1,nan
SAMN06094077,,Peru5409,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,16-20,2.5-5,,,1-2,1.25-2.5,,,>500,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru5409,1,nan
SAMN06094078,,Peru5410,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,4-6,10-15,>2,<=5,<=1,<=1.25,1-2,<=1,>500,<=1.25,>10,,,>1,r,<=2,,2-3.0,,,,,,Peru5410,1,nan
SAMN06094079,,Peru5411,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,<=0.5,<=1.25,,,>100,>100,,,>500,>100,0.5-1,,,,,,,<=0.25,,,,,,Peru5411,1,nan
SAMN06094080,,Peru5412,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,>100,6-8,,,15-30,>100,,,25-50,>100,8-10,,,,,,,>10,,,,,,Peru5412,1,nan
SAMN06094081,,Peru5413,Peru,farhat_internal,NJH,,,7H10,>5,>50,1-1.5,>15,0.5-1,6-8,,,4-5,6-10,,,>500,6-10,0.25-0.5,,,,,,,0.25-0.5,,,,,,Peru5413,1,nan
SAMN06094082,,Peru5414,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,2-4,5-6,>1,7.5-15,30-50,5-6,3-4,3-4,200-300,5-6,6-8,,,>1,r,>2,,1-2.0,,,,,,Peru5414,1,nan
SAMN06094083,,Peru5415,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,20-100,<=1.25,,,>100,>100,,,120-150,>100,0.25-0.5,,,,,,,2-3.0,,,,,,Peru5415,1,nan
SAMN06094084,,Peru5416,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,1-2,2.5-5,,,1-2,1.25-2.5,,,120-150,<=1.25,>10,,,,,,,0.5-1.0,,,,,,Peru5416,1,nan
SAMN06094085,,Peru5417,Peru,farhat_internal,NJH,,,7H10,>5,<=0.25,>2.5,>15,10-16,2.5-5,,,1-2,<=1.25,,,>500,<=1.25,0.25-0.5,,,,,,,4-6.0,,,,,,Peru5417,1,nan
SAMN06094086,,Peru5418,Peru,farhat_internal,NJH,,,7H10,>5,>1,,<=5,2-10,<=10,>1,<=5,<=10,<=5,<=1,>1,>100,<=4,0.5-1,,,<=1,,,,,,,,,,Peru5418,1,nan
SAMN06094087,,Peru5420,Peru,farhat_internal,NJH,,,7H10,>5,>50,1-1.5,>15,0.5-1,1.25-2.5,>2,<=5,10-15,>100,2-4,,100-120,>100,4-6,,,,,,,<=0.25,,,,,,Peru5420,1,nan
SAMN06094090,,Peru5423,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,10-15,1-2,1.25-2.5,,,1-2,<=1.25,,,>500,<=1.25,0.125-0.25,,,,,,,0.25-0.5,,,,,,Peru5423,1,nan
SAMN06094092,,Peru5425,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,6-10,1.25-2.5,,,2-4,<=1.25,,,>500,<=1.25,0.25-0.5,,,,,,,0.5-1.0,,,,,,Peru5425,1,nan
SAMN06094093,,Peru5426,Peru,farhat_internal,NJH,,,7H10,>5,>1,,>5,>10,<=10,<=2,<=5,<=10,<=5,<=1,,<=100,,<=0.125,,,,,,,,,,,,,Peru5426,1,nan
SAMN06094094,,Peru5427,Peru,farhat_internal,NJH,,,7H10,,,,,,,,,,,,,<=25,,,,,,,,,,,,,,,Peru5427,1,nan
SAMN06094095,,Peru5428,Peru,farhat_internal,NJH,,,7H10,>5,0.25-0.5,<=0.125,2.5-5,>100,20-50,,,1-2,<=1.25,,,150-175,<=1.25,0.125-0.25,,,,,,,0.25-0.5,,,,,,Peru5428,1,nan
SAMN06094096,,Peru5429,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,10-16,>50,,,5-10,<=1.25,,,>500,<=1.25,0.25-0.5,,,,,,,6-8.0,,,,,,Peru5429,1,nan
SAMN06094097,,Peru5430,Peru,farhat_internal,NJH,,,7H10,0.1-0.2,>50,0.25-0.5,1.25-2.5,1-2,6-8,,,>100,>100,,,>500,>100,0.125-0.25,,,,,,,<=0.25,,,,,,Peru5430,1,nan
SAMN06094098,,Peru5431,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,10-16,1.25-2.5,,,1-2,<=1.25,,,>500,<=1.25,0.125-0.25,,,,,,,0.25-0.5,,,,,,Peru5431,1,nan
SAMN06094099,,Peru5432,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,>100,2.5-5,,,1-2,1.25-2.5,,,>500,<=1.25,0.125-0.25,,,,,,,0.5-1.0,,,,,,Peru5432,1,nan
SAMN06094100,,Peru5433,Peru,farhat_internal,NJH,,,7H10,2-4,>50,0.875-1,>15,6-10,2.5-5,,,<=1,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru5433,1,nan
SAMN06094101,,Peru5434,Peru,farhat_internal,NJH,,,7H10,>5,10-50,0.5-0.6,8-9,2-4,2.5-5,>1,15-30,1-2,1.25-2.5,2-3,>8,100-120,<=1.25,0.25-0.5,,,>1,,,,0.25-0.5,,,,,,Peru5434,1,nan
SAMN06094102,,Peru5435,Peru,farhat_internal,NJH,,,7H10,1-2,3-5,,10-15,0.5-1,20-50,,,1-2,<=1.25,,,50-100,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru5435,1,nan
SAMN06094104,,Peru5437,Peru,farhat_internal,NJH,,,7H10,2-4,8-10,>2.5,7-8,0.5-1,2.5-5,,,15-30,<=1.25,,,25-50,<=1.25,0.5-1,,,,,,,0.25-0.5,,,,,,Peru5437,1,nan
SAMN06094105,,Peru5438,Peru,farhat_internal,NJH,,,7H10,0.6-1,0.5-1,<=0.125,7-8,0.5-1,2.5-5,,,1-2,<=1.25,,,<=25,<=1.25,<=0.125,,,,,,,0.5-1.0,,,,,,Peru5438,1,nan
SAMN06094106,,Peru5439,Peru,farhat_internal,NJH,,,7H10,>5,>50,1.5-2.5,>15,>100,5-6,,,4-5,>100,,,<=25,>100,<=0.125,,,,,,,0.25-0.5,,,,,,Peru5439,1,nan
SAMN06094108,,Peru5441,Peru,farhat_internal,NJH,,,7H10,,,,,,,,,,,,,50-100,,,,,,,,,,,,,,,Peru5441,1,nan
SAMN06094109,,Peru5442,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,16-20,>50,<=1,<=5,30-50,2.5-5,,<=1,>500,1.25-2.5,0.125-0.25,,,<=1,,,,4-6.0,,,,,,Peru5442,1,nan
SAMN06094110,,Peru5443,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,>15,0.5-1,>50,<=1,<=5,2-4,2.5-5,<=1,<=1,>500,<=1.25,0.125-0.25,,,<=1,,,,0.25-0.5,,,,,,Peru5443,1,nan
SAMN06094111,,Peru5444,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,16-20,2.5-5,,,5-10,<=1.25,,,100-120,<=1.25,0.25-0.5,,,,,,,0.5-1.0,,,,,,Peru5444,1,nan
SAMN06094112,,Peru5445,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,>100,6-8,,,>100,30-50,,,120-150,30-50,>10,,,,,,,>10,,,,,,Peru5445,1,nan
SAMN06094113,,Peru5446,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,10-16,10-15,,,50-100,<=1.25,,,<=25,<=1.25,0.5-1,,,,,,,8-10.0,,,,,,Peru5446,1,nan
SAMN06094114,,Peru5447,Peru,farhat_internal,NJH,,,7H10,>5,>50,1.5-2.5,>15,1-2,15-20,,,<=1,<=1.25,,,>500,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru5447,1,nan
SAMN06094115,,Peru5448,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,>15,>100,2.5-5,,,2-4,2.5-5,,,50-100,<=1.25,>10,,,,,,,0.5-1.0,,,,,,Peru5448,1,nan
SAMN06094116,,Peru5449,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,2-4,5-6,,,4-5,5-6,,,>500,<=1.25,0.125-0.25,,,,,,,<=0.25,,,,,,Peru5449,1,nan
SAMN06094117,,Peru5450,Peru,farhat_internal,NJH,,,7H10,>5,>50,>2.5,>15,4-6,5-6,,,15-30,6-10,,,100-120,1.25-2.5,4-6,,,,,,,1-2.0,,,,,,Peru5450,1,nan
SAMN06094120,,Peru5453,Peru,farhat_internal,NJH,,,7H10,0.1-0.2,5-8,1-1.5,>15,20-100,2.5-5,,,1-2,1.25-2.5,,,>500,1.25-2.5,<=0.125,,,,,,,0.25-0.5,,,,,,Peru5453,1,nan
SAMN06094121,,Peru5454,Peru,farhat_internal,NJH,,,7H10,>5,>50,0.25-0.5,>15,<=0.5,2.5-5,,,<=1,<=1.25,,,,<=1.25,<=0.125,,,,,,,<=0.25,,,,,,Peru5454,1,nan
SAMN06094122,,Peru5455,Peru,farhat_internal,NJH,,,7H10,>5,>50,<=0.125,>15,1-2,>50,,,1-2,<=1.25,,,50-100,<=1.25,<=0.125,,,,,,,0.25-0.5,,,,,,Peru5455,1,nan
SAMN06094140,,M0022539-2,Peru,farhat_internal,SES,,,"LJ (INH, RIF, STR, EMB), 7H11 (CIP, KAN, CAP, ETA, PAS, CYS)",<=0.2,<=1,,<=5,<=2,,,,,,,,<=100,,,,,,,,,,,,,,,M0022539-2,1,nan
SAMN06094141,,M0022516-0,Peru,farhat_internal,SES,,,"LJ (INH, RIF, STR, EMB), 7H11 (CIP, KAN, CAP, ETA, PAS, CYS)",<=0.2,<=1,,<=5,<=2,,,,,,,,<=100,,,,,,,,,,,,,,,M0022516-0,1,nan
SAMN06094142,,M0003422-4,Peru,farhat_internal,SES,,,"LJ (INH, RIF, STR, EMB), 7H11 (CIP, KAN, CAP, ETA, PAS, CYS)",<=0.2,<=1,,<=5,<=2,,,,,,,,<=100,,,,,,,,,,,,,,,M0003422-4,1,nan
