name,drug_code,range,plate,Medium
SAMEA5570037,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570037,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570037,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570037,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570037,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570037,ETO,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570037,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570037,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570037,LFX,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570037,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570037,MB,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570037,MXF,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570037,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570038,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570038,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570038,CFZ,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570038,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570038,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570038,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570038,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570038,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570038,MXF,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570038,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570039,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570039,BDQ,"[0.06,0.06]",UKMYC5,UKMYC5
SAMEA5570039,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570039,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570039,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570039,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570039,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570039,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570039,LFX,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570039,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570039,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570039,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570039,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570040,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570040,BDQ,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570040,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570040,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570040,ETO,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570040,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570040,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570040,LFX,"(8,)",UKMYC5,UKMYC5
SAMEA5570040,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570040,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570040,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570041,AMK,"[1.0,1.0]",UKMYC5,UKMYC5
SAMEA5570041,BDQ,"[0.06,0.06]",UKMYC5,UKMYC5
SAMEA5570041,CFZ,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570041,EMB,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570041,ETO,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570041,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570041,KAN,"[16.0,16.0]",UKMYC5,UKMYC5
SAMEA5570041,LFX,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570041,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570041,MXF,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570042,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570042,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570042,EMB,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570042,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570042,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570042,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570042,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570042,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570042,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570042,MXF,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570042,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570043,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570043,BDQ,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570043,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570043,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570043,EMB,"(8,)",UKMYC5,UKMYC5
SAMEA5570043,ETO,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570043,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570043,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570043,LFX,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570043,LZD,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570043,MB,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570043,MXF,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570043,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570044,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570044,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570044,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570044,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570044,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570045,AMK,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570045,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570045,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570045,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570045,ETO,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570045,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570045,KAN,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570045,MXF,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570045,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570046,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570046,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570046,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570046,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570046,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570046,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570046,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570046,LFX,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570046,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570046,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570046,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570046,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570047,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570047,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570047,ETO,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570047,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570047,LFX,"(8,)",UKMYC5,UKMYC5
SAMEA5570047,LZD,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570047,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570047,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570047,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570048,AMK,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570048,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570048,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570048,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570048,EMB,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570048,ETO,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570048,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570048,KAN,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570048,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570048,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570048,MXF,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570048,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570049,AMK,"[0,0.25]",UKMYC5,UKMYC5
SAMEA5570049,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570049,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570049,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570049,ETO,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570049,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570049,KAN,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570049,LFX,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570049,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570049,MB,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570049,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570050,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570050,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570050,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570050,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570050,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570050,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570050,LFX,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570050,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570050,MB,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570050,MXF,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570050,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570051,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570051,BDQ,"[0.06,0.06]",UKMYC5,UKMYC5
SAMEA5570051,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570051,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570051,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570051,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570051,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570051,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570051,LFX,"(8,)",UKMYC5,UKMYC5
SAMEA5570051,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570051,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570051,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570051,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570052,AMK,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570052,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570052,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570052,EMB,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570052,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570052,KAN,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570052,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570052,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570052,MB,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570052,MXF,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570052,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570053,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570053,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570053,CFZ,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570053,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570053,EMB,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570053,ETO,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570053,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570053,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570053,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570053,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570053,MB,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570053,MXF,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570053,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570054,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570054,BDQ,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570054,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570054,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570054,EMB,"(8,)",UKMYC5,UKMYC5
SAMEA5570054,ETO,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570054,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570054,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570054,LFX,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570054,LZD,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570054,MB,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570054,MXF,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570054,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570055,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570055,BDQ,"[0.06,0.06]",UKMYC5,UKMYC5
SAMEA5570055,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570055,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570055,EMB,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570055,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570055,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570055,LFX,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570055,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570055,MB,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570055,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570056,AMK,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570056,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570056,CFZ,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570056,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570056,EMB,"(8,)",UKMYC5,UKMYC5
SAMEA5570056,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570056,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570056,LFX,"(8,)",UKMYC5,UKMYC5
SAMEA5570056,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570056,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570056,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570056,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570057,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570057,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570057,CFZ,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570057,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570057,EMB,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570057,ETO,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570057,INH,"[0.8,0.8]",UKMYC5,UKMYC5
SAMEA5570057,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570057,LFX,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570057,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570057,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570057,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570057,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570058,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570058,BDQ,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570058,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570058,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570058,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570058,ETO,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570058,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570058,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570058,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570058,LZD,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570058,MB,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570058,MXF,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570058,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570059,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570059,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570059,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570059,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570059,EMB,"(8,)",UKMYC5,UKMYC5
SAMEA5570059,ETO,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570059,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570059,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570059,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570059,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570059,MB,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570059,MXF,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570059,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570060,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570060,BDQ,"[0.06,0.06]",UKMYC5,UKMYC5
SAMEA5570060,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570060,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570060,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570060,ETO,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570060,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570060,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570060,LFX,"(8,)",UKMYC5,UKMYC5
SAMEA5570060,LZD,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570060,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570060,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570060,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570061,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570061,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570061,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570061,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570061,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570061,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570061,LFX,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570061,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570061,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570062,AMK,"[0,0.25]",UKMYC5,UKMYC5
SAMEA5570062,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570062,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570062,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570062,EMB,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570062,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570062,INH,"[0.8,0.8]",UKMYC5,UKMYC5
SAMEA5570062,KAN,"[0,1]",UKMYC5,UKMYC5
SAMEA5570062,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570062,MXF,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570062,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570063,AMK,"[0,0.25]",UKMYC5,UKMYC5
SAMEA5570063,BDQ,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570063,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570063,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570063,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570063,ETO,"[1.0,1.0]",UKMYC5,UKMYC5
SAMEA5570063,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570063,KAN,"[0,1]",UKMYC5,UKMYC5
SAMEA5570063,LFX,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570063,MB,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570063,MXF,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570063,RIF,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570064,AMK,"[0,0.25]",UKMYC5,UKMYC5
SAMEA5570064,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570064,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570064,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570064,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570064,ETO,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570064,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570064,KAN,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570064,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570064,LZD,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570064,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570064,MXF,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570064,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570065,AMK,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570065,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570065,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570065,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570065,EMB,"(8,)",UKMYC5,UKMYC5
SAMEA5570065,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570065,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570065,KAN,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570065,LFX,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570065,LZD,"[1.0,1.0]",UKMYC5,UKMYC5
SAMEA5570065,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570065,MXF,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570065,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570066,AMK,"[0,0.25]",UKMYC5,UKMYC5
SAMEA5570066,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570066,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570066,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570066,EMB,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570066,ETO,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570066,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570066,KAN,"[0,1]",UKMYC5,UKMYC5
SAMEA5570066,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570066,LZD,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570066,MB,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570066,MXF,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570066,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570067,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570067,BDQ,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570067,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570067,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570067,EMB,"(8,)",UKMYC5,UKMYC5
SAMEA5570067,INH,"(1.6,)",UKMYC5,UKMYC5
SAMEA5570067,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570067,LFX,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570067,LZD,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570067,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570067,MXF,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570067,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570068,AMK,"[0,0.25]",UKMYC5,UKMYC5
SAMEA5570068,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570068,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570068,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570068,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570068,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570068,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570068,KAN,"[2.0,2.0]",UKMYC5,UKMYC5
SAMEA5570068,LFX,"[1.0,1.0]",UKMYC5,UKMYC5
SAMEA5570068,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570068,MXF,"[0.5,0.5]",UKMYC5,UKMYC5
SAMEA5570068,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570069,AMK,"(8,)",UKMYC5,UKMYC5
SAMEA5570069,BDQ,"[0.03,0.03]",UKMYC5,UKMYC5
SAMEA5570069,CFZ,"[0,0.06]",UKMYC5,UKMYC5
SAMEA5570069,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570069,EMB,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570069,INH,"[1.6,1.6]",UKMYC5,UKMYC5
SAMEA5570069,KAN,"(16,)",UKMYC5,UKMYC5
SAMEA5570069,LFX,"[8.0,8.0]",UKMYC5,UKMYC5
SAMEA5570069,LZD,"[0.25,0.25]",UKMYC5,UKMYC5
SAMEA5570069,MB,"(2,)",UKMYC5,UKMYC5
SAMEA5570069,MXF,"(4,)",UKMYC5,UKMYC5
SAMEA5570069,RIF,"(4,)",UKMYC5,UKMYC5
SAMEA5570070,AMK,"[0,0.25]",UKMYC5,UKMYC5
SAMEA5570070,BDQ,"[0.06,0.06]",UKMYC5,UKMYC5
SAMEA5570070,CFZ,"[0.12,0.12]",UKMYC5,UKMYC5
SAMEA5570070,DLM,"[0,0.015]",UKMYC5,UKMYC5
SAMEA5570070,EMB,"[4.0,4.0]",UKMYC5,UKMYC5
SAMEA5570070,ETO,"(8,)",UKMYC5,UKMYC5
SAMEA5570070,INH,"(1.6,)",UKMYC5,UKMYC5
