name,drug_code,range,plate,Medium
SAMEA7545319,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545319,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545319,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545319,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545319,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545319,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545319,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545319,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA7545319,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545319,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545319,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545319,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545320,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545320,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545320,CFZ,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545320,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545320,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545320,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545320,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545320,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545320,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545320,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545320,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545321,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545321,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA7545321,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545321,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545321,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545321,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545321,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA7545321,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545321,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545321,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545322,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545322,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545322,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545322,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545322,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA7545322,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545322,LZD,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545322,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545322,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545323,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545323,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA7545323,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545323,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545323,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545323,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545323,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545323,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545324,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545324,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545324,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545324,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545324,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545324,ETO,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA7545324,INH,"[0.2,0.2]",UKMYC6,UKMYC6
SAMEA7545324,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545324,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545324,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545324,RIF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545325,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545325,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545325,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545325,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545325,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545325,INH,"[0.2,0.2]",UKMYC6,UKMYC6
SAMEA7545325,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545325,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545325,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545326,BDQ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545326,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545326,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545326,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545326,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545326,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545326,RIF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545327,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545327,BDQ,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545327,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545327,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545327,EMB,"[16.0,16.0]",UKMYC6,UKMYC6
SAMEA7545327,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545327,INH,"[1.6,1.6]",UKMYC6,UKMYC6
SAMEA7545327,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA7545327,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545327,MB,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545327,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545327,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA7545328,BDQ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545328,CFZ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545328,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545328,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545328,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545328,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545328,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545328,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545328,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545329,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545329,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545329,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545329,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545329,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545329,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545329,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545329,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545329,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545329,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545329,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545330,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545330,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA7545330,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545330,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545330,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545330,ETO,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA7545330,INH,"[0.2,0.2]",UKMYC6,UKMYC6
SAMEA7545330,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545330,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545330,MB,"(2,)",UKMYC6,UKMYC6
SAMEA7545330,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545330,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA7545339,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545339,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545339,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545339,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545339,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545339,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545339,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545339,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545339,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545339,MXF,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545339,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545340,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545340,BDQ,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545340,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545340,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545340,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545340,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545340,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA7545340,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545340,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545340,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545340,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545341,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545341,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545341,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545341,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545341,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545341,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545341,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545341,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545341,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545341,MXF,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545342,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545342,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545342,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545342,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545342,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545342,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545342,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545342,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545342,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545342,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545342,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545343,BDQ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545343,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545343,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545343,LZD,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545343,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545343,RIF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545344,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545344,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545344,DLM,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545344,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545344,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545344,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545344,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545344,LZD,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545344,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545344,MXF,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545344,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545345,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545345,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545345,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545345,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545345,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545345,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545345,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545345,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545345,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545345,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545345,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545345,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545347,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545347,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545347,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545347,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545347,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545347,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545347,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545347,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545347,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545347,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545347,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545348,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545348,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545348,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA7545348,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545348,LZD,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545348,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545348,MXF,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545348,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545350,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545350,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545350,CFZ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545350,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545350,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545350,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545350,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545350,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545350,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545351,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545351,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545351,CFZ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545351,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545351,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545351,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545351,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545351,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545351,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545351,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545351,MXF,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545351,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545352,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545352,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545352,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545352,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545352,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA7545352,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545352,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545353,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545353,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545353,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545353,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545353,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545353,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545353,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545353,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545353,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545353,LZD,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545353,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545353,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545353,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545354,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545354,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545354,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545354,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545354,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545354,LZD,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545354,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545354,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545355,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545355,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545355,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545355,INH,"[1.6,1.6]",UKMYC6,UKMYC6
SAMEA7545355,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545355,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545356,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545356,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545356,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545356,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545356,ETO,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA7545356,INH,"[0.2,0.2]",UKMYC6,UKMYC6
SAMEA7545356,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545356,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545356,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545356,MB,"(2,)",UKMYC6,UKMYC6
SAMEA7545356,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA7545357,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545357,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA7545357,CFZ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545357,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545357,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545357,ETO,"(8,)",UKMYC6,UKMYC6
SAMEA7545357,INH,"(12.8,)",UKMYC6,UKMYC6
SAMEA7545357,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA7545357,LFX,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545357,LZD,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545357,MB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545357,MXF,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545357,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA7545358,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545358,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545358,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545358,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545358,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545358,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545358,INH,"[3.2,3.2]",UKMYC6,UKMYC6
SAMEA7545358,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545358,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545358,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545358,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545358,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545359,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545359,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA7545359,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545359,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545359,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545359,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA7545359,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545359,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545359,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545359,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545359,MXF,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545359,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545360,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545360,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545360,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545360,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545360,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545360,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545360,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545360,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545360,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545360,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545361,DLM,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA7545361,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545361,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545361,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545361,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545362,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545362,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545362,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545362,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545362,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545362,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA7545362,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545362,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545362,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545362,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545363,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545363,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545363,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545363,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545363,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545363,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545363,MXF,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545363,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545364,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545364,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545364,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA7545364,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545364,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545364,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545364,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA7545364,MB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545364,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA7545364,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA7545365,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545365,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545365,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545365,EMB,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545365,ETO,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA7545365,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA7545365,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545365,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545365,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA7545365,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA7545366,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA7545366,BDQ,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA7545366,CFZ,"[0,0.03]",UKMYC6,UKMYC6
SAMEA7545366,EMB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545366,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA7545366,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA7545366,KAN,"[0,1]",UKMYC6,UKMYC6
