ID,ROLLINGDB_ID,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,MEDIA,RIF,INH,RFB,BDQ,EMB,STR,KAN,AMI,CAP,OFX,LEV,MXF,ETH,PAS,CYS,LIN,CFZ,AMI_PHENOTYPE_QUALITY,CYS_PHENOTYPE_QUALITY,EMB_PHENOTYPE_QUALITY,ETH_PHENOTYPE_QUALITY,INH_PHENOTYPE_QUALITY,KAN_PHENOTYPE_QUALITY,MXF_PHENOTYPE_QUALITY,OFX_PHENOTYPE_QUALITY,PAS_PHENOTYPE_QUALITY,RFB_PHENOTYPE_QUALITY,RIF_PHENOTYPE_QUALITY,STR_PHENOTYPE_QUALITY
20542,20542,,Cox,Not specified,MGIT,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
21849,21849,,Cox,Not specified,MGIT,0.062,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23768,23768,,Cox,Not specified,MGIT,5.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
24304,24304,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
26243,26243,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
30571,30571,,Cox,Not specified,MGIT,0.25,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23727,23727,,Cox,Not specified,MGIT,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23886,23886,,Cox,Not specified,MGIT,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22755,22755,,Cox,Not specified,MGIT,0.25,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
21839,21839,,Cox,Not specified,MGIT,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21573,21573,,Cox,Not specified,MGIT,0.25,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23194,23194,,Cox,Not specified,MGIT,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
22480,22480,,Cox,Not specified,MGIT,0.062,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
22054,22054,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20983,20983,,Cox,Not specified,MGIT,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
21497,21497,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
24260,24260,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
21149,21149,,Cox,Not specified,MGIT,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29846,29846,,Cox,Not specified,MGIT,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25496,25496,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
21363,21363,,Cox,Not specified,MGIT,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
29598,29598,,Cox,Not specified,MGIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30544,30544,,Cox,Not specified,MGIT,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22598,22598,,Cox,Not specified,MGIT,0.062,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
29834,29834,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
21586,21586,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
21324,21324,,Cox,Not specified,MGIT,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26228,26228,,Cox,Not specified,MGIT,10.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
28581,28581,,Cox,Not specified,MGIT,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
26927,26927,,Cox,Not specified,MGIT,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816,29816,,Cox,Not specified,MGIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24103,24103,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
27186,27186,,Cox,Not specified,MGIT,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23571,23571,,Cox,Not specified,MGIT,0.062,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20802,20802,,Cox,Not specified,MGIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26936,26936,,Cox,Not specified,MGIT,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21893,21893,,Cox,Not specified,MGIT,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26987,26987,,Cox,Not specified,MGIT,5.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
25962,25962,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
28017,28017,,Cox,Not specified,MGIT,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22514,22514,,Cox,Not specified,MGIT,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27273,27273,,Cox,Not specified,MGIT,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29784,29784,,Cox,Not specified,MGIT,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
30609,30609,,Cox,Not specified,MGIT,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23880,23880,,Cox,Not specified,MGIT,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30875,30875,,Cox,Not specified,MGIT,5.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
29779,29779,,Cox,Not specified,MGIT,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
29707,29707,,Cox,Not specified,MGIT,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29366,29366,,Cox,Not specified,MGIT,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23155,23155,,Cox,Not specified,MGIT,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31309,31309,,Cox,Not specified,MGIT,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC010A-268,EC010A-268,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC011-23,EC011-23,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC011-2-37,EC011-2-37,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC012A-269,EC012A-269,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC012B-270,EC012B-270,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC015-27,EC015-27,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC016-28,EC016-28,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC017-29,EC017-29,,EXIT-RIF,Not specified,MGIT,1.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
EC018-30,EC018-30,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC020-31,EC020-31,,EXIT-RIF,Not specified,MGIT,11.25,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
EC021-32,EC021-32,,EXIT-RIF,Not specified,MGIT,1.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
EC022-33,EC022-33,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
EC023-34,EC023-34,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC024-35,EC024-35,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC025-36,EC025-36,,EXIT-RIF,Not specified,MGIT,1.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
EC026-90,EC026-90,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC029-93,EC029-93,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC031-95,EC031-95,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC031A-219,EC031A-219,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC035-99,EC035-99,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC039-102,EC039-102,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC040-103,EC040-103,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC041-104,EC041-104,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC042-105,EC042-105,,EXIT-RIF,Not specified,MGIT,3.75,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
EC043-106,EC043-106,,EXIT-RIF,Not specified,MGIT,50.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
EC045-107,EC045-107,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC046-108,EC046-108,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC048-110,EC048-110,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC048A-271,EC048A-271,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC049-111,EC049-111,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC050-112,EC050-112,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC051-113,EC051-113,,EXIT-RIF,Not specified,MGIT,50.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
EC051B-221,EC051B-221,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC052-114,EC052-114,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC053-161,EC053-161,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC054-162,EC054-162,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC055-163,EC055-163,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC056-164,EC056-164,,EXIT-RIF,Not specified,MGIT,7.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
EC057-165,EC057-165,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC058-166,EC058-166,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC059-167,EC059-167,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC061-169,EC061-169,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC062-170,EC062-170,,EXIT-RIF,Not specified,MGIT,3.75,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
EC063-171,EC063-171,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC065-173,EC065-173,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC066-174,EC066-174,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC067-175,EC067-175,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC068-176,EC068-176,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC069-177,EC069-177,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC070-178,EC070-178,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC071-179,EC071-179,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC072-180,EC072-180,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC072B-272,EC072B-272,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC073-181,EC073-181,,EXIT-RIF,Not specified,MGIT,3.75,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
EC074-182,EC074-182,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC075-183,EC075-183,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC076-184,EC076-184,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC077-185,EC077-185,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC080-188,EC080-188,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC081-189,EC081-189,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC081A-299,EC081A-299,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC082-190,EC082-190,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC083-202,EC083-202,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC084-203,EC084-203,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC085-204,EC085-204,,EXIT-RIF,Not specified,MGIT,1.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
EC086-205,EC086-205,,EXIT-RIF,Not specified,MGIT,50.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
EC087-206,EC087-206,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC088-207,EC088-207,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC090-209,EC090-209,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC091-210,EC091-210,,EXIT-RIF,Not specified,MGIT,11.25,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
EC092-211,EC092-211,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC093-212,EC093-212,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC095-214,EC095-214,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC096-215,EC096-215,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC097-216,EC097-216,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC098-217,EC098-217,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC098A-273,EC098A-273,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC099-218,EC099-218,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC100-252,EC100-252,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC104-256,EC104-256,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC105-257,EC105-257,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC106-258,EC106-258,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC108-260,EC108-260,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC109-261,EC109-261,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC110-262,EC110-262,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC111-263,EC111-263,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC113A-275,EC113A-275,,EXIT-RIF,Not specified,MGIT,50.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
EC114-266,EC114-266,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
EC115-267,EC115-267,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC116-298,EC116-298,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC303-392,EC303-392,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC304-393,EC304-393,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC305-394,EC305-394,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC307A-395,EC307A-395,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC310-396,EC310-396,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC311-397,EC311-397,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC312-398,EC312-398,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC317-399,EC317-399,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC338B-422,EC338B-422,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC342-423,EC342-423,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC347-424,EC347-424,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC364-429,EC364-429,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC365-430,EC365-430,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC367-431,EC367-431,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC368B-433,EC368B-433,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC372-434,EC372-434,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC373-435,EC373-435,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC378-454,EC378-454,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC379-455,EC379-455,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC379B-456,EC379B-456,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC382-458,EC382-458,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC382A-459,EC382A-459,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC383A-460,EC383A-460,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC385A-462,EC385A-462,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC385B-463,EC385B-463,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC386B-464,EC386B-464,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC387-465,EC387-465,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC503-304,EC503-304,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
EC504-305,EC504-305,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC514-307,EC514-307,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC525-311,EC525-311,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC525A-312,EC525A-312,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC531B-386,EC531B-386,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC536B-322,EC536B-322,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC541A-323,EC541A-323,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC548B-327,EC548B-327,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC549-328,EC549-328,,EXIT-RIF,Not specified,MGIT,3.75,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
EC550-329,EC550-329,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC550A-330,EC550A-330,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC550B-331,EC550B-331,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC557-334,EC557-334,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC559-335,EC559-335,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC561-336,EC561-336,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC565-387,EC565-387,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC565A-339,EC565A-339,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC567A-341,EC567A-341,,EXIT-RIF,Not specified,MGIT,37.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
EC569A-388,EC569A-388,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC569B-343,EC569B-343,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC573B-345,EC573B-345,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC577-389,EC577-389,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC580-349,EC580-349,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC583-390,EC583-390,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC589-351,EC589-351,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC589A-352,EC589A-352,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC594A-356,EC594A-356,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS001-1,FS001-1,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS002-67,FS002-67,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS003-2,FS003-2,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS004-3,FS004-3,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS006-69,FS006-69,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS007-4,FS007-4,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS007-2-85,FS007-2-85,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS008-5,FS008-5,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS009-6,FS009-6,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS010-7,FS010-7,,EXIT-RIF,Not specified,MGIT,50.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS010-2-160,FS010-2-160,,EXIT-RIF,Not specified,MGIT,11.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS011-8,FS011-8,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS011-2-86,FS011-2-86,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS012-9,FS012-9,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS012-2-87,FS012-2-87,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS012-5-88,FS012-5-88,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS014-11,FS014-11,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS015-12,FS015-12,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS016-13,FS016-13,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS017-14,FS017-14,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS018-70,FS018-70,,EXIT-RIF,Not specified,MGIT,37.5,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
