covariate,HR_TCC_assoc,HR_TCC_assoc_lower,HR_TCC_assoc_upper,pval
smear_pos_no_contam_sputum_specimen_1,5.043331296647824,1.4506865114786829,17.53320952975662,0.01092270958538387
high_lung_involvement,3.0249337046631144,1.019822076603349,8.972372855550384,0.046005055204791624
HIV_High_CD4,0.4710540576827075,0.1341205263398457,1.6544218197973326,0.24020119123530612
HIV_Low_CD4,0.158545100009126,0.03236858970141451,0.7765722562761299,0.023093027135914098
