covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,HR_TCC_assoc,HR_TCC_assoc_lower,HR_TCC_assoc_upper,exclude_resistance,MIC_type,include_drugs,num_pids,significant
EMB_AUC,0.016341964444960926,0.00025134604564160595,4.143820134451867e-05,0.00029416552036427526,0.017151254192165517,0.17036064607010187,0.9528145441646906,1368.6703563428875,0.14556252095638017,298.21316217739354,244.86144977052663,0.34085228030490955,1.9616987593189052,-0.017303629624573342,0.0499875585144952,0.9837908410377207,0.9512412592814317,1.0174542046681367,0,predicted,EMB,353,
EMB_pred_MIC,-0.07196257456844188,0.3332694624902055,0.08963864485378242,0.42589606217244735,0.6526071269703139,0.277933054502298,-0.11026936665942257,613.1035125919584,0.2174863961168462,273.1105106976594,188.94421554396573,0.912231835404369,1.9638407877432074,-1.3535790688846543,1.2096539197477707,1.0746151253763914,0.29830049747940063,3.871256258187979,0,predicted,EMB,353,
F2,0.0032283743519873663,0.014907192478493822,0.005673858978154174,0.020770180089253135,0.14411863199896513,0.39329924928638826,0.022400811797953703,363.9490325113165,0.2822790936604796,250.49676107361705,148.37444538117643,0.9821405089506947,1.9665034874622878,-0.28018141808227165,0.2866381667862464,0.9967768312451122,0.7507833380435256,1.323369873785673,0,predicted,EMB,353,
Not_Lineage_2,0.24269131414227696,0.017754497023178998,0.008237258897163209,0.026266331216914313,0.16206890885334643,0.4794184922627139,1.4974575682611921,276.15347990628385,0.3240587398157107,235.91495643584554,127.22661964302391,0.1354163417472041,1.9685915259414293,-0.07635616644499471,0.5617387947295487,0.7845136446657415,0.5702167115376321,1.079346932865378,0,predicted,EMB,353,
TTP_baseline,1.2681961557050552,0.06122877804705992,0.02339420447587918,0.08540278933880174,0.2922375563455213,0.3948145310553459,4.339607036015687,361.94673840488184,0.2830588026327923,250.2246294268736,147.94548266837293,1.8542874506014115e-05,1.9665397832021758,0.6934993750058001,1.8428929364043103,0.28133865546459147,0.15835864133085453,0.49982393378366435,0,predicted,EMB,353,1.0
bl_bmi,0.020348355152807106,0.00044202227261326234,9.208732644650985e-05,0.0005371791766079892,0.023177126150754523,0.21527626522562654,0.8779498812946951,924.178219952781,0.17714183300178138,287.1914470309715,219.10411622210987,0.38019909893258974,1.962534190412229,-0.025137547353546022,0.06583425765916023,0.9798572755154265,0.936286033671112,1.0254561596053615,0,predicted,EMB,353,
diabetes,0.31115489982655553,0.08944831860426604,0.023408185653705935,0.1136367771130955,0.33710054451616583,0.27041825812112974,0.9230329196683749,640.0581461626801,0.21285766037482937,274.72601792477144,192.2208895155015,0.356337865640156,1.96367722097457,-0.3508017606179633,0.9731115602710744,0.732600387406944,0.37790533158519846,1.4202057572924323,0,predicted,EMB,353,
fstrom1_baseline,0.16934702686789146,0.021943866636343578,0.006168199964447275,0.02831767326627243,0.16827855854586,0.29045959563810464,1.0063494026289765,572.4207438194136,0.2250822858924758,270.45941642207015,183.67567256172126,0.31467272730141976,1.9641168910792064,-0.16117173237849328,0.49986578611427623,0.8442158869516142,0.6066120700123582,1.1748867175804483,0,predicted,EMB,353,
screen_sex,0.09952847621769557,0.02227753576724268,0.007025195054904915,0.029536903990644427,0.1718630384656469,0.32586046765890786,0.5791150738766321,480.0984329535063,0.24577282120364044,263.23806891143454,170.01746054581514,0.5627831364581294,1.9649174715123663,-0.23816821077065592,0.43722516320604704,0.905264171001862,0.6458259987857657,1.2689226213259572,0,predicted,EMB,353,
screen_years,-0.025122199993422488,3.574288363695476e-05,1.5006292259227422e-05,5.1249385638156435e-05,0.0071588676226171715,0.4338346664668492,-3.5092421480253884,316.7726268157062,0.30256951977306623,243.41505845479696,137.6453454809368,0.0005144786288221422,1.9674810700501653,-0.0392071365239168,-0.011037263462928172,1.0254404216811572,1.0110983987704394,1.0399858804013093,0,predicted,EMB,353,1.0
F2,0.008798518112395393,0.01464493105877896,0.005608028736695508,0.020439894086697653,0.14296815759705953,0.3956975286984966,0.061541802456411845,360.7895425642154,0.2835123804134617,250.06632309366097,147.6965670494318,0.9509618011602412,1.9665609440820346,-0.2723570768653471,0.2899541130901379,0.99124007557606,0.7482979038692309,1.3130557794529656,0,predicted,PZA,353,
Not_Lineage_2,0.2523633664781274,0.017323064111494417,0.00792499414002586,0.02551222472285447,0.15972546673231064,0.47273164600980033,1.5799820256657742,281.45948168435285,0.32098967065087064,236.98611359249617,128.6576437446911,0.11523410256979054,1.9684281927156726,-0.0620447453324221,0.5667714782886769,0.7769623646914477,0.5673542003665721,1.0640099531419525,0,predicted,PZA,353,
PZA_AUC,6.87125986916656e-05,1.464566609557333e-06,1.8804859222784662e-07,1.6588834881927745e-06,0.0012879765091773896,0.1326787579119901,0.053349263905093466,2113.53145341904,0.11713714677281811,308.1340995534598,268.9269418222536,0.9574586709938551,1.9610870372586504,-0.0024571214377497605,0.0025945466351330916,0.999931289761965,0.9974088162919355,1.0024601426346054,0,predicted,PZA,353,
PZA_pred_MIC,0.14503809578404542,0.22993933786128012,0.03292499355912512,0.2639618312057094,0.5137721588464184,0.14796290909106943,0.2823004191385185,1745.6130800102565,0.12889171585536946,304.03155571366494,258.9334029614324,0.7777466303691337,1.9613239015836323,-0.8626355193296575,1.1527117108977483,0.8649893400359592,0.31577930512392083,2.3693970638203368,0,predicted,PZA,353,
TTP_baseline,1.280103507576329,0.0612476193130521,0.022510729075117652,0.08450870602400701,0.2907038115058126,0.37978760598124806,4.403463101999037,382.7726521900439,0.27525077362262484,252.94976389089678,152.3027182087543,1.384232094326658e-05,1.9661808929698779,0.7085272278800833,1.8516797872725745,0.27800852297546436,0.15697326303561643,0.49236881079208306,0,predicted,PZA,353,1.0
bl_bmi,0.024611502506409026,0.00047218047625091007,8.737927602588306e-05,0.0005624723948109892,0.02371650047563909,0.1912233205341157,1.0377375250488265,1125.3889880533814,0.16052684432703665,292.9903596884349,232.46822151219274,0.2996151829346281,1.9620741715910486,-0.021922030517369247,0.0711450355301873,0.9756888910960724,0.9313268068545371,1.0221640837585924,0,predicted,PZA,353,
diabetes,0.2981407241758095,0.09181052712671736,0.025421321354837323,0.11807922586004926,0.34362657909429717,0.2861185917936808,0.8676299864859827,585.9598683727515,0.2224667255565029,271.3722913108558,185.4745215147462,0.3859521010744329,1.9640207394319924,-0.37674900378545806,0.9730304521370771,0.742196887353197,0.3779359840245352,1.457538426827897,0,predicted,PZA,353,
fstrom1_baseline,0.16576225904793634,0.022047352649927892,0.006264612095330541,0.028520785148436117,0.16888097923814901,0.2936149569199819,0.9815330287384538,562.9265138543562,0.22697245061162646,269.79971689839647,182.38576913232959,0.32675160483767973,1.964187081551297,-0.16595157869136873,0.4974760967872414,0.8472476357073035,0.6080634178462574,1.180515938212733,0,predicted,PZA,353,
screen_sex,0.05668217966891376,0.023708986369018508,0.006944282742396143,0.030884745202827857,0.17574056220129677,0.30265987428236085,0.3225332783673973,537.2177762974308,0.23233990718344422,267.92638358099185,178.76899960440272,0.7471742141483321,1.9643896273989918,-0.28854075783258093,0.40190511717040844,0.9448943282780576,0.6690442234878691,1.3344787388755175,0,predicted,PZA,353,
screen_years,-0.02342624123299725,3.346278270610783e-05,1.4911640384893253e-05,4.887147777049753e-05,0.006990813813176369,0.4604726151951854,-3.3510034538243874,291.7273986448738,0.31529013992066207,238.9753464195547,131.3647928140462,0.0009112728532011926,1.9681290607744812,-0.037185065057173325,-0.009667417408821172,1.0237027909062726,1.0097142978376066,1.0378850793274963,0,predicted,PZA,353,1.0
EMB_AUC,-0.008687108293175868,0.0005582301974432169,0.00011277714343961642,0.0006747665789974871,0.0259762695358184,0.2087604398472628,-0.3344247826346777,972.2592138158973,0.1727062145363075,283.7760321000028,219.66251565508787,0.7381311670589225,1.962406930755459,-0.05966311966543779,0.042288903079086046,1.0087249507194689,0.9585928001526091,1.0614788949405876,0,predicted,"RIF,INH,EMB,PZA",353,
EMB_pred_MIC,-0.08176797859503697,0.413958188409663,0.10616998053214607,0.5236671682928805,0.7236485115668245,0.2650243018617305,-0.11299405345005839,660.7304728343715,0.20950135224413904,271.1546654672906,192.25561494838703,0.910069591131536,1.9635608352577332,-1.5026958544002063,1.3391598972101324,1.0852039900624448,0.26206573828465807,4.493787351814215,0,predicted,"RIF,INH,EMB,PZA",353,
F2,0.022310970711372658,0.015205917674718404,0.0056863679367773505,0.021081831209388332,0.145195837438228,0.38642281645647175,0.15366122820748646,373.30505320495746,0.27871931410081774,247.41171113731434,148.79579108437952,0.8779598880195594,1.966339066842462,-0.2631932767863224,0.30781521820906776,0.9779360782837969,0.7350511295250752,1.3010781628578778,0,predicted,"RIF,INH,EMB,PZA",353,
INH_AUC,0.028261760021936273,0.00030712929119828283,9.637469980542054e-05,0.0004067164809972174,0.02016721302007834,0.3242516837465725,1.4013716220381593,483.69832741610173,0.24485653877305233,259.0272269156918,168.6908921924351,0.16174426444491768,1.9648805146982686,-0.011364403876984886,0.06788792392085743,0.9721338677113193,0.9343651876958542,1.0114292240294709,0,predicted,"RIF,INH,EMB,PZA",353,
INH_pred_MIC,-0.2660331328709278,0.062365288270031856,0.011614642397896875,0.07436708541452529,0.2727032919026195,0.19244354475726225,-0.975540599509618,1113.4403505951502,0.1613858749148889,287.65910376841873,228.59994153468782,0.32950406597293147,1.9620968408053199,-0.8011034003902685,0.26903713464841295,1.3047782890213908,0.7641148799839268,2.2279979465095607,0,predicted,"RIF,INH,EMB,PZA",353,
Not_Lineage_2,0.23461468573254957,0.018642718823621177,0.009525590387828867,0.02848582889104434,0.16877745374025627,0.5279868328514129,1.3900830977911003,242.87959911290432,0.3455440986138107,224.4896578979006,116.66141342705949,0.1657762857792627,1.9697792825518172,-0.09783964600685496,0.5670690174719542,0.790875526550941,0.567185415372486,1.1027859348013307,0,predicted,"RIF,INH,EMB,PZA",353,
