ROLLINGDB_ID,DB_OF_ORIGIN,Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,F2,Lineage
SAMEA2534658,WHO_catalog_binary,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0126058096340052,2
SAMEA2533978,WHO_catalog_binary,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0057643276798581,4
SAMEA2533755,WHO_catalog_binary,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0116975748930099,2
SAMEA2533621,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0099216710182767,4
SAMEA2533551,WHO_catalog_binary,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0093582000398221,2
SAMEA2533420,WHO_catalog_binary,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0116196684143403,2
SAMEA2535285,WHO_catalog_binary,3,3.1.1,"east_african_indian,mungi",,,0.0039907727797001,3
SAMEA2535261,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0125497287522603,4
SAMEA2535182,WHO_catalog_binary,4.6,4.2.1.1.1.2.2.1.1.2,"uganda,canetti",,4,0.0045042410061421,4
SAMEA2535102,WHO_catalog_binary,4.7,4,canetti,,4.10/PGG3,0.0080301129234629,4
SAMEA2535047,WHO_catalog_binary,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0171988883645325,1
SAMEA2535040,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0209179528838342,4
SAMEA2534895,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0127140193253093,2
SAMEA2534853,WHO_catalog_binary,4.5,4.2.1.1.2,ural,,4.5,0.0032609628421865,4
SAMEA2534775,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0093584905660377,2
SAMEA2534693,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0110286431110181,2
SAMEA2534576,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0096653779496067,4
SAMEA2534352,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0098475967174677,4
SAMEA2534228,WHO_catalog_binary,4.6.2.2,4.2.1.1.1.2.1.1.1.1.2,cameroon,,4.6.2/Cameroon,0.0039300797747536,4
SAMEA2534134,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,"haarlem,beijing",,4.1.2/Haarlem,0.0191399152029073,4
SAMEA2533958,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0117829457364341,4
SAMEA2533900,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0028989160574741,4
SAMEA2533884,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0058952563751028,4
SAMEA2533710,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0020691693762932,4
SAMEA2533659,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0097314423657211,4
SAMEA2533633,WHO_catalog_binary,1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,0.0042484935188797,1
SAMEA2533612,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,ethiopian,,4.10/PGG3,0.0022465710231751,4
SAMEA2533481,WHO_catalog_binary,4.1.2,4.1.i1.1.1.1,haarlem,,4,0.0171220660626382,4
SAMEA2533457,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,haarlem,,4.10/PGG3,0.0015542097647247,4
SAMEA2533413,WHO_catalog_binary,"1.1.2,4","1.1.2,4","indo_oceanic,mungi",,4,0.018452505766408,1
SAMEA2533397,WHO_catalog_binary,4.2.1,4.2.2.2.1,ural,,4,0.0258677868671235,4
SAMEA2535012,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0141383785260569,4
SAMEA2534660,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0106235565819861,4
SAMEA104600401,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0137343451743563,2
SAMEA104600271,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.015771478989743,2
SAMEA104394428,WHO_catalog_binary,4.7,4,,,4.10/PGG3,0.0137429264349232,4
SAMEA104394690,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0123342584027135,4
SAMEA104394712,WHO_catalog_binary,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0245806263938718,1
SAMEA104394685,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0132373113854595,4
SAMEA104394405,WHO_catalog_binary,4.6.2.2,4.2.1.1.1.2.1.1.1.1.2,cameroon,,4.6.2/Cameroon,0.0049751243781094,4
SAMEA104394664,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0069501226492232,4
SAMEA104394488,WHO_catalog_binary,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0057224606580829,4
SAMEA104394473,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0048027943530781,4
SAMEA104172503,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0161952156451894,4
SAMEA104172463,WHO_catalog_binary,4.2.2.1,4.2.2.1,tur,,4,0.0144659377628259,4
SAMEA104172433,WHO_catalog_binary,4.2.2.1,4.2.2.1,tur,,4,0.014423351006214,4
SAMEA1018891,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0068322981366459,4
SAMEA1018993,WHO_catalog_binary,4.3.1,4.2.1.2.1.1.i2,lam,,4.3/LAM,0.0107821324661988,4
SAMEA1019154,WHO_catalog_binary,3.1.1,3.1.1.i1,"east_african_indian,ghana",,,0.0095947350190509,3
SAMEA1019077,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0083777364062399,4
SAMEA1019003,WHO_catalog_binary,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0101320233343567,4
SAMEA1019157,WHO_catalog_binary,4.1.1.1,4.1.i1.2.1,xtype,,4,0.0125947767481044,4
SAMN09651797,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0199211908931698,2
SAMN07660217,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0208375075135243,4
SAMN07660120,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0280815843925509,4
SAMN07660002,WHO_catalog_binary,4.1.1.1,4.1.i1.2.1,xtype,,4,0.0099082568807339,4
SAMN07659695,WHO_catalog_binary,2.2.1,2.2.1.1.1,beijing,lin2.2.1,,0.015535669898086,2
SAMN07659686,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0246320681642137,4
SAMN07658922,WHO_catalog_binary,3,3.1.1,"east_african_indian,ghana,canetti",,,0.0104423209536006,3
SAMN07658585,WHO_catalog_binary,3,3.1.2,east_african_indian,,,0.0145897699965671,3
SAMN07658193,WHO_catalog_binary,4.1.1.1,"4.1.i1.2.1,3.1.1.i1",xtype,,4,0.0149020425177157,4
SAMN17062695,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0145539906103286,2
SAMN17020068,WHO_catalog_binary,4.1,4.1.i1.2.1,"xtype,lam",,4,0.0229551349049665,4
SAMN17020037,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0126040137053352,2
SAMN17020016,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0108651364932771,2
SAMN17020006,WHO_catalog_binary,4.2.1,4.2.2.2.1,ural,,4,0.0266986724146377,4
SAMN17019898,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0115822338604089,2
SAMN17019885,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0111801242236024,2
SAMN13937519,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0078409564854719,4
SAMN13208096,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0130065032516258,2
SAMN13208008,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0139701717953558,4
SAMN13208003,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0187255946041888,2
SAMN13207942,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.01673541543901,4
SAMN13207939,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0163216560509554,2
SAMN13169774,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0069630423138725,4
SAMN13169712,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0112599771949828,2
SAMN13169509,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0186950600470471,4
SAMEA2534433,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0115586219255409,2
SAMEA2533688,WHO_catalog_binary,2.2.2,2.2.2,"beijing,canetti","asia_ancestral_1,lin2.2",,0.0100544383957338,2
SAMEA2533463,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0121130551816958,2
SAMEA961623,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0143351826339501,4
SAMEA961617,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0138215324927255,4
SAMN08913369,WHO_catalog_binary,4.3.2.1,4.2.1.2.1.1.i1,"lam,westafrican1",,4.3/LAM,0.0165553296543711,4
SAMN08913309,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,0.0212645841174256,2
SAMN08913076,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0219562955254942,4
SAMN08912750,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,canetti","lin2.2.1,asian_african_2",,0.0186360724477316,2
SAMN08892563,WHO_catalog_binary,1.1.2,1.1.2,"indo_oceanic,westafrican2,mungi",,,0.0235759765961108,1
SAMN08892543,WHO_catalog_binary,3,3.1.1,"east_african_indian,westafrican1",,,0.0048467920808346,3
SAMN08795314,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0187730472678511,4
SAMN08795215,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,0.024142926122646,4
SAMN08795149,WHO_catalog_binary,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0139111481505224,4
SAMN08795135,WHO_catalog_binary,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0153964588144726,4
SAMN08795063,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0126894448928347,2
SAMN08795032,WHO_catalog_binary,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0147553714729484,2
SAMN08795023,WHO_catalog_binary,4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,0.0160497870946609,4
SAMN08794970,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0190675502848505,4
SAMN08732585,WHO_catalog_binary,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0157121879588839,2
SAMN08732572,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0216416954795748,2
SAMN08732440,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,0.0151068533529845,2
SAMN08732374,WHO_catalog_binary,4.4.1.1,4.2.1.2.2.1.1,"stype,canetti",,4,0.0131648235913638,4
SAMN08732282,WHO_catalog_binary,4.1.1.1,4.1.i1.2.1,xtype,,4,0.0130628001975131,4
SAMN08732281,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0097140511697906,4
SAMN08732209,WHO_catalog_binary,4.1.2,4.1.i1.1.2,haarlem,,4,0.0237048530299112,4
SAMN08732168,WHO_catalog_binary,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0127668063036106,4
SAMN08709199,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0081697353981221,2
SAMN08708937,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.2,"lam,canetti,east_african_indian",,4.3/LAM,0.0047460844803037,4
SAMN08708907,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0089052663902963,4
SAMN08708896,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0096418732782369,2
SAMN08708604,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0087230433729101,2
SAMN08708457,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0030184123151222,4
SAMN08708330,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,orygis,mungi","lin2.2.1,central_asia",,0.0067788099422545,2
SAMN08708253,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0023577954612437,4
SAMN08613077,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,0.0238135882553772,2
SAMN08612996,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.015819209039548,2
SAMN08612920,WHO_catalog_binary,4.2.1,4.2.2.2.1,ural,,4,0.0420678107994976,4
SAMN08612837,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,canetti","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0198584009670177,2
SAMN08612776,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0148137494606644,2
SAMN08612730,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0237714742309228,4
SAMN08612729,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0283443708609271,2
SAMN08379930,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0127249590983457,4
SAMN08379721,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,canetti","lin2.2.1,central_asia",,0.0182399251695377,2
SAMN08347768,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0192092919365646,4
SAMN04385702,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.005023106288929,4
SAMN06010340,WHO_catalog_binary,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0213197969543147,4
SAMN06010153,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0231770833333333,4
SAMN03648823,WHO_catalog_binary,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0119573693787366,4
SAMN03648674,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,"xtype,mungi",,4,0.0222010783380907,4
SAMN03648456,WHO_catalog_binary,3.1.2.2,3.1.1.i2,"east_african_indian,ghana,canetti",,,0.0143362502327313,3
SAMN03648453,WHO_catalog_binary,3,3.1.1,"east_african_indian,canetti,indo_oceanic,mungi",,,0.0109445113275692,3
SAMN03648364,WHO_catalog_binary,3,3.1.1,"east_african_indian,mungi",,,0.0131602997623834,3
SAMN03648357,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0172659817351598,2
SAMN03648209,WHO_catalog_binary,4.3.2,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0117004680187207,4
SAMN03648196,WHO_catalog_binary,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0226710986107559,1
SAMN03648175,WHO_catalog_binary,3,3.1.1,"east_african_indian,ghana",,,0.0091942898620856,3
SAMN03647989,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.0493126120741183,4
SAMN03647983,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.0170404893678997,4
SAMN03647969,WHO_catalog_binary,4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,0.0082764328574384,4
SAMN03647946,WHO_catalog_binary,3.1.2,3.1.1.i2,"east_african_indian,canetti",,,0.0238008852768304,3
SAMN03647852,WHO_catalog_binary,4.6.1.1,4.2.1.1.1.2.2.1.1.1.1,uganda,,4.6.1/Uganda,0.00994630754335,4
SAMN03647847,WHO_catalog_binary,3,3.1.2,east_african_indian,,,0.0166689438447875,3
SAMN03647817,WHO_catalog_binary,3,3.1.1,"east_african_indian,caprae",,,0.0084388185654008,3
SAMN03647813,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0056422170594092,4
SAMN03647465,WHO_catalog_binary,3.1.1,3.1.1.i1,east_african_indian,,,0.0095618192400432,3
SAMN03647397,WHO_catalog_binary,3,3.1.1,east_african_indian,,,0.0132470498667681,3
SAMN03647113,WHO_catalog_binary,1.1.1.1,1.1.1.1.1,"indo_oceanic,ethiopian",,,0.0302950934171468,1
SAMN02414958,WHO_catalog_binary,1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,0.0063259530547694,1
SAMN43780582,WHO_catalog_binary,2.2.1.1,2.2.1.1.1,beijing,"lin2.2.1,pacific_RD150",,0.0177020340846619,2
SAMN43780594,WHO_catalog_binary,4.7,4,orygis,,4.10/PGG3,0.0065480033201143,4
SAMN43780601,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0064839039927198,4
SAMN41685490,WHO_catalog_binary,3,3.1.1,"east_african_indian,ghana",,,0.0105136677680985,3
SAMN41685496,WHO_catalog_binary,3,3.1.1,"east_african_indian,ghana,mungi",,,0.008302781971102,3
SAMN41685467,WHO_catalog_binary,4.2.2,4.2.2.1,tur,,4,0.0178836360720157,4
SAMN27391437,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0170428374021188,4
SAMN43779882,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0102757321459153,2
SAMN43779946,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0065945214744673,4
SAMN43779966,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,0.0090478242137009,2
SAMN41667041,WHO_catalog_binary,2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,0.0142387732749178,2
SAMN41667048,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,canetti","lin2.2.1,central_asia",,0.0107723796186577,2
SAMN41667077,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0099241902136457,2
SAMN41772233,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0048780487804878,4
SAMN43780453,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi,canetti","lin2.2.1,asian_african_2",,0.0101921578810698,2
SAMN43780651,WHO_catalog_binary,2.2.1,2.2.1.1.1.i2,"beijing,canetti,mungi",lin2.2.1,,0.0111827661909989,2
SAMN43780655,WHO_catalog_binary,4.1.1.1,4.1.i1.2.1,"xtype,ethiopian",,4,0.0067993366500829,4
SAMN43780666,WHO_catalog_binary,4.1.1,4.1.i1.2.1,xtype,,4,0.0287097692964967,4
SAMEA7562067,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,"beijing,canetti,bcg",,4.10/PGG3,0.006127258444619,4
SAMEA7554994,WHO_catalog_binary,4.1.1.2,4.1.i1.2.1,xtype,,4,0.0341292952824694,4
SAMEA7554721,WHO_catalog_binary,1.2.2,1.2.2.1,"indo_oceanic,ghana,canetti,mungi",,,0.0163111668757841,1
SAMEA7554673,WHO_catalog_binary,4.2.2,4.2.2.1,tur,,4,0.0344583670169765,4
SAMEA7554539,WHO_catalog_binary,4.3.1,4.2.1.2.1.1.i2,lam,,4.3/LAM,0.0049415992812219,4
SAMEA7553703,WHO_catalog_binary,1.1.3,1.1.1.2,"indo_oceanic,mungi",,,0.0144339549036435,1
SAMEA7553544,WHO_catalog_binary,4.2.1,4.2.2.2.2,"ural,canetti",,4,0.0190233672857998,4
SAMEA7553357,WHO_catalog_binary,3,3.1.1,east_african_indian,,,0.0134461071351116,3
SAMEA7553011,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0288685182651525,4
SAMEA7552628,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0230607966457023,4
SAMEA7552349,WHO_catalog_binary,1.2.2,1.2.2.1,"indo_oceanic,ghana,mungi",,,0.0149291497975708,1
SAMEA7552260,WHO_catalog_binary,4.3.4.2,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0042092603728202,4
SAMEA7551966,WHO_catalog_binary,3,3.1.2,east_african_indian,,,0.0093470790378006,3
SAMEA7551726,WHO_catalog_binary,4.3.1,4.2.1.2.1.1.i2,lam,,4.3/LAM,0.0056410256410256,4
SAMEA7551564,WHO_catalog_binary,3.1.2,3.1.1.i2,"east_african_indian,ghana",,,0.0121273370389085,3
SAMEA7551365,WHO_catalog_binary,3.1.1,3.1.1.i1,"east_african_indian,ghana",,,0.0119268486615425,3
SAMEA7551351,WHO_catalog_binary,1.2.2,1.2.2.1,"indo_oceanic,caprae,mungi",,,0.0177081996663672,1
SAMEA7551272,WHO_catalog_binary,3,3.1.1,"east_african_indian,ghana",,,0.0155991925123875,3
SAMEA7551124,WHO_catalog_binary,4.6.1.1,4.2.1.1.1.2.2.1.1.1.1,"uganda,canetti",,4.6.1/Uganda,0.0250999555752998,4
SAMEA7551084,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0076779414816351,4
SAMEA7550914,WHO_catalog_binary,4.9,4.2.1.1.1.1.1.1.i2,canetti,,4.10/PGG3,0.0145533623285379,4
SAMEA7550653,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,0.0350908129077764,4
SAMEA7549845,WHO_catalog_binary,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0104031209362808,4
SAMEA7549813,WHO_catalog_binary,4,4.2.1.2.1.2,westafrican2,,4,0.0087238889158144,4
SAMEA7549776,WHO_catalog_binary,1.2.1,1.2.1.1.2,"indo_oceanic,canetti,mungi",,,0.0240362103948806,1
SAMEA7549580,WHO_catalog_binary,4.1.1.2,4.1.i1.2.1,xtype,,4,0.0210824417872876,4
SAMEA7549077,WHO_catalog_binary,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0048499545316762,4
SAMEA7548821,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0166056166056166,4
SAMEA7548755,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0210827693909422,4
SAMEA7548568,WHO_catalog_binary,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0200188857412653,2
SAMEA7548179,WHO_catalog_binary,4.2.2,4.2.2.1,"tur,ethiopian,canetti",,4,0.0230808560368125,4
SAMEA7548046,WHO_catalog_binary,3,3.1.1,east_african_indian,,,0.0089775883226764,3
SAMEA7547875,WHO_catalog_binary,3,3.1.1,"east_african_indian,ghana,orygis,canetti,mungi",,,0.0106858575945916,3
SAMEA7547651,WHO_catalog_binary,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0323063756953359,4
SAMN21856457,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.010952306975299,2
SAMN21856429,WHO_catalog_binary,2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,0.0092915214866434,2
SAMN21856408,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0127086967356092,2
SAMN21856289,WHO_catalog_binary,4.2.1,4.2.2.2.1,ural,,4,0.0270735909426532,4
SAMN21855943,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0074926702139211,4
SAMN21855940,WHO_catalog_binary,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0074003795066413,4
SAMEA6451377,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0174687158814142,2
SAMEA6451372,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0169892772594346,2
SAMEA6451361,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0120981923049869,2
SAMEA6451357,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0197299775508268,2
SAMEA6451352,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,indo_oceanic,mungi","lin2.2.1,central_asia",,0.020997553683066,2
SAMEA6451313,WHO_catalog_binary,2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,0.0171290601794906,2
SAMEA5190517,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0153804273853273,4
SAMEA5190498,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,0.0204389850986709,4
SAMEA5190482,WHO_catalog_binary,4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,0.014574265173375,4
