ROLLINGDB_ID,DB_OF_ORIGIN,Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,F2,Lineage
SAMEA7542325,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0085783489201372,2
SAMEA7542326,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,0.008706612049951,2
SAMEA7542327,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0083440592960809,4
SAMEA7542328,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0088900759281162,2
SAMEA7542329,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0069120205071866,4
SAMEA7542330,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0055526421322145,4
SAMEA7542331,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0082761748200215,2
SAMEA7542332,CRyPTIC,4.5,4.2.1.1.2,canetti,,4.5,0.0080289151307802,4
SAMEA7542333,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0092555911693737,2
SAMEA7542334,CRyPTIC,2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asian_african_2",,0.0055121181798137,2
SAMEA7542335,CRyPTIC,4.5,4.2.1.1.2,canetti,,4.5,0.0081502480510276,4
SAMEA7542336,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0085649088806226,2
SAMEA7542337,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0049907190137638,4
SAMEA7542338,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0075493373815287,4
SAMEA7542339,CRyPTIC,2.2.1,2.2.1.1.1,"canetti,beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0079261082169452,2
SAMEA7542340,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,ethiopian,mungi","lin2.2.1,asia_ancestral_3",,0.0088520523229589,2
SAMEA7542341,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0100022017425219,4
SAMEA7542342,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.007080078125,4
SAMEA7542343,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0092139109709485,2
SAMEA7542344,CRyPTIC,2.2.1,2.2.1.1.2,"beijing,mungi","lin2.2.1,asia_ancestral_2",,0.0090495637646185,2
SAMEA7542345,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0082890713021084,2
SAMEA7542346,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0093605108914355,2
SAMEA7542347,CRyPTIC,4.5,4.2.1.1.2,indo_oceanic,,4.5,0.0083000050201643,4
SAMEA7542348,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0080121348839018,4
SAMEA7542349,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0087183247779678,2
SAMEA7542350,CRyPTIC,4.4.2,4.2.1.2.2.2,"stype,suricattae",,4,0.0060961110270433,4
SAMEA7542351,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0061950782486037,4
SAMEA7542352,CRyPTIC,2.2.1,2.2.1.1.1.i1,"beijing,canetti,mungi",lin2.2.1,,0.0090720802451173,2
SAMEA7542353,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.009103597031022,2
SAMEA7542354,CRyPTIC,4.5,4.2.1.1.2,"canetti,caprae",,4.5,0.005893306595183,4
SAMEA7542355,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0092521202775636,2
SAMEA7542356,CRyPTIC,2.2.1,2.2.1.1.1.i1,"beijing,canetti,mungi",lin2.2.1,,0.0088843705799151,2
SAMEA7542357,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0081139404402244,2
SAMEA7542358,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.006979642708766,2
SAMEA7542359,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0099139339797363,2
SAMEA7542360,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0087427144046627,2
SAMEA7542361,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0100063870555673,2
SAMEA7542362,CRyPTIC,4.5,4.2.1.1.2,beijing,,4.5,0.0064193869387914,4
SAMEA7542363,CRyPTIC,4.2.2,4.2.2.1,tur,,4,0.0259661255723113,4
SAMEA7542364,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0095148962720324,2
SAMEA7542365,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0091443764099258,2
SAMEA7542366,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,0.0137362637362637,2
SAMEA7542367,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0142282002012992,2
SAMEA7542368,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,0.0090977093989446,2
SAMEA7542369,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0091192704583633,2
SAMEA7542370,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0097899785017363,2
SAMEA7542371,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,cameroon,mungi","lin2.2.1,asian_african_2",,0.0097762547873412,2
SAMEA7542372,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0041068640242989,4
SAMEA7542373,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0043337282534139,4
SAMEA7542374,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0072485653881002,2
SAMEA7542375,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0092397398519847,2
SAMEA7542376,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0089440778047933,2
SAMEA7542377,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0084919347955961,2
SAMEA7542378,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0048023372591983,2
SAMEA7542379,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0793699896589211,4
SAMEA7542380,CRyPTIC,2.2.2,2.2.2,"beijing,mungi","asia_ancestral_1,lin2.2",,0.0081787521079258,2
SAMEA7542381,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0091810079901659,2
SAMEA7543866,CRyPTIC,4.2.2,4.2.2.1,"tur,canetti",,4,0.0227074481555474,4
SAMEA7543867,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0083044124938026,2
SAMEA7543868,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_3",,0.008938063550813,2
SAMEA7543869,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0061791967044284,4
SAMEA7543870,CRyPTIC,4.5,4.2.1.1.2,beijing,,4.5,0.0037450858679908,4
SAMEA7543871,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0079427565765098,2
SAMEA7543872,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0080514482479238,2
SAMEA7543873,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0055850123718628,4
SAMEA7543874,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi,canetti",lin2.2.1,,0.0080452152141095,2
SAMEA7543875,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0101160092807424,2
SAMEA7543876,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,0.0075722039804328,2
SAMEA7543877,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.009402503689936,2
SAMEA7543878,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0083251177565998,2
SAMEA7543879,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0049264705882352,4
SAMEA7543880,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0058698727015558,4
SAMEA7543881,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0089393110989611,2
SAMEA7543882,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0049002537187204,4
SAMEA7543883,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0079786637979336,2
SAMEA7543884,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0088103402796096,2
SAMEA7543885,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0085770583008152,2
SAMEA7543886,CRyPTIC,4.5,4.2.1.1.2,canetti,,4.5,0.0136161187698833,4
SAMEA7543887,CRyPTIC,4.5,4.2.1.1.2,ethiopian,,4.5,0.0038262737463918,4
SAMEA7543888,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,westafrican1,mungi","lin2.2.1,asian_african_3",,0.0078984276961688,2
SAMEA7543889,CRyPTIC,2.2.1,2.2.1.1.2,"beijing,canetti,lam,mungi","lin2.2.1,asia_ancestral_2",,0.0063964724135115,2
SAMEA7543890,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0081239041496201,2
SAMEA7543891,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0044672606560209,4
SAMEA7543892,CRyPTIC,4.2,4.2.2,,,4,0.0275877719065063,4
SAMEA7543893,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0089888687066275,2
SAMEA7543894,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0096240601503759,2
SAMEA7543895,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0080731036873777,2
SAMEA7543896,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0080011992429778,2
SAMEA7543897,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0056936302511565,4
SAMEA7543898,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0082726019302737,2
SAMEA7543899,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0090597117364447,2
SAMEA7543900,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0085582620144832,2
SAMEA7543901,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0092314637174133,2
SAMEA7543902,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0083266337429654,2
SAMEA7543903,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0099466278505579,2
SAMEA7543904,CRyPTIC,2.2.2,2.2.2,"beijing,mungi","asia_ancestral_1,lin2.2",,0.0090022152047886,2
SAMEA7543905,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0057254871516186,4
SAMEA7543906,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0060186993177275,4
SAMEA7543907,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,westafrican1,mungi",lin2.2.1,,0.0125844294347671,2
SAMEA7543908,CRyPTIC,2.2.1.1,2.2.1.1.1,"beijing,mungi,caprae","lin2.2.1,pacific_RD150",,0.0104727023005608,2
SAMEA7543909,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0095472882115643,2
SAMEA7543910,CRyPTIC,2.2.2,2.2.2,"beijing,mungi","asia_ancestral_1,lin2.2",,0.009135148979766,2
SAMEA7543911,CRyPTIC,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0092382959897988,2
SAMEA7543912,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0055623934860821,4
SAMEA7543913,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0098894445316529,2
SAMEA7543914,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0097237964564815,2
SAMEA7543915,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0054792553955113,4
SAMEA7543916,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0125891490774694,2
SAMEA7543917,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti","lin2.2.1,asia_ancestral_3",,0.0083077478779122,2
SAMEA7543919,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0074981254686328,4
SAMEA7543920,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0088054929503642,2
SAMEA7543921,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0096758587324625,2
SAMEA7543922,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0059503217325122,4
SAMEA7543923,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0106752605871393,2
SAMEA7543924,CRyPTIC,4.4.2,4.2.1.2.2.2,"stype,mungi",,4,0.0051930324341968,4
SAMEA7543925,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0091173465377662,2
SAMEA7543926,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.009151454170859,2
SAMEA7543927,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,0.0095649895178197,2
SAMEA7543928,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0074668300434607,2
SAMEA7543929,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0095645173656367,2
SAMEA7543930,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,ural,mungi",lin2.2.1,,0.0079749478079331,2
SAMEA7543931,CRyPTIC,2.2.1,2.2.1.1.1.i1,"beijing,canetti,mungi",lin2.2.1,,0.0091526424564511,2
SAMEA7543932,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,0.0102528060855365,2
SAMEA7543933,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0054579511690996,4
SAMEA7543934,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0085526626659736,2
SAMEA7543935,CRyPTIC,4.5,4.2.1.1.2,ethiopian,,4.5,0.0055814125980455,4
SAMEA7543936,CRyPTIC,4.5,4.2.1.1.2,"orygis,canetti",,4.5,0.0058664367981227,4
SAMEA7543937,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.006006006006006,4
SAMEA7543938,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0053722848182134,4
SAMEA7543939,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0051140403653667,4
SAMEA7543940,CRyPTIC,4.5,4.2.1.1.2,canetti,,4.5,0.0053657099570743,4
SAMEA7543941,CRyPTIC,4.5,4.2.1.1.2,caprae,,4.5,0.007459026971222,4
SAMEA7543942,CRyPTIC,4.4.2,4.2.1.2.2.2,"stype,beijing",,4,0.0052922303443257,4
SAMEA7543943,CRyPTIC,4.4.2,4.2.1.2.2.2,"stype,beijing",,4,0.0057456404952742,4
SAMEA7543944,CRyPTIC,4.4.2,4.2.1.2.2.2,"stype,beijing",,4,0.0058143249632611,4
SAMEA7543945,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0089749379092345,2
SAMEA7543946,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0096203538064003,2
SAMEA7543947,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0055860115877263,4
SAMEA7543948,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0049231473795689,4
SAMEA7543949,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0055404023184452,4
SAMEA7543950,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0058061932728243,4
SAMEA7543951,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0092100674857951,2
SAMEA7543952,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0114944741807539,2
SAMEA7543953,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0096908397897411,2
SAMEA7543954,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0095961379959967,2
SAMEA7543955,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0080211449863255,2
SAMEA7543956,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0058985132514544,4
SAMEA7543957,CRyPTIC,4.5,4.2.1.1.2,canetti,,4.5,0.0064888248017303,4
SAMEA7543958,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0090439548856329,2
SAMEA7543959,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0083827701831312,2
SAMEA7543960,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0092758232293116,2
SAMEA7543961,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0046145809147898,4
SAMEA7543962,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0103553299492385,2
SAMEA7543964,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0088150881508815,2
SAMEA7543965,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0086701816051552,2
SAMEA7543966,CRyPTIC,4.2.2,4.2.2.1,tur,,4,0.0161281146888155,4
SAMEA7543967,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0098223391122323,2
SAMEA7543968,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0080638614531186,2
SAMEA7543969,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0051982122036533,4
SAMEA7543970,CRyPTIC,4.2.2,4.2.2.1,tur,,4,0.0263945041580383,4
SAMEA7543971,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0083221694474891,2
SAMEA7543972,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0095473833097595,2
SAMEA7543973,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0055192480890469,4
SAMEA7543974,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0074795523030563,2
SAMEA7543975,CRyPTIC,2.2.1,2.2.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_2",,0.0093401169413015,2
SAMEA7543976,CRyPTIC,4.4.2,4.2.1.2.2.2,stype,,4,0.0041246195739227,4
SAMEA7543977,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0098823077907125,2
SAMEA7543978,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0095433742458914,2
SAMEA7543979,CRyPTIC,2.2.1,2.2.1.1.2,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_2",,0.0055532702591526,2
SAMEA7543980,CRyPTIC,4.4.2,4.2.1.2.2.2,"stype,beijing",,4,0.014080138940578,4
SAMEA7543981,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,indo_oceanic,mungi","lin2.2.1,asia_ancestral_3",,0.0088806130487717,2
SAMEA7543982,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0093009820912767,2
SAMEA7543983,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0098553155797861,2
SAMEA7543984,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,suricattae,mungi",lin2.2.1,,0.0100375478642328,2
SAMEA7543985,CRyPTIC,4,4,canetti,,4,0.0079736338507335,4
SAMEA7543986,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,0.0109906213364595,2
SAMEA7543987,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0120350627813314,2
SAMEA7543988,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,stype,mungi","lin2.2.1,asian_african_3",,0.01056770705333,2
SAMEA7543989,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0089733560351571,2
SAMEA7543990,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0090175197526623,2
SAMEA7543991,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0131239020357548,2
SAMEA7543992,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,ethiopian,mungi",lin2.2.1,,0.0151769087523277,2
SAMEA7543993,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,0.008580488714792,2
SAMEA7543994,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,0.0132893897512226,2
SAMEA7543995,CRyPTIC,4.2.2,4.2.2.1,"tur,canetti",,4,0.0236584481508339,4
SAMEA7543996,CRyPTIC,4.2.2,4.2.2.1,"tur,canetti",,4,0.0288426925845932,4
SAMEA7543997,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0130549219161256,2
SAMEA7543998,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0092663209273947,2
SAMEA7543999,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0081890084178937,2
SAMEA7544000,CRyPTIC,2.2.2,2.2.2,"beijing,mungi","asia_ancestral_1,lin2.2",,0.0112991205610597,2
SAMEA7544002,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0108602184782954,2
SAMEA7544003,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0127866737052026,2
SAMEA7544004,CRyPTIC,"1.1.1.1,4.4.2",4.2.1.2.2.2,stype,,4,0.0076557805988952,1
SAMEA7544005,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0107005063901615,2
SAMEA7544006,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0086869552793256,2
SAMEA7544007,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,ethiopian,mungi",lin2.2.1,,0.0103995773433806,2
SAMEA7544008,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,0.0090966857295742,2
SAMEA7544009,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0088701390015685,2
SAMEA7544010,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0085156433780286,2
SAMEA7544011,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,0.0108136240097149,2
SAMEA7544012,CRyPTIC,4.2.2,4.2.2.1,tur,,4,0.0267563527653213,4
SAMEA7544013,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0090694258159289,2
SAMEA7544014,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0090520674922152,2
SAMEA7544015,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.007125890736342,4
SAMEA7544016,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,0.0089550853749072,2
SAMEA7544017,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_3",,0.0084055515735974,2
SAMEA7544018,CRyPTIC,4.2.2,4.2.2.1,tur,,4,0.0254191662821104,4
SAMEA7544019,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,0.0092727069601161,2
SAMEA7544020,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0090234763324921,2
SAMEA7544021,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi,caprae","lin2.2.1,asia_ancestral_3",,0.0090666540740915,2
SAMEA7544022,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0105109247406753,2
SAMEA7544023,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0102881752445767,2
SAMEA7544024,CRyPTIC,4.5,4.2.1.1.2,,,4.5,0.0063978574616872,4
SAMEA7544025,CRyPTIC,2.2.2,2.2.2,"beijing,mungi","asia_ancestral_1,lin2.2",,0.0087093596059113,2
SAMEA7544026,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.008329280155642,2
SAMEA7544027,CRyPTIC,4.5,4.2.1.1.2,"orygis,canetti",,4.5,0.0046113719353155,4
SAMEA7544028,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0064845444388459,2
SAMEA7544029,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi,caprae",lin2.2.1,,0.0093870509437791,2
SAMEA7544030,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0091039770004791,2
SAMEA7544031,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,0.0087908062817636,2
SAMEA7544032,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0097913616398243,2
SAMEA7544033,CRyPTIC,2.2.1,2.2.1.1.2,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_2",,0.008917574025718,2
SAMEA7544034,CRyPTIC,2.2.1,2.2.1.1.1,"beijing,canetti,mungi,ghana","lin2.2.1,asia_ancestral_3",,0.0093926111458985,2
SAMEA7544035,CRyPTIC,2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asia_ancestral_3",,0.0079738866868733,2
