pid,Original_ID,SampleID,F2,Coll2014,Freschi2020,Lineage
T0136,S0136-07,MFS-599,0.0101117433331048,2.2.1.1,2.2.1.1.1,2
T0136,S0136-01,MFS-369,0.0115553694787523,2.2.1.1,2.2.1.1.1,2
T0139,S0139-01,MFS-601,0.0099043550031557,2.2.1,2.2.1.1.1,2
T0147,S0147-01,MFS-602,0.0162050122479743,4.1.2.1,4.1.i1.1.1.1,4
T0149,S0149-01,MFS-604,0.004924543288324,4.1.1.1,4.1.i1.2.1,4
T0149,S0149-05,MFS-605,0.0120187907998291,4.1.1.1,4.1.i1.2.1,4
T0151,S0151-01,MFS-606,0.0096815344662627,2.2.1,2.2.1.1.1,2
T0151,S0151-07,MFS-607,0.0087189805499664,2.2.1,2.2.1.1.1,2
T0152,S0152-01,MFS-608,0.1556068569183162,4.3.3,4.2.1.2.1.1.i4.1,4
T0152,S0152-04,MFS-609,0.0037070229753951,4.3.4.2.1,4.2.1.2.1.1.i3.1,4
T0153,S0153-01,MFS-610,0.0104802204290494,2.2.1.1,2.2.1.1.1,2
T0156,S0156-01,MFS-611,0.0109945485363507,2.2.1,2.2.1.1.1.i2,2
T0160,S0160-01,MFS-612,0.01154171434257,2.2.1,2.2.1.1.1,2
T0160,S0160-05,MFS-613,0.0093766780949233,2.2.1,2.2.1.1.1,2
T0163,S0163-01,MFS-614,0.0051907872121003,4.3.3,4.2.1.2.1.1.i4.1,4
T0163,S0163-09,MFS-615,0.0060638832026572,4.3.3,4.2.1.2.1.1.i4.1,4
T0166,S0166-01,MFS-616,0.0099986785887327,2.2.1,2.2.1.1.1,2
T0166,S0166-07,MFS-199,0.013075456278943,2.2.1,2.2.1.1.1,2
T0169,S0169-01,MFS-617,0.007431832593532,4.1.1.1,4.1.i1.2.1,4
T0169,S0169-06,MFS-618,0.0063640545928538,4.1.1.1,4.1.i1.2.1,4
T0172,S0172-01,MFS-619,0.0056577661999348,4.8,4.2.1.1.1.1.1.1.i1,4
T0172,S0172-08,MFS-620,0.0056335338489449,4.8,4.2.1.1.1.1.1.1.i1,4
T0178,S0178-05,MFS-622,0.0112088907967851,3.1.1,3.1.1.i1,3
T0178,S0178-01,MFS-269,0.0143010274778425,3.1.1,3.1.1.i1,3
T0182,S0182-01,MFS-623,0.0110551967349526,2.2.1.1,2.2.1.1.1,2
T0182,S0182-05,MFS-624,0.0100147477449669,2.2.1.1,2.2.1.1.1,2
T0187,S0187-01,MFS-625,0.0078001082311668,2.2.1,2.2.1.1.1,2
T0187,S0187-06,MFS-626,0.0061242566114133,2.2.1,2.2.1.1.1,2
T0197,S0197-01,MFS-627,0.0065573056227261,4.1.1.1,4.1.i1.2.1,4
T0197,S0197-06,MFS-628,0.0073243742436787,4.1.1.1,4.1.i1.2.1,4
T0199,S0199-02,MFS-629,0.0098005853127339,2.2.1,2.2.1.1.1,2
T0199,S0199-05,MFS-379,,,,
T0199,199-06,MFS-114,0.0094429563717256,2.2.1,2.2.1.1.1,2
T0204,S0204-01,MFS-630,0.1475594888698243,2.2.1,2.2.1.1.1,2
T0204,S0204-08,MFS-631,0.314259328325075,"2.2.1,3.1.1","2.2.1.1.1,3.1.1.i1","2,3"
T0204,S0204-m5,MFS-632,0.0085300573805214,2.2.1,2.2.1.1.1,2
T0205,S0205-01,MFS-633,0.0068658092944612,4.1.1.1,4.1.i1.2.1,4
T0205,S0205-04,MFS-634,0.0058751716770944,4.1.1.1,4.1.i1.2.1,4
T0206,S0206-01,MFS-635,0.0105598169631726,4.1.1.3,4.1.i1.2.1,4
T0207,S0207-01,MFS-636,0.0113393810032017,2.2.1.1,2.2.1.1.1,2
T0208,S0208-01,MFS-637,0.0163353036002149,4.1.1.3,4.1.i1.2.1,4
T0210,S0210-01,MFS-638,0.0114248115803325,2.2.1.1,2.2.1.1.1,2
T0210,S0210-06,MFS-639,0.0116333909762615,2.2.1.1,2.2.1.1.1,2
T0211,S0211-02,MFS-640,0.0100295566502463,2.2.1.1,2.2.1.1.1,2
T0211,S0211-09,MFS-380,,,,
T0211,211-08,MFS-121,0.0104191747838459,2.2.1.1,2.2.1.1.1,2
T0213,S0213-01,MFS-641,0.0112842341980563,2.2.1.1,2.2.1.1.1,2
T0213,S0213-08,MFS-642,0.0105855747485926,2.2.1.1,2.2.1.1.1,2
T0215,S0215-02,MFS-643,0.0203454647015855,4.1.2.1,4.1.i1.1.1.1,4
T0221,S0221-01,MFS-644,0.0102107524203841,2.2.1.1,2.2.1.1.1,2
T0221,S0221-09,MFS-645,0.0102366081841034,2.2.1.1,2.2.1.1.1,2
T0233,S0233-01,MFS-646,0.006311169799596,2.2.1,2.2.1.1.1,2
T0233,S0233-04,MFS-647,0.0059182238788889,2.2.1,2.2.1.1.1,2
T0238,S0238-01,MFS-648,0.0070038910505836,4.4.1.1,4.2.1.2.2.1.1,4
T0240,S0240-01,MFS-649,0.0100979934671021,4.1.1.3,4.1.i1.2.1,4
T0240,S0240-08,MFS-650,0.0103233713585368,4.1.1.3,4.1.i1.2.1,4
T0241,S0241-01,MFS-651,0.0120278074079523,3,3.1.1,3
T0241,S0241-04,MFS-652,0.0107193436538555,3,3.1.1,3
T0272,S0272-m5,MFS-653,,,,
T0272,S0272-02,MFS-383,0.0093328570152719,2.2.1,2.2.1.1.1,2
T0272,S0272-06,MFS-384,,,,
T0272,S0272-09,MFS-279,0.0095599273129493,2.2.1,2.2.1.1.1,2
T0282,S0282-05,MFS-654,0.0092408044935676,2.2.1.1,2.2.1.1.1,2
T0282,S0282-01,MFS-386,,,,
T0282,S0282-02,MFS-323,0.0119422572178477,2.2.1.1,2.2.1.1.1,2
T0296,S0296-01,MFS-655,0.017104506232023,4.1.1.3,4.1.i1.2.1,4
T0301,S0301-01,MFS-656,0.0058070667090399,4.3.3,4.2.1.2.1.1.i4.1,4
T0325,S0325-01,MFS-658,0.0095910339996767,2.2.1,2.2.1.1.1,2
T0327,S0327-02,MFS-659,0.0102724710303789,4.3.2.1,4.2.1.2.1.1.i1,4
T0330,S0330-m5,MFS-660,0.0064696566364524,4.1.1.1,4.1.i1.2.1,4
T0330,S0330-08,MFS-396,0.0073820848196591,4.1.1.1,4.1.i1.2.1,4
T0330,S0330-01,MFS-395,0.0061048909840895,4.1.1.1,4.1.i1.2.1,4
T0373,S0373-01,MFS-662,0.0092669393358693,2.2.1,2.2.1.1.1,2
T0373,S0373-07,MFS-466,0.0100521694872121,2.2.1,2.2.1.1.1,2
T0381,S0381-07,MFS-663,0.0110894826874299,2.2.1.1,2.2.1.1.1,2
T0381,S0381-01,MFS-476,0.0098386122378527,2.2.1.1,2.2.1.1.1,2
T0387,S0387-04,MFS-667,0.0118961788031723,2.2.1.1,2.2.1.1.1,2
T0387,S0387-01,MFS-480,0.0105920045906656,2.2.1.1,2.2.1.1.1,2
T0389,S0389-01,MFS-668,0.0074876140516062,4.1.1.1,4.1.i1.2.1,4
T0389,S0389-08,MFS-481,0.0092953450654789,4.1.1.1,4.1.i1.2.1,4
T0392,S0392-07,MFS-669,0.0098487011133314,2.2.1,2.2.1.1.1,2
T0392,S0392-01,MFS-484,0.0102828825108403,2.2.1,2.2.1.1.1,2
T0397,S0397-01,MFS-672,0.0114186601141866,2.2.1.1,2.2.1.1.1,2
T0401,S0401-01,MFS-675,0.0080973228468482,4.3.3,4.2.1.2.1.1.i4.1,4
T0403,S0403-01,MFS-677,0.0038294712985033,4.4.1.1,4.2.1.2.2.1.1,4
T0419,S0419-01,MFS-690,0.0037321685281433,4.3.4.2.1,4.2.1.2.1.1.i3.1,4
T0429,S0429-01,MFS-697,0.0146288518710773,4.3.4.1,4.2.1.2.1.1.i3.2,4
T0443,S0443-01,MFS-706,0.0068558892088303,2.2.1,2.2.1.1.1,2
T0092,S0092-06,MFS-358,0.0110298720484763,2.2.1,2.2.1.1.1,2
T0092,S0092-01,MFS-357,0.0117234874006198,2.2.1,2.2.1.1.1,2
T0005,S0005-08,MFS-333,0.0113746232156059,2.2.1.1,2.2.1.1.1,2
T0005,S0005-01,MFS-332,0.0115590540013473,2.2.1.1,2.2.1.1.1,2
T0001,S0001-01,MFS-331,0.0101619080119819,4.3.2.1,4.2.1.2.1.1.i1,4
T0087,S0087-01,MFS-353,0.4157682469438036,"4.1.2.1,4.8","4.2.1.1.1.1.1.1.i1,4.1.i1.1.1.1",4
T0087,S0087-08,MFS-354,0.008150528619999,4.8,4.2.1.1.1.1.1.1.i1,4
T0038,S0038-06,MFS-343,0.0102526074831138,2.2.1.1,2.2.1.1.1,2
T0038,S0038-01,MFS-342,0.0115921724589867,2.2.1.1,2.2.1.1.1,2
T0010,S0010-08,MFS-337,0.012046332046332,2.2.1.1,2.2.1.1.1,2
T0010,S0010-01,MFS-336,0.4589520874194452,"4.1.1.1,2.2.1.1","4.1.i1.2.1,2.2.1.1.1","2,4"
T0009,S0009-01,MFS-334,0.0215398004537966,4.1.2.1,4.1.i1.1.1.1,4
T0009,S0009-08,MFS-335,0.0225885225885225,4.1.2.1,4.1.i1.1.1.1,4
T0069,S0069-01,MFS-348,0.0110672942373743,2.2.1.1,2.2.1.1.1,2
T0069,S0069-08,MFS-349,0.010295358649789,2.2.1.1,2.2.1.1.1,2
T0090,S0090-06,MFS-356,0.0106958533546894,2.2.1.1,2.2.1.1.1,2
T0090,S0090-01,MFS-355,0.0114826752618855,2.2.1.1,2.2.1.1.1,2
T0061,S0061-05,MFS-347,0.0120112967436796,2.2.1.1,2.2.1.1.1,2
T0061,S0061-01,MFS-346,0.0109831709477413,2.2.1.1,2.2.1.1.1,2
T0059,S0059-08,MFS-345,0.0104435337120432,2.2.1.1,2.2.1.1.1,2
T0059,S0059-01,MFS-344,0.011197211820103,2.2.1.1,2.2.1.1.1,2
T0351,S0351-01,MFS-430,0.0062223012355712,4.3.3,4.2.1.2.1.1.i4.1,4
T0351,S0351-07,MFS-431,0.0072084137550714,4.3.3,4.2.1.2.1.1.i4.1,4
T0368,S0368-05,MFS-459,0.010835804037837,2.2.1.1,2.2.1.1.1,2
T0368,S0368-01,MFS-458,0.0104059099213599,2.2.1.1,2.2.1.1.1,2
T0072,S0072-06,MFS-351,0.0235865417967395,4.1.2.1,4.1.i1.1.1.1,4
T0072,S0072-01,MFS-350,0.4081944073551291,"4.1.2.1,4.8","4.2.1.1.1.1.1.1.i1,4.1.i1.1.1.1",4
T0026,S0026-01,MFS-338,0.0121784699413219,2.2.1.1,2.2.1.1.1,2
T0026,S0026-08,MFS-339,0.0118938700823421,2.2.1.1,2.2.1.1.1,2
T0340,S0340-06,MFS-415,0.0116104306004358,2.2.1.1,2.2.1.1.1,2
T0340,S0340-02,MFS-414,0.0103436907607351,2.2.1.1,2.2.1.1.1,2
T0342,S0342-05,MFS-419,0.0105975532666493,2.2.1.1,2.2.1.1.1,2
T0342,S0342-01,MFS-418,0.0103732560246421,2.2.1.1,2.2.1.1.1,2
T0341,S0341-01,MFS-416,0.0073970576148598,4.4.1.1,4.2.1.2.2.1.1,4
T0341,S0341-04,MFS-417,0.008717186726102,4.4.1.1,4.2.1.2.2.1.1,4
T0144,S0144-06,MFS-371,0.0109339064208422,2.2.1.1,2.2.1.1.1,2
T0144,S0144-01,MFS-370,0.0113192346424974,2.2.1.1,2.2.1.1.1,2
T0104,S0104-01,MFS-359,0.0104655652421305,2.2.1.1,2.2.1.1.1,2
T0108,S0108-08,MFS-361,0.0120425029515938,2.2.1,2.2.1.1.1,2
T0108,S0108-01,MFS-360,0.0106009232403284,2.2.1,2.2.1.1.1,2
T0336,S0336-07,MFS-407,0.0092687950566426,2.2.1,2.2.1.1.1,2
T0336,S0336-01,MFS-406,0.0105943655272318,2.2.1,2.2.1.1.1,2
T0337,S0337-01,MFS-408,0.0106378771700873,2.2.1.1,2.2.1.1.1,2
T0337,S0337-05,MFS-409,0.0150200510390083,2.2.1.1,2.2.1.1.1,2
T0372,S0372-05,MFS-465,0.0107441620742972,2.2.1.1,2.2.1.1.1,2
T0372,S0372-01,MFS-464,0.0102057888572862,2.2.1.1,2.2.1.1.1,2
T0393,S0393-06,MFS-486,0.0352981106460006,2.2.1.1,2.2.1.1.1,2
T0393,S0393-01,MFS-485,0.0792136270491803,2.2.1.1,2.2.1.1.1,2
T0347,S0347-04,MFS-428,0.0067347625996183,4.3.3,4.2.1.2.1.1.i4.1,4
T0347,S0347-01,MFS-427,0.0062519677956191,4.3.3,4.2.1.2.1.1.i4.1,4
T0380,S0380-01,MFS-474,0.0086208498225665,2.2.1,2.2.1.1.1,2
T0380,S0380-08,MFS-475,0.0068837026868013,2.2.1,2.2.1.1.1,2
T0369,S0369-01,MFS-460,0.0081551986551872,4.1.1.1,4.1.i1.2.1,4
T0369,S0369-08,MFS-461,0.008392890727854,4.1.1.1,4.1.i1.2.1,4
T0035,S0035-07,MFS-341,0.0116992410240276,2.2.1.1,2.2.1.1.1,2
T0035,S0035-01,MFS-340,0.0110650678892611,2.2.1.1,2.2.1.1.1,2
T0335,S0335-09,MFS-405,0.0117149503066187,2.2.1,2.2.1.1.1,2
T0335,S0335-02,MFS-404,0.0101646322922548,2.2.1,2.2.1.1.1,2
T0343,S0343-01,MFS-420,0.0118458734704504,2.2.1,2.2.1.1.1,2
T0343,S0343-06,MFS-421,0.0131964809384164,2.2.1,2.2.1.1.1,2
T0377,S0377-01,MFS-470,0.0086297131957851,4.1.1.1,4.1.i1.2.1,4
T0338,S0338-07,MFS-411,0.0077619663648124,4.3.2.1,4.2.1.2.1.1.i1,4
T0338,S0338-01,MFS-410,0.0074467873285148,4.3.2.1,4.2.1.2.1.1.i1,4
T0363,S0363-01,MFS-448,0.0093182717243198,2.2.1.1,2.2.1.1.1,2
T0363,S0363-08,MFS-449,0.0113035221775105,2.2.1.1,2.2.1.1.1,2
T0354,S0354-01,MFS-435,0.0115398167723749,2.2.1.1,2.2.1.1.1,2
T0354,S0354-07,MFS-436,0.0102944815639693,2.2.1.1,2.2.1.1.1,2
T0334,S0334-08,MFS-403,0.0082456103635184,2.2.1,2.2.1.1.1,2
T0334,S0334-01,MFS-402,0.0119408925817204,2.2.1,2.2.1.1.1.i2,2
T0329,S0329-01,MFS-393,0.0094018098483958,4.3.2.1,4.2.1.2.1.1.i1,4
T0329,S0329-07,MFS-394,0.0101298040213794,4.3.2.1,4.2.1.2.1.1.i1,4
T0339,S0339-06,MFS-413,0.0045178932350493,4.3.4.2.1,4.2.1.2.1.1.i3.1,4
T0339,S0339-01,MFS-412,0.0045778393887617,4.3.4.2.1,4.2.1.2.1.1.i3.1,4
T0359,S0359-07,MFS-445,0.0107186828573497,2.2.1.1,2.2.1.1.1,2
T0359,S0359-01,MFS-444,0.0107381203271614,2.2.1.1,2.2.1.1.1,2
T0158,S0158-01,MFS-372,0.0083268783888458,4.4.1.1,4.2.1.2.2.1.1,4
T0158,S0158-05,MFS-373,0.0065280413790226,4.4.1.1,4.2.1.2.2.1.1,4
T0375,S0375-01,MFS-467,0.0108038394858133,2.2.1,2.2.1.1.1,2
T0375,S0375-07,MFS-468,0.0102036199095022,2.2.1,2.2.1.1.1,2
T0366,S0366-01,MFS-454,0.0108290431386472,2.2.1,2.2.1.1.1,2
T0366,S0366-06,MFS-455,0.0088253834839251,2.2.1,2.2.1.1.1,2
T0367,S0367-01,MFS-456,0.1308404583673324,2.2.1.1,2.2.1.1.1,2
T0367,S0367-07,MFS-457,0.0122785253045774,3,3.1.1,3
T0333,S0333-01,MFS-401,0.0085762264603574,4.3.2.1,4.2.1.2.1.1.i1,4
T0394,S0394-07,MFS-488,0.0081017216158433,4.1.1.1,4.1.i1.2.1,4
T0394,S0394-01,MFS-487,0.0079569236135333,4.1.1.1,4.1.i1.2.1,4
T0391,S0391-01,MFS-483,0.4744635733026632,"4.1.1.3,2.2.1.1","4.1.i1.2.1,2.2.1.1.1","2,4"
T0269,S0269-01,MFS-382,0.007496498887882,4.8,4.2.1.1.1.1.1.1.i1,4
T0269,269-07,MFS-189,0.0093688362919132,4.8,4.2.1.1.1.1.1.1.i1,4
T0269,S0269-04,MFS-262,0.0079177769318614,4.3.2.1,4.2.1.2.1.1.i1,4
T0324,S0324-07,MFS-389,0.0107471372254552,2.2.1,2.2.1.1.1,2
T0324,S0324-01,MFS-388,0.0102433331892639,2.2.1,2.2.1.1.1,2
T0332,S0332-01,MFS-399,0.0102625298329355,2.2.1.1,2.2.1.1.1,2
T0332,S0332-08,MFS-400,0.0110135046545168,2.2.1.1,2.2.1.1.1,2
T0274,S0274-01,MFS-385,0.0079789894947473,4.1.1.1,4.1.i1.2.1,4
T0274,S0274-08,MFS-271,0.0099590314092529,4.1.1.1,4.1.i1.2.1,4
T0353,S0353-01,MFS-434,0.0099873945505672,2.2.1,2.2.1.1.1,2
T0356,S0356-07,MFS-440,0.0089898575965577,4.3.2.1,4.2.1.2.1.1.i1,4
T0356,S0356-01,MFS-439,0.010363365502947,4.3.2.1,4.2.1.2.1.1.i1,4
T0111,S0111-08,MFS-363,0.0100499138259059,2.2.1.1,2.2.1.1.1,2
T0111,S0111-01,MFS-362,0.0112309955860716,2.2.1.1,2.2.1.1.1,2
T0352,S0352-01,MFS-432,0.021044648781875,4.1.1.3,4.1.i1.2.1,4
T0352,S0352-08,MFS-433,0.0184326221110797,4.1.1.3,4.1.i1.2.1,4
T0362,S0362-01,MFS-446,0.0125661702864493,2.2.1.1,2.2.1.1.1,2
T0362,S0362-07,MFS-447,0.0100535257156155,2.2.1.1,2.2.1.1.1,2
T0358,S0358-01,MFS-443,0.0107105667674914,2.2.1.1,2.2.1.1.1,2
T0159,S0159-08,MFS-375,0.0119071049006101,2.2.1.1,2.2.1.1.1,2
T0159,S0159-01,MFS-374,0.0113104214620207,2.2.1.1,2.2.1.1.1,2
T0331,S0331-07,MFS-398,0.0102244389027431,2.2.1,2.2.1.1.1,2
T0331,S0331-01,MFS-397,0.0097491380335275,2.2.1,2.2.1.1.1,2.0
T0328,S0328-08,MFS-392,0.0129985981903912,3.1.1,3.1.1.i1,3.0
T0328,S0328-01,MFS-391,0.0112703310496312,3.1.1,3.1.1.i1,3.0
T0390,S0390-01,MFS-482,0.0060412481392088,4.3.3,4.2.1.2.1.1.i4.1,4.0
T0118,S0118-05,MFS-367,0.0096459669430105,4.8,4.2.1.1.1.1.1.1.i1,4.0
T0118,S0118-01,MFS-366,0.0070085211516159,4.8,4.2.1.1.1.1.1.1.i1,4.0
T0355,S0355-01,MFS-437,0.0067933601784524,4.3.3,4.2.1.2.1.1.i4.1,4.0
T0355,S0355-08,MFS-438,0.0065428134097662,4.3.3,4.2.1.2.1.1.i4.1,4.0
T0357,S0357-01,MFS-441,0.0114999178577295,2.2.1.1,2.2.1.1.1,2.0
T0357,S0357-04,MFS-442,0.0111088253445793,2.2.1.1,2.2.1.1.1,2.0
T0378,S0378-01,MFS-471,0.0096835401627009,2.2.1.1,2.2.1.1.1,2.0
T0378,S0378-08,MFS-472,0.010649726750432,2.2.1.1,2.2.1.1.1,2.0
T0227,S0227-02,MFS-381,0.0076515472657905,4.1.1.1,4.1.i1.2.1,4.0
T0227,227-07,MFS-136,0.0079644112793284,4.1.1.1,4.1.i1.2.1,4.0
T0124,S0124-01,MFS-368,0.0109573016182491,2.2.1,2.2.1.1.1,2.0
T0322,S0322-05,MFS-387,0.019880482755927,4.1.1.3,4.1.i1.2.1,4.0
T0322,S0322-01,MFS-198,0.0759195893926432,4.1.1.3,4.1.i1.2.1,4.0
T0349,S0349-01,MFS-429,0.0104882961728137,4.1.2.1,4.1.i1.1.1.1,4.0
T0370,S0370-01,MFS-462,0.0094793551570982,2.2.1,2.2.1.1.1,2.0
T0370,S0370-07,MFS-463,0.0089053410893707,2.2.1,2.2.1.1.1,2.0
T0198,S0198-02,MFS-377,0.1084341942247212,2.2.1.1,2.2.1.1.1,2.0
T0198,S0198-06,MFS-378,,,,
T0198,198-07,MFS-113,0.0098417515716453,2.2.1.1,2.2.1.1.1,2.0
T0326,S0326-01,MFS-390,0.0427049416351031,4.8,4.2.1.1.1.1.1.1.i1,4.0
T0165,S0165-05,MFS-376,,,,
T0165,165-01,MFS-83,0.0088780572721733,4.1.1.1,4.1.i1.2.1,4.0
T0260,260-04,MFS-179,,,,
T0260,260-01,MFS-178,0.011631431385921,2.2.1,2.2.1.1.1,2.0
T0264,264-07,MFS-183,,,,
T0264,264-01,MFS-182,0.011913357400722,2.2.1,2.2.1.1.1,2.0
T0231,231-05,MFS-141,0.0100190503069216,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0231,231-01,MFS-140,0.0115109461567425,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0268,268-09,MFS-188,0.0117931978519532,2.2.1,2.2.1.1.1,2.0
T0268,268-01,MFS-187,0.0106359600931745,2.2.1,2.2.1.1.1,2.0
T0245,245-08,MFS-157,0.0110412553257819,2.2.1.1,2.2.1.1.1,2.0
T0245,245-01,MFS-156,0.0105331388753848,2.2.1.1,2.2.1.1.1,2.0
T0168,168-01,MFS-86,0.0097462789342655,2.2.1,2.2.1.1.1,2.0
T0168,168-07,MFS-87,0.0106722238009535,2.2.1,2.2.1.1.1,2.0
T0162,162-01,MFS-81,0.0103150656094309,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0162,162-05,MFS-82,0.0106366890154761,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0186,186-06,MFS-105,0.0077881619937694,4.8,4.2.1.1.1.1.1.1.i1,4.0
T0186,186-01,MFS-104,0.0099063078116607,4.8,4.2.1.1.1.1.1.1.i1,4.0
T0123,123-01,MFS-60,0.0090299448907775,4.4.1.1,4.2.1.2.2.1.1,4.0
T0123,123-07,MFS-61,0.0087948252383113,4.4.1.1,4.2.1.2.2.1.1,4.0
T0077,77-06,MFS-44,0.0214976539308627,4.1.2.1,4.1.i1.1.1.1,4.0
T0077,77-01,MFS-43,0.021398532200874,4.1.2.1,4.1.i1.1.1.1,4.0
T0250,250-06,MFS-165,0.0108366397883868,2.2.1.1,2.2.1.1.1,2.0
T0250,250-01,MFS-164,0.010179174240457,2.2.1.1,2.2.1.1.1,2.0
T0170,170-08,MFS-89,0.0124295979801903,2.2.1.1,2.2.1.1.1,2.0
T0170,170-01,MFS-88,0.0134239964904584,2.2.1.1,2.2.1.1.1,2.0
T0170,S0170-01,MFS-275,0.0119138029238655,2.2.1.1,2.2.1.1.1,2.0
T0214,214-01,MFS-123,0.0120842904224508,2.2.1.1,2.2.1.1.1,2.0
T0214,214-08,MFS-124,0.0104575362960475,2.2.1.1,2.2.1.1.1,2.0
T0143,143-01,MFS-72,0.0085609971043686,4.3.3,4.2.1.2.1.1.i4.1,4.0
T0143,143-07,MFS-73,0.0086917512476868,4.3.3,4.2.1.2.1.1.i4.1,4.0
T0135,135-06,MFS-67,0.0101748493529586,2.2.1.1,2.2.1.1.1,2.0
T0135,135-01,MFS-66,0.0102333660599652,2.2.1.1,2.2.1.1.1,2.0
T0049,49-01,MFS-28,0.00866978863435,4.1.1.1,4.1.i1.2.1,4.0
T0049,49-08,MFS-29,0.0087818192606657,4.1.1.1,4.1.i1.2.1,4.0
T0056,56-04,MFS-36,0.0230551548107868,4.2.2,4.2.2.1,4.0
T0056,56-01,MFS-35,0.0258794881094243,4.2.2,4.2.2.1,4.0
T0140,140-01,MFS-68,0.0153482880755608,4.3.4.1,4.2.1.2.1.1.i3.2,4.0
T0140,140-04,MFS-69,0.0094232515894641,4.3.4.1,4.2.1.2.1.1.i3.2,4.0
T0055,55-08,MFS-34,0.0118104495747266,2.2.1.1,2.2.1.1.1,2.0
T0055,55-01,MFS-33,0.0101261402819606,2.2.1.1,2.2.1.1.1,2.0
T0218,218-05,MFS-126,0.0108571428571428,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0218,218-01,MFS-125,0.0088429612061663,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0045,45-01,MFS-25,0.0104013213695817,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0045,45-07,MFS-26,0.0105383467968462,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0141,141-01,MFS-70,0.0121729128726157,2.2.1,2.2.1.1.1,2.0
T0047,47-01,MFS-27,0.0084480865084058,4.8,4.2.1.1.1.1.1.1.i1,4.0
T0229,229-01,MFS-137,0.0089815762538382,4.1.1.1,4.1.i1.2.1,4.0
T0053,53-01,MFS-32,0.0115904390900783,2.2.1.1,2.2.1.1.1,2.0
T0070,70-01,MFS-41,0.0120936532507739,2.2.1,2.2.1.1.1,2.0
T0070,70-08,MFS-42,0.0135771218175351,2.2.1,2.2.1.1.1,2.0
T0266,266-05,MFS-186,0.0063130310489954,4.3.4.2.1,4.2.1.2.1.1.i3.1,4.0
T0266,266-01,MFS-185,0.0056425376169174,4.3.4.2.1,4.2.1.2.1.1.i3.1,4.0
T0130,130-07,MFS-63,0.0126618567537866,2.2.1.1,2.2.1.1.1,2.0
T0130,130-01,MFS-62,0.0091580395279808,2.2.1.1,2.2.1.1.1,2.0
T0189,189-01,MFS-107,0.007513453142451,4.1.1.1,4.1.i1.2.1,4.0
T0086,86-11,MFS-53,0.0124972104440973,3.1.1,3.1.1.i1,3.0
T0066,66-01,MFS-39,0.1109253569492138,2.2.1.1,2.2.1.1.1,2.0
T0066,66-08,MFS-40,0.0108595560918299,2.2.1.1,2.2.1.1.1,2.0
T0183,183-01,MFS-100,0.0088504182065745,4.4.1.1,4.2.1.2.2.1.1,4.0
T0183,183-06,MFS-101,0.0083160083160083,4.4.1.1,4.2.1.2.2.1.1,4.0
T0085,85-07,MFS-52,0.0101477320998725,2.2.1.1,2.2.1.1.1,2.0
T0085,85-01,MFS-51,0.0100889702439232,2.2.1.1,2.2.1.1.1,2.0
T0131,131-09,MFS-65,0.0124290103342333,2.2.1.1,2.2.1.1.1,2.0
T0131,131-01,MFS-64,0.0116916859122401,2.2.1.1,2.2.1.1.1,2.0
T0200,200-07,MFS-116,0.0103588605253422,2.2.1.1,2.2.1.1.1,2.0
T0200,200-01,MFS-115,0.0089661974356675,2.2.1.1,2.2.1.1.1,2.0
T0262,262-02,MFS-181,0.0094869992972593,4.4.1.1,4.2.1.2.2.1.1,4.0
T0270,270-01,MFS-190,0.0099627094116992,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0270,S0270-08,MFS-261,0.0105730501647748,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0244,244-01,MFS-154,0.0127050056500626,3.1.1,3.1.1.i1,3.0
T0244,244-04,MFS-155,0.0131777456202469,3.1.1,3.1.1.i1,3.0
T0089,89-01,MFS-54,0.0101115443910401,2.2.1.1,2.2.1.1.1,2.0
T0184,184-01,MFS-102,0.0186685147485597,4.1.1.3,4.1.i1.2.1,4.0
T0052,52-01,MFS-30,0.0099913949708385,2.2.1.1,2.2.1.1.1,2.0
T0052,52-06,MFS-31,0.0106677524429967,2.2.1.1,2.2.1.1.1,2.0
T0243,243-05,MFS-153,0.0096303558041635,4.3.3,4.2.1.2.1.1.i4.1,4.0
T0243,243-01,MFS-152,0.0101241157283856,4.3.3,4.2.1.2.1.1.i4.1,4.0
T0161,161-01,MFS-80,0.0105413614436305,2.2.1.1,2.2.1.1.1,2.0
T0083,83-06,MFS-50,0.0101559340313665,2.2.1.1,2.2.1.1.1,2.0
T0083,83-01,MFS-49,0.0106510985338027,2.2.1.1,2.2.1.1.1,2.0
T0195,195-06,MFS-110,0.0093229883619071,2.2.1.1,2.2.1.1.1,2.0
T0195,S0195-01,MFS-277,0.0113521926210747,2.2.1.1,2.2.1.1.1,2.0
T0064,64-01,MFS-37,0.0114828657630476,2.2.1,2.2.1.1.1,2.0
T0064,64-08,MFS-38,0.0113779542590966,2.2.1,2.2.1.1.1,2.0
T0100,100-01,MFS-55,0.0110568383658969,2.2.1,2.2.1.1.1,2.0
