sample_id,phenotypic_category,phenotype
139864,WHO,0
147361,ALL,1
147962,ALL,1
147995,ALL,1
148063,ALL,1
148073,ALL,0
150629,WHO,0
151116,WHO,0
151122,WHO,0
151514,WHO,0
155524,WHO,0
155669,WHO,1
164409,WHO,1
164468,WHO,0
164940,WHO,0
165451,WHO,1
166053,WHO,0
167294,WHO,1
167378,WHO,0
167519,WHO,0
167531,WHO,0
167649,WHO,0
168061,WHO,0
168247,WHO,0
168401,WHO,0
168947,WHO,0
169479,WHO,0
169506,WHO,0
169945,WHO,0
170160,WHO,0
171268,WHO,0
171318,WHO,0
171446,WHO,0
171471,WHO,0
171777,WHO,0
173373,WHO,0
173418,WHO,0
173466,WHO,0
173537,WHO,0
174353,WHO,0
174849,ALL,0
177591,WHO,1
178534,WHO,1
179042,WHO,1
179939,WHO,0
180370,WHO,1
180452,WHO,0
180505,WHO,0
181129,WHO,1
182287,WHO,0
182555,WHO,0
375012,ALL,0
700017,WHO,0
729477,WHO,0
739167,WHO,0
808802,WHO,1
810130,WHO,0
810328,WHO,0
810387,WHO,0
810507,WHO,1
810552,WHO,0
811279,WHO,0
812616,WHO,1
820899,WHO,0
6992,ALL,1
9448,WHO,0
9469,WHO,0
12255,WHO,0
13815,WHO,1
13994,WHO,0
14784,WHO,0
16108,WHO,0
16599,WHO,1
17118,WHO,0
18112,WHO,0
18179,WHO,0
18225,WHO,0
18717,WHO,0
45499,WHO,0
45587,WHO,1
47509,WHO,1
52432,WHO,0
52579,WHO,0
52834,WHO,0
53435,WHO,1
53590,WHO,0
53641,WHO,0
53644,WHO,1
53674,WHO,0
53775,WHO,0
53854,WHO,0
54090,WHO,0
54212,WHO,0
54321,WHO,0
54398,WHO,0
54542,WHO,0
54622,WHO,0
54782,WHO,0
54947,WHO,0
55241,WHO,0
55279,WHO,0
55491,WHO,0
55567,WHO,0
55920,WHO,0
56319,WHO,0
56329,WHO,0
56399,WHO,0
56582,WHO,0
56597,WHO,0
56684,WHO,0
56944,WHO,0
56974,WHO,0
57480,WHO,0
57488,WHO,0
57542,WHO,0
61805,WHO,1
61986,WHO,1
62135,WHO,0
64696,WHO,0
64961,WHO,1
64976,WHO,0
65400,WHO,1
78105,WHO,0
78219,WHO,0
78294,WHO,0
79749,WHO,0
97510,WHO,0
97904,WHO,0
97970,WHO,0
117696,WHO,0
126320,WHO,0
135132,WHO,0
135189,WHO,1
135233,WHO,0
135246,WHO,0
136402,WHO,0
136455,WHO,0
136821,WHO,0
136943,WHO,0
136950,WHO,0
137038,WHO,0
137073,WHO,0
138100,WHO,0
139636,WHO,0
141275,WHO,0
147338,ALL,0
147441,ALL,0
147524,ALL,0
147770,ALL,0
147822,ALL,0
148154,ALL,1
148200,ALL,1
148221,ALL,1
148232,ALL,1
148316,ALL,0
150200,WHO,0
150556,WHO,1
150753,WHO,0
150898,WHO,0
150926,WHO,0
151175,WHO,0
151387,WHO,0
151567,WHO,0
151670,WHO,0
154956,ALL,1
155499,WHO,1
166308,WHO,1
167131,WHO,1
167141,WHO,1
169164,WHO,0
169641,WHO,0
169884,WHO,0
170060,WHO,0
170225,WHO,0
170261,WHO,0
171342,WHO,0
171398,WHO,0
171754,WHO,0
174816,ALL,0
176983,WHO,0
177598,WHO,0
177968,WHO,0
179481,WHO,0
179968,WHO,0
180447,WHO,0
180481,WHO,0
181097,WHO,0
181598,WHO,0
182490,WHO,0
183307,WHO,0
373596,WHO,0
699974,WHO,0
705367,WHO,0
739129,WHO,1
740979,WHO,1
740990,WHO,1
808409,WHO,1
808413,WHO,0
808723,WHO,0
810472,WHO,1
810505,WHO,1
811129,WHO,1
811217,WHO,0
892544,WHO,0
897,WHO,0
12967,WHO,0
13129,WHO,0
13170,WHO,0
13222,WHO,0
13490,WHO,0
14074,WHO,0
14144,WHO,0
15758,WHO,0
19597,WHO,0
45455,WHO,0
50039,WHO,1
50389,WHO,1
50410,WHO,1
52807,WHO,0
52819,WHO,0
53546,WHO,1
53547,WHO,0
53649,WHO,1
53685,WHO,0
53767,WHO,0
53855,WHO,0
53931,WHO,0
53959,WHO,0
54317,WHO,1
55055,WHO,0
55208,WHO,0
55375,WHO,0
55446,WHO,0
55669,WHO,0
55727,WHO,0
56141,WHO,1
56344,WHO,1
56393,WHO,0
56542,WHO,0
56737,WHO,0
56845,WHO,0
56993,WHO,0
57369,WHO,0
57512,WHO,1
57573,WHO,1
57602,WHO,0
57738,WHO,1
61978,WHO,1
64644,WHO,0
64817,WHO,1
65166,WHO,0
65252,WHO,0
65298,WHO,0
65455,WHO,1
65470,WHO,0
65482,WHO,0
65599,WHO,1
78340,WHO,0
78352,WHO,0
79892,WHO,0
88083,WHO,0
96784,WHO,0
96977,WHO,0
97432,WHO,0
97511,WHO,0
98218,WHO,0
124841,WHO,0
126319,WHO,0
126416,WHO,0
135568,WHO,0
135569,WHO,0
135584,WHO,0
136276,WHO,0
136491,WHO,0
136620,WHO,0
136721,WHO,0
136761,WHO,0
136776,WHO,0
136895,WHO,0
136965,WHO,0
137232,WHO,0
137530,WHO,1
138026,WHO,0
138093,WHO,0
138123,WHO,0
139689,WHO,0
139749,WHO,0
140744,WHO,0
147738,ALL,0
147806,ALL,0
148040,ALL,1
150172,WHO,0
151192,WHO,0
151193,WHO,0
155578,WHO,0
166120,WHO,1
166154,WHO,0
166591,WHO,1
167333,WHO,1
167548,WHO,0
168446,WHO,0
168907,WHO,0
169811,WHO,0
169867,WHO,0
169941,WHO,0
169983,WHO,0
170079,WHO,0
170157,WHO,0
171379,WHO,0
171420,WHO,0
171525,WHO,0
172375,WHO,0
173481,WHO,0
177605,WHO,1
179019,WHO,0
179480,WHO,0
179553,WHO,0
179644,WHO,0
179942,WHO,0
179987,WHO,0
181240,WHO,0
181397,WHO,0
374697,ALL,0
374957,ALL,0
699923,WHO,0
699953,WHO,0
705380,WHO,1
729339,WHO,0
739262,WHO,0
740966,WHO,1
741021,WHO,1
808787,WHO,1
810011,WHO,0
810110,WHO,0
810261,WHO,0
810384,WHO,0
810539,WHO,1
811267,WHO,0
888335,WHO,1
892554,WHO,1
933875,WHO,1
827,WHO,1
6893,ALL,1
6906,ALL,1
12146,WHO,0
13013,WHO,0
13070,WHO,0
13172,WHO,0
13405,WHO,0
14402,WHO,0
16296,WHO,0
17488,WHO,0
17556,WHO,0
18062,WHO,0
18079,WHO,0
18272,WHO,0
22413,ALL,0
34547,WHO,0
34748,WHO,0
50424,WHO,0
52326,WHO,0
52336,WHO,0
52414,WHO,0
52462,WHO,0
52591,WHO,0
53225,WHO,0
53694,WHO,0
53886,WHO,0
54377,WHO,1
54521,WHO,0
54595,WHO,0
54978,WHO,0
55246,WHO,0
55334,WHO,0
55744,WHO,0
55748,WHO,0
55846,WHO,0
55909,WHO,0
56307,WHO,0
56433,WHO,0
56447,WHO,0
56754,WHO,0
56969,WHO,0
57063,WHO,0
57221,WHO,0
57262,WHO,0
57583,WHO,0
57609,WHO,0
57728,WHO,1
61989,WHO,0
62043,WHO,0
64510,WHO,0
64819,WHO,0
64820,WHO,0
64945,WHO,0
65223,WHO,0
65388,WHO,0
65513,WHO,1
65640,WHO,1
78356,WHO,1
78367,WHO,1
80023,WHO,0
97453,WHO,0
107221,WHO,0
107246,WHO,0
119574,WHO,1
120065,WHO,1
122163,WHO,1
126329,WHO,0
126338,WHO,0
135577,WHO,0
136260,WHO,0
136521,WHO,0
136928,WHO,0
137178,WHO,0
137388,WHO,1
137542,WHO,0
137577,WHO,0
137622,WHO,0
137632,WHO,0
138003,WHO,1
139493,WHO,0
140779,WHO,0
147451,ALL,1
147601,ALL,1
147777,ALL,1
147831,ALL,0
148100,ALL,0
148325,ALL,1
148329,ALL,0
148376,ALL,0
148391,ALL,1
149984,WHO,1
150196,WHO,0
150320,WHO,0
150856,WHO,0
151053,WHO,0
151667,WHO,0
151925,WHO,0
155522,WHO,0
164459,WHO,1
164649,WHO,1
165821,WHO,0
165911,WHO,0
166574,WHO,1
166588,WHO,0
167297,WHO,1
167491,WHO,0
167632,WHO,0
168331,WHO,0
168753,WHO,0
169122,WHO,0
169490,WHO,0
169635,WHO,0
169710,WHO,0
169828,WHO,0
169907,WHO,0
169915,WHO,0
169980,WHO,0
170017,WHO,0
170057,WHO,0
170124,WHO,0
170161,WHO,0
171314,WHO,0
171334,WHO,0
171515,WHO,0
171714,WHO,0
171816,WHO,0
171878,WHO,0
173275,WHO,0
173465,WHO,0
173585,WHO,1
178004,WHO,1
179082,WHO,0
179659,WHO,1
181222,WHO,0
181299,WHO,0
181347,WHO,0
181614,WHO,0
373592,WHO,0
708240,WHO,0
739259,WHO,1
740999,WHO,1
808771,WHO,1
808810,WHO,1
810131,WHO,0
810475,WHO,1
810501,WHO,1
843176,WHO,1
888266,WHO,1
16554,WHO,0
16947,WHO,0
17563,WHO,0
19242,WHO,0
19618,WHO,0
34541,WHO,1
34557,WHO,0
34770,WHO,0
34772,WHO,0
34775,WHO,0
45451,WHO,0
45463,WHO,1
52320,WHO,0
52619,WHO,0
52804,WHO,0
53296,WHO,1
54219,WHO,0
54362,WHO,0
54601,WHO,0
54856,WHO,0
55009,WHO,0
55091,WHO,0
55140,WHO,0
55451,WHO,0
55507,WHO,0
55635,WHO,0
55749,WHO,0
55931,WHO,0
56001,WHO,0
56160,WHO,0
56380,WHO,0
56395,WHO,0
56614,WHO,0
56785,WHO,0
56867,WHO,0
56939,WHO,0
57107,WHO,0
57511,WHO,0
57557,WHO,0
57791,WHO,1
60358,WHO,0
61826,WHO,0
64623,WHO,0
64632,WHO,0
64665,WHO,0
64728,WHO,0
64991,WHO,0
64997,WHO,0
65051,WHO,0
65196,WHO,0
65358,WHO,0
76150,WHO,0
78376,WHO,0
79997,WHO,0
96833,WHO,0
98053,WHO,0
101605,WHO,0
115324,WHO,0
115347,WHO,0
119513,WHO,0
119776,WHO,0
126762,WHO,0
135391,WHO,0
136576,WHO,0
136687,WHO,0
136902,WHO,0
137229,WHO,0
137446,WHO,1
137615,WHO,0
137968,WHO,0
138165,WHO,0
138488,WHO,0
139559,WHO,0
140551,WHO,0
140597,WHO,0
140622,WHO,0
147210,ALL,0
147412,ALL,0
147622,ALL,0
147623,ALL,1
148105,ALL,0
148281,ALL,1
148292,ALL,1
148314,ALL,0
148340,ALL,0
150453,WHO,0
150497,WHO,0
150726,WHO,0
150811,WHO,0
150829,WHO,0
150882,WHO,0
151231,WHO,0
151275,WHO,0
151574,WHO,0
155557,WHO,0
164461,WHO,1
164643,WHO,1
166113,WHO,0
166116,WHO,1
166321,WHO,0
167255,WHO,0
167545,WHO,0
167689,WHO,0
168582,WHO,0
168597,WHO,0
168630,WHO,0
169639,WHO,0
170133,WHO,0
170138,WHO,0
171254,WHO,0
171329,WHO,0
171478,WHO,1
171609,WHO,0
171828,WHO,0
173370,WHO,0
173467,WHO,0
174895,ALL,0
178402,WHO,0
178635,WHO,0
179522,WHO,1
179588,WHO,0
179803,WHO,0
179823,WHO,1
179989,WHO,0
180175,WHO,0
181080,WHO,0
181166,WHO,0
181185,WHO,0
181337,WHO,0
181405,WHO,0
181505,WHO,0
182074,WHO,0
182463,WHO,0
374582,ALL,1
699989,WHO,0
705374,WHO,1
705449,WHO,1
707403,WHO,0
708203,WHO,1
713450,WHO,1
739191,WHO,1
739231,WHO,1
739241,WHO,0
810296,WHO,0
810423,WHO,1
810440,WHO,1
812678,WHO,1
828778,WHO,0
6895,ALL,1
6961,ALL,0
14336,WHO,0
14696,WHO,0
16248,WHO,0
16458,WHO,1
17075,WHO,0
17614,WHO,1
19601,WHO,0
19687,WHO,1
19909,WHO,0
34194,WHO,1
34759,WHO,1
50357,WHO,0
52377,WHO,0
52676,WHO,0
52739,WHO,0
52748,WHO,0
53229,WHO,1
54022,WHO,0
54092,WHO,0
54413,WHO,0
54526,WHO,0
54785,WHO,0
55080,WHO,0
55102,WHO,0
55453,WHO,0
55585,WHO,0
55621,WHO,0
55761,WHO,1
56047,WHO,0
56082,WHO,0
56195,WHO,0
56315,WHO,0
56408,WHO,0
56427,WHO,0
56510,WHO,0
56580,WHO,0
56687,WHO,0
56927,WHO,0
56983,WHO,0
57173,WHO,0
57211,WHO,0
57607,WHO,1
57707,WHO,0
61689,WHO,1
64693,WHO,0
64758,WHO,0
64821,WHO,1
65209,WHO,0
65233,WHO,1
65238,WHO,0
65349,WHO,0
65543,WHO,0
65614,WHO,0
65644,WHO,0
65789,WHO,0
76241,WHO,0
77897,WHO,0
77968,WHO,0
78383,WHO,1
96733,WHO,0
96736,WHO,0
97416,WHO,0
98216,WHO,0
101676,WHO,0
107308,WHO,1
115390,WHO,1
117597,WHO,1
120076,WHO,0
124738,WHO,0
124795,WHO,0
135180,WHO,0
135369,WHO,0
135384,WHO,0
135430,WHO,0
135477,WHO,0
135572,WHO,0
136268,WHO,0
136572,WHO,0
136964,WHO,0
137181,WHO,0
137316,WHO,0
137590,WHO,0
137758,WHO,0
138099,WHO,0
138107,WHO,0
139725,WHO,0
139814,WHO,0
139815,WHO,1
140542,WHO,0
147731,ALL,1
147848,ALL,0
147922,ALL,1
148090,ALL,0
148147,ALL,1
150372,WHO,0
150498,WHO,0
150621,WHO,0
150627,WHO,0
151397,WHO,0
151573,WHO,0
155501,WHO,0
164481,WHO,1
164625,WHO,1
165448,WHO,1
165503,WHO,0
167299,WHO,0
167405,WHO,0
167509,WHO,1
167547,WHO,0
167999,WHO,1
169340,WHO,0
169550,WHO,0
169597,WHO,0
169623,WHO,0
169735,WHO,0
169989,WHO,0
170258,WHO,0
171306,WHO,0
171741,WHO,0
171940,WHO,0
179005,WHO,0
179023,WHO,0
179456,WHO,0
179531,WHO,0
179643,WHO,0
179754,WHO,0
179929,WHO,0
180550,WHO,0
181178,WHO,0
181367,WHO,0
181404,WHO,0
181537,WHO,0
181551,WHO,0
182502,WHO,1
374942,ALL,0
374979,ALL,0
698648,WHO,0
699950,WHO,0
700060,WHO,0
729471,WHO,0
790232,WHO,0
810120,WHO,0
810147,WHO,0
810158,WHO,1
810176,WHO,1
810411,WHO,0
812583,WHO,1
888332,WHO,1
946366,WHO,0
859,WHO,1
12811,WHO,0
12870,WHO,0
13606,WHO,0
13810,WHO,0
14157,WHO,0
16824,WHO,0
17094,WHO,1
22166,ALL,0
34322,WHO,1
34331,WHO,0
34500,WHO,0
50380,WHO,1
52311,WHO,0
52544,WHO,0
52603,WHO,0
52620,WHO,0
52764,WHO,0
53305,WHO,0
53548,WHO,0
53653,WHO,1
54245,WHO,0
54857,WHO,0
54871,WHO,0
54884,WHO,0
55005,WHO,0
55177,WHO,0
55183,WHO,0
55332,WHO,0
55367,WHO,0
55454,WHO,0
55560,WHO,0
55702,WHO,0
55853,WHO,0
56155,WHO,0
56164,WHO,0
56177,WHO,0
56200,WHO,0
56272,WHO,0
56567,WHO,0
56960,WHO,0
56972,WHO,0
57007,WHO,0
57066,WHO,0
57149,WHO,0
57174,WHO,0
57238,WHO,0
57255,WHO,0
58620,WHO,1
60354,WHO,1
61919,WHO,0
64902,WHO,0
64971,WHO,0
65214,WHO,0
65372,WHO,0
65405,WHO,0
65606,WHO,0
77919,WHO,0
79802,WHO,0
80022,WHO,0
83922,WHO,0
88098,WHO,1
96730,WHO,0
97151,WHO,0
97741,WHO,0
97978,WHO,0
107253,WHO,0
107258,WHO,0
107361,WHO,1
115250,WHO,0
119686,WHO,0
128655,WHO,1
135299,WHO,0
135467,WHO,0
136196,WHO,0
136609,WHO,0
136651,WHO,0
137317,WHO,0
137729,WHO,0
137755,WHO,0
138089,WHO,0
138134,WHO,1
139542,WHO,0
139544,WHO,0
139784,WHO,0
141257,WHO,1
147347,ALL,1
147557,ALL,1
147573,ALL,0
147816,ALL,0
147898,ALL,1
148035,ALL,0
148382,ALL,1
150340,WHO,0
150349,WHO,0
150635,WHO,0
151250,WHO,0
151382,WHO,0
154927,ALL,1
155502,WHO,0
155518,WHO,1
155615,WHO,1
155616,WHO,1
163530,WHO,0
165445,WHO,1
165454,WHO,1
165728,WHO,0
167300,WHO,1
167457,WHO,0
167731,WHO,0
169149,WHO,0
169504,WHO,0
169806,WHO,0
169821,WHO,0
169865,WHO,0
169880,WHO,0
170000,WHO,0
170224,WHO,0
171453,WHO,0
171555,WHO,0
171757,WHO,0
171758,WHO,1
171929,WHO,0
179051,WHO,1
179466,WHO,0
179488,WHO,0
179607,WHO,1
179806,WHO,0
180366,WHO,0
180558,WHO,0
181480,WHO,0
373614,WHO,0
699948,WHO,0
700030,WHO,0
700050,WHO,0
705431,WHO,1
705503,WHO,1
707419,WHO,0
729290,WHO,1
808403,WHO,1
810114,WHO,0
810143,WHO,0
810313,WHO,0
810484,WHO,0
812554,WHO,1
812573,WHO,1
812599,WHO,1
812709,WHO,1
888303,WHO,1
830,WHO,0
6922,ALL,0
8578,ALL,1
8596,ALL,1
8613,ALL,0
12854,WHO,0
13486,WHO,0
14529,WHO,0
14989,WHO,0
15073,WHO,0
16508,WHO,0
17168,WHO,0
17354,WHO,0
18108,WHO,0
18475,WHO,0
18554,WHO,0
19972,WHO,0
22409,ALL,0
34732,WHO,0
52324,WHO,0
52429,WHO,0
52471,WHO,0
53379,WHO,0
53492,WHO,0
53592,WHO,0
53720,WHO,0
54186,WHO,0
54520,WHO,0
55157,WHO,0
55166,WHO,0
55450,WHO,0
55821,WHO,0
56064,WHO,0
56119,WHO,0
56134,WHO,0
56464,WHO,0
56504,WHO,0
56790,WHO,0
56943,WHO,0
57203,WHO,0
57559,WHO,0
57586,WHO,1
57608,WHO,0
57671,WHO,0
57706,WHO,0
57781,WHO,1
61771,WHO,1
62190,WHO,1
64655,WHO,0
64721,WHO,0
64845,WHO,0
64870,WHO,0
65040,WHO,0
65115,WHO,0
65237,WHO,0
65330,WHO,0
65420,WHO,1
65535,WHO,0
65762,WHO,0
77937,WHO,0
78067,WHO,0
97500,WHO,0
107294,WHO,0
107382,WHO,1
107448,WHO,1
117623,WHO,0
126792,WHO,0
135039,WHO,0
135443,WHO,0
136556,WHO,0
136798,WHO,0
136860,WHO,0
136884,WHO,0
137597,WHO,0
137775,WHO,0
137965,WHO,0
138135,WHO,0
139509,WHO,0
139630,WHO,0
139780,WHO,0
139899,WHO,1
147348,ALL,0
147983,ALL,1
148143,ALL,1
148204,ALL,1
148287,ALL,1
148355,ALL,0
150178,WHO,0
150412,WHO,0
150884,WHO,0
150937,WHO,0
151146,WHO,0
155677,WHO,1
164631,WHO,0
164931,WHO,0
166069,WHO,1
167316,WHO,0
167540,WHO,0
168463,WHO,0
169114,WHO,0
169472,WHO,0
169581,WHO,0
169908,WHO,0
169986,WHO,1
170014,WHO,0
170243,WHO,0
170401,WHO,0
171449,WHO,0
171495,WHO,0
171654,WHO,0
171677,WHO,0
171739,WHO,0
174371,WHO,0
178998,WHO,0
179636,WHO,0
179672,WHO,0
179721,WHO,1
179922,WHO,0
180507,WHO,0
181277,WHO,0
181279,WHO,0
181348,WHO,0
181425,WHO,0
181565,WHO,0
373621,WHO,0
375001,ALL,0
700058,WHO,0
705357,WHO,1
708247,WHO,0
741003,WHO,1
808745,WHO,1
810087,WHO,0
810116,WHO,0
810258,WHO,0
810336,WHO,0
810549,WHO,0
812646,WHO,0
848,WHO,1
889,WHO,1
916,WHO,0
919,WHO,0
9439,WHO,0
13351,WHO,1
13734,WHO,0
13812,WHO,0
14578,WHO,0
14769,WHO,0
17125,WHO,0
17759,WHO,0
20014,WHO,0
34270,WHO,1
34510,WHO,0
34873,WHO,1
45598,WHO,1
52315,WHO,0
52595,WHO,0
54490,WHO,0
54577,WHO,0
54832,WHO,0
54932,WHO,0
55408,WHO,0
55611,WHO,0
55712,WHO,1
55798,WHO,0
55816,WHO,0
56251,WHO,0
56382,WHO,0
56444,WHO,0
56471,WHO,0
58562,WHO,1
61788,WHO,0
61943,WHO,1
64610,WHO,0
64810,WHO,0
64868,WHO,0
64891,WHO,0
65097,WHO,0
65216,WHO,0
65274,WHO,0
65310,WHO,0
65403,WHO,0
78136,WHO,0
78182,WHO,0
79526,WHO,0
97125,WHO,0
97440,WHO,1
107252,WHO,1
117764,WHO,0
124736,WHO,0
124803,WHO,1
126322,WHO,0
126408,WHO,0
135326,WHO,1
136427,WHO,0
136502,WHO,0
136785,WHO,0
136818,WHO,0
139707,WHO,0
139754,WHO,0
140523,WHO,1
140643,WHO,0
140783,WHO,0
146880,WHO,0
147371,ALL,1
147443,ALL,1
147736,ALL,0
147768,ALL,1
147872,ALL,0
147899,ALL,1
148067,ALL,0
148249,ALL,1
148374,ALL,0
150559,WHO,0
150867,WHO,0
151550,WHO,0
151775,WHO,0
151831,WHO,0
155584,WHO,0
165167,WHO,1
166295,WHO,1
166570,WHO,1
168298,WHO,0
169113,WHO,1
169213,WHO,0
169566,WHO,0
169570,WHO,0
169897,WHO,0
169992,WHO,0
170049,WHO,0
170168,WHO,0
170172,WHO,0
170190,WHO,0
170215,WHO,0
170312,WHO,0
171240,WHO,0
171284,WHO,0
171941,WHO,0
171955,WHO,0
173449,WHO,0
177946,WHO,0
178109,WHO,0
178373,WHO,0
178410,WHO,0
179061,WHO,0
179502,WHO,0
179836,WHO,1
179919,WHO,0
180428,WHO,0
181144,WHO,0
181352,WHO,0
182180,WHO,0
374995,ALL,0
700053,WHO,0
703022,WHO,1
705477,WHO,1
725684,WHO,0
740996,WHO,1
790040,WHO,0
808783,WHO,1
808790,WHO,1
810115,WHO,0
810236,WHO,0
812545,WHO,0
843100,WHO,0
888311,WHO,1
6863,ALL,0
6962,ALL,0
8563,ALL,1
12936,WHO,0
13086,WHO,0
15691,WHO,0
16912,WHO,0
17363,WHO,0
17898,WHO,0
19059,WHO,0
19186,WHO,1
19525,WHO,0
19980,WHO,0
45589,WHO,1
52553,WHO,1
52569,WHO,0
52682,WHO,0
52811,WHO,0
53288,WHO,0
53425,WHO,0
53436,WHO,1
53502,WHO,1
53746,WHO,1
53752,WHO,0
53789,WHO,0
53906,WHO,0
53984,WHO,0
54615,WHO,0
54937,WHO,0
55468,WHO,0
55503,WHO,0
55777,WHO,0
56163,WHO,0
56246,WHO,0
56552,WHO,0
56649,WHO,0
56903,WHO,0
57235,WHO,0
57482,WHO,0
58560,WHO,0
62170,WHO,1
64824,WHO,0
64865,WHO,0
64953,WHO,0
65116,WHO,0
65220,WHO,0
65251,WHO,0
65254,WHO,0
65410,WHO,0
65597,WHO,0
65726,WHO,0
76244,WHO,0
78009,WHO,0
78302,WHO,0
78374,WHO,0
79984,WHO,0
95540,WHO,1
95598,WHO,0
96632,WHO,0
96707,WHO,0
124895,WHO,0
135054,WHO,1
135162,WHO,0
136238,WHO,0
136329,WHO,0
136330,WHO,0
136545,WHO,0
136807,WHO,0
137034,WHO,0
137180,WHO,0
137739,WHO,0
137820,WHO,0
137861,WHO,0
139485,WHO,1
139588,WHO,0
139907,WHO,1
140437,WHO,1
140617,WHO,1
140747,WHO,0
147388,ALL,1
148282,ALL,1
150237,WHO,0
150258,WHO,0
150647,WHO,0
150686,WHO,0
151078,WHO,0
151091,WHO,0
151196,WHO,0
151246,WHO,0
151319,WHO,0
151355,WHO,0
151609,WHO,0
154966,ALL,0
165088,WHO,1
165476,WHO,1
165477,WHO,1
166342,WHO,0
166603,WHO,0
166757,WHO,1
167521,WHO,0
168426,WHO,0
169555,WHO,1
169606,WHO,0
169689,WHO,0
169830,WHO,0
169868,WHO,0
170063,WHO,0
170076,WHO,0
170098,WHO,0
170104,WHO,0
170151,WHO,0
171249,WHO,0
171528,WHO,1
171745,WHO,0
171802,WHO,0
171891,WHO,0
177065,WHO,0
178413,WHO,0
178985,WHO,0
179635,WHO,0
179775,WHO,0
179785,WHO,0
179816,WHO,0
180002,WHO,0
180350,WHO,0
180398,WHO,0
181221,WHO,0
181294,WHO,0
181331,WHO,0
181402,WHO,0
181454,WHO,0
181498,WHO,0
181520,WHO,0
181575,WHO,0
182228,WHO,0
182520,WHO,0
182944,WHO,0
374958,ALL,0
699940,WHO,0
700052,WHO,0
705510,WHO,1
729435,WHO,0
810163,WHO,1
810361,WHO,0
810399,WHO,0
811130,WHO,1
811285,WHO,0
812517,WHO,0
812538,WHO,0
812559,WHO,1
812656,WHO,1
843089,WHO,0
892516,WHO,1
892557,WHO,0
892566,WHO,1
13613,WHO,0
14584,WHO,1
15324,WHO,0
15912,WHO,0
16693,WHO,0
16795,WHO,0
18512,WHO,0
34834,WHO,1
45578,WHO,1
46757,WHO,0
50397,WHO,0
52333,WHO,0
52802,WHO,0
53461,WHO,1
53595,WHO,1
54109,WHO,0
54352,WHO,0
54614,WHO,0
55112,WHO,0
55175,WHO,0
55182,WHO,0
55396,WHO,0
55657,WHO,0
55888,WHO,0
56052,WHO,0
56096,WHO,0
56400,WHO,0
56416,WHO,0
56540,WHO,0
56704,WHO,0
56705,WHO,0
56818,WHO,0
56869,WHO,0
56921,WHO,0
57212,WHO,0
57214,WHO,0
57717,WHO,1
61798,WHO,1
65142,WHO,0
65487,WHO,0
65511,WHO,0
65627,WHO,0
76238,WHO,1
77914,WHO,0
78143,WHO,0
78214,WHO,0
78386,WHO,1
95554,WHO,0
96867,WHO,0
96881,WHO,0
96931,WHO,0
97608,WHO,0
97784,WHO,0
115249,WHO,1
115323,WHO,0
117614,WHO,1
120055,WHO,1
124948,WHO,0
126761,WHO,0
135064,WHO,0
135285,WHO,0
135665,WHO,0
136404,WHO,0
136642,WHO,0
137013,WHO,0
137049,WHO,0
137573,WHO,0
138186,WHO,0
139499,WHO,0
139562,WHO,0
139621,WHO,0
139641,WHO,0
141243,WHO,1
147377,ALL,1
147403,ALL,1
147425,ALL,1
147428,ALL,1
147620,ALL,1
147915,ALL,1
148196,ALL,1
148321,ALL,0
148341,ALL,1
150131,WHO,0
150208,WHO,1
150675,WHO,0
150891,WHO,0
151083,WHO,0
151213,WHO,0
151257,WHO,0
151390,WHO,0
151576,WHO,0
151836,WHO,0
164639,WHO,1
165017,WHO,0
165181,WHO,0
165411,WHO,0
165462,WHO,0
165912,WHO,1
167085,WHO,0
167125,WHO,0
167310,WHO,0
169003,WHO,0
169503,WHO,0
169595,WHO,0
169607,WHO,0
169861,WHO,0
169964,WHO,0
170200,WHO,0
171235,WHO,0
171551,WHO,0
171599,WHO,0
171724,WHO,0
171881,WHO,0
173385,WHO,0
173474,WHO,0
178459,WHO,1
178493,WHO,0
178968,WHO,0
179018,WHO,0
180439,WHO,0
180493,WHO,0
181220,WHO,0
181311,WHO,0
181441,WHO,1
181573,WHO,0
182257,WHO,0
182449,WHO,0
705507,WHO,1
705536,WHO,0
810385,WHO,0
810424,WHO,0
812537,WHO,0
812574,WHO,1
837186,WHO,0
843048,WHO,0
888265,WHO,1
8574,ALL,0
9454,WHO,0
13831,WHO,0
16280,WHO,0
18530,WHO,0
20037,WHO,1
34553,WHO,0
45607,WHO,0
47510,WHO,1
50396,WHO,0
52559,WHO,0
52792,WHO,0
53231,WHO,0
53626,WHO,0
53691,WHO,0
53716,WHO,0
53722,WHO,0
54019,WHO,0
54025,WHO,0
54089,WHO,0
54495,WHO,0
54640,WHO,0
54957,WHO,0
54973,WHO,1
55210,WHO,0
55216,WHO,0
55256,WHO,0
55767,WHO,0
55880,WHO,0
55942,WHO,0
56352,WHO,0
56398,WHO,0
56599,WHO,0
56660,WHO,0
56671,WHO,0
56676,WHO,0
56788,WHO,0
56798,WHO,0
56924,WHO,0
56956,WHO,0
57372,WHO,0
58556,WHO,1
61910,WHO,0
62202,WHO,0
64779,WHO,0
64851,WHO,1
64866,WHO,0
65203,WHO,1
65248,WHO,0
65730,WHO,0
78020,WHO,0
78058,WHO,0
78339,WHO,1
97660,WHO,0
101564,WHO,0
101632,WHO,0
107279,WHO,1
117620,WHO,1
117732,WHO,1
126376,WHO,0
