sample_id,phenotypic_category,phenotype
147229,ALL,0
147431,ALL,1
147580,ALL,1
147618,ALL,0
147888,ALL,1
147940,ALL,1
150378,WHO,0
150532,WHO,0
150709,WHO,0
150737,WHO,0
151077,WHO,0
151094,WHO,0
151124,WHO,0
151586,WHO,0
151660,WHO,0
165488,WHO,1
166325,WHO,0
166759,WHO,0
166973,WHO,0
167022,WHO,0
167471,WHO,0
167723,WHO,0
169486,WHO,0
169501,WHO,0
169754,WHO,0
169928,WHO,0
170130,WHO,0
170148,WHO,0
170256,WHO,0
170302,WHO,0
171457,WHO,0
171542,WHO,0
171577,WHO,0
171720,WHO,0
171939,WHO,0
171956,WHO,0
173410,WHO,0
173475,WHO,0
173552,WHO,0
174374,WHO,0
178370,WHO,0
178576,WHO,1
178601,WHO,0
179645,WHO,0
179677,WHO,0
179824,WHO,1
179891,WHO,0
179898,WHO,0
179974,WHO,0
180000,WHO,0
180375,WHO,1
180528,WHO,1
181146,WHO,0
181412,WHO,0
181604,WHO,0
182295,WHO,0
182371,WHO,0
182381,WHO,0
698639,WHO,0
700042,WHO,0
705436,WHO,0
739194,WHO,1
810140,WHO,0
810196,WHO,0
810331,WHO,0
810426,WHO,0
828777,WHO,0
843061,WHO,0
843093,WHO,0
892532,WHO,0
6871,ALL,0
7039,ALL,0
12423,WHO,0
14498,WHO,1
15861,WHO,0
16302,WHO,0
16515,WHO,0
16913,WHO,0
16960,WHO,0
17016,WHO,1
17905,WHO,0
18435,WHO,0
19220,WHO,0
19292,WHO,0
34159,WHO,0
45580,WHO,1
50043,WHO,1
52488,WHO,0
52495,WHO,0
52670,WHO,0
52711,WHO,0
53432,WHO,1
53602,WHO,0
53895,WHO,0
54450,WHO,0
54695,WHO,0
54713,WHO,0
54983,WHO,0
55118,WHO,0
55187,WHO,0
55423,WHO,0
55662,WHO,0
56053,WHO,0
56285,WHO,0
56339,WHO,0
56473,WHO,0
56528,WHO,0
56555,WHO,0
56565,WHO,0
56706,WHO,0
56961,WHO,0
57152,WHO,0
57275,WHO,0
57453,WHO,0
57793,WHO,1
61889,WHO,1
62010,WHO,1
62078,WHO,0
64776,WHO,1
64796,WHO,0
65104,WHO,0
65176,WHO,0
65368,WHO,0
65661,WHO,0
65775,WHO,0
78082,WHO,0
79767,WHO,0
79965,WHO,0
80015,WHO,0
96654,WHO,0
97540,WHO,0
97704,WHO,0
98079,WHO,0
107292,WHO,1
107513,WHO,0
119855,WHO,0
120062,WHO,1
124909,WHO,0
124962,WHO,0
135620,WHO,0
135632,WHO,0
136250,WHO,0
137111,WHO,0
137246,WHO,0
137586,WHO,1
137809,WHO,1
137814,WHO,0
137915,WHO,0
138154,WHO,0
139622,WHO,0
139740,WHO,0
140690,WHO,0
140775,WHO,0
140801,WHO,1
141199,WHO,0
147445,ALL,0
147726,ALL,1
147876,ALL,0
147912,ALL,1
147976,ALL,1
148074,ALL,0
148215,ALL,1
148288,ALL,1
148375,ALL,0
150177,WHO,0
150468,WHO,0
150691,WHO,0
150870,WHO,0
151119,WHO,0
151181,WHO,0
151344,WHO,0
151388,WHO,0
151801,WHO,0
154926,ALL,0
154955,ALL,1
154991,ALL,0
155670,WHO,1
164490,WHO,1
165690,WHO,1
166928,WHO,0
166935,WHO,1
167812,WHO,0
167866,WHO,0
168104,WHO,0
169109,WHO,0
169577,WHO,0
169627,WHO,0
169726,WHO,0
169732,WHO,0
169849,WHO,0
169888,WHO,0
170222,WHO,0
171785,WHO,1
171895,WHO,0
171936,WHO,0
173579,WHO,0
174918,ALL,0
174931,ALL,0
177943,WHO,0
178592,WHO,0
178624,WHO,0
178641,WHO,0
179552,WHO,0
179591,WHO,0
179603,WHO,1
179632,WHO,1
179790,WHO,0
180347,WHO,0
181107,WHO,0
181186,WHO,0
181340,WHO,0
182545,WHO,0
705458,WHO,0
739244,WHO,1
739250,WHO,0
808751,WHO,1
810021,WHO,0
810102,WHO,0
810211,WHO,0
810506,WHO,0
812529,WHO,1
812532,WHO,0
812549,WHO,0
812588,WHO,1
843045,WHO,0
843117,WHO,0
892561,WHO,1
809,WHO,0
7030,ALL,1
14921,WHO,0
15066,WHO,0
15461,WHO,0
17129,WHO,0
17693,WHO,0
17857,WHO,0
19940,WHO,1
50388,WHO,1
50414,WHO,0
52376,WHO,0
52434,WHO,0
52766,WHO,1
53293,WHO,1
53315,WHO,1
53319,WHO,1
53552,WHO,1
53623,WHO,0
53717,WHO,1
53736,WHO,0
53782,WHO,0
53787,WHO,0
53991,WHO,0
54979,WHO,0
55342,WHO,0
55439,WHO,0
55541,WHO,0
55598,WHO,0
55612,WHO,0
55676,WHO,0
55830,WHO,0
56026,WHO,0
56051,WHO,0
56101,WHO,0
56299,WHO,0
56941,WHO,0
56958,WHO,0
57393,WHO,0
57647,WHO,0
57682,WHO,0
57798,WHO,1
58602,WHO,0
61951,WHO,1
62086,WHO,0
62187,WHO,0
64618,WHO,0
64950,WHO,1
65103,WHO,0
65256,WHO,0
65277,WHO,0
65385,WHO,0
65414,WHO,0
65468,WHO,0
65503,WHO,0
65757,WHO,0
78026,WHO,0
79769,WHO,0
79823,WHO,0
79907,WHO,0
97778,WHO,0
101709,WHO,0
107257,WHO,0
107523,WHO,0
107544,WHO,1
107554,WHO,0
115329,WHO,0
117756,WHO,0
119579,WHO,1
136373,WHO,0
136571,WHO,0
137164,WHO,0
138175,WHO,1
139724,WHO,0
140782,WHO,1
147386,ALL,1
147475,ALL,0
147485,ALL,0
148116,ALL,1
150689,WHO,0
150694,WHO,0
150883,WHO,0
150939,WHO,0
151794,WHO,0
151840,WHO,0
165436,WHO,1
166361,WHO,0
167289,WHO,1
167407,WHO,0
168304,WHO,0
168731,WHO,0
168903,WHO,1
169107,WHO,0
169739,WHO,0
169961,WHO,0
170102,WHO,0
170246,WHO,0
170268,WHO,0
171239,WHO,0
171250,WHO,0
171347,WHO,0
171477,WHO,0
171628,WHO,0
171685,WHO,0
171738,WHO,0
171808,WHO,0
173257,WHO,0
173380,WHO,0
173428,WHO,0
173458,WHO,0
174365,WHO,0
177983,WHO,1
178099,WHO,0
178456,WHO,1
178587,WHO,0
179021,WHO,0
179510,WHO,0
179710,WHO,0
179715,WHO,0
179953,WHO,0
180407,WHO,0
180414,WHO,0
180572,WHO,0
181201,WHO,0
181354,WHO,0
181519,WHO,0
181590,WHO,0
699993,WHO,0
705511,WHO,1
708223,WHO,1
708246,WHO,0
739243,WHO,0
808750,WHO,1
808808,WHO,1
810015,WHO,0
810023,WHO,0
810060,WHO,1
810068,WHO,1
810077,WHO,0
810243,WHO,0
810247,WHO,1
810253,WHO,0
810553,WHO,0
812522,WHO,0
888290,WHO,0
892558,WHO,1
840,WHO,1
6932,ALL,0
9290,WHO,0
9518,WHO,0
12741,WHO,0
12902,WHO,0
13238,WHO,0
14459,WHO,1
15496,WHO,0
15537,WHO,0
15669,WHO,0
18071,WHO,1
45506,WHO,1
50141,WHO,0
50351,WHO,1
52643,WHO,0
52773,WHO,0
53593,WHO,1
53795,WHO,0
53909,WHO,0
54686,WHO,0
55011,WHO,0
55059,WHO,0
55253,WHO,0
55254,WHO,0
55368,WHO,0
55625,WHO,0
55870,WHO,0
57281,WHO,0
57434,WHO,0
57643,WHO,0
57764,WHO,0
64634,WHO,0
64723,WHO,0
64854,WHO,0
65572,WHO,0
65579,WHO,1
65744,WHO,0
77915,WHO,0
78125,WHO,0
79472,WHO,0
79833,WHO,0
79855,WHO,0
79914,WHO,0
80003,WHO,0
83925,WHO,1
96882,WHO,0
97292,WHO,0
97341,WHO,0
98215,WHO,0
119682,WHO,1
126394,WHO,0
135425,WHO,0
136839,WHO,0
137081,WHO,1
137134,WHO,0
137359,WHO,0
137806,WHO,0
138097,WHO,0
138141,WHO,1
139817,WHO,0
139826,WHO,0
147374,ALL,1
147513,ALL,0
147566,ALL,1
147773,ALL,0
148091,ALL,0
148174,ALL,1
148194,ALL,1
150554,WHO,0
151067,WHO,0
155511,WHO,0
155589,WHO,1
155659,WHO,0
164406,WHO,0
165394,WHO,1
166101,WHO,0
167078,WHO,0
167081,WHO,1
167203,WHO,1
167319,WHO,1
169889,WHO,0
170109,WHO,0
170118,WHO,0
170245,WHO,1
170294,WHO,0
171257,WHO,0
171320,WHO,0
171472,WHO,0
171503,WHO,1
171769,WHO,0
171913,WHO,0
171949,WHO,0
173434,WHO,0
178380,WHO,1
179863,WHO,0
180351,WHO,0
180405,WHO,0
180417,WHO,0
180441,WHO,0
181089,WHO,0
181292,WHO,0
181364,WHO,0
181444,WHO,0
181550,WHO,0
181599,WHO,0
182079,WHO,0
182208,WHO,0
739177,WHO,1
790036,WHO,1
810063,WHO,0
810191,WHO,1
810316,WHO,0
810337,WHO,0
810372,WHO,0
892565,WHO,0
7028,ALL,1
14164,WHO,0
14237,WHO,0
15275,WHO,0
15885,WHO,0
16368,WHO,0
17346,WHO,0
34795,WHO,1
45537,WHO,0
45548,WHO,1
45576,WHO,0
45583,WHO,1
50037,WHO,0
50140,WHO,0
52447,WHO,0
53777,WHO,1
54015,WHO,0
54306,WHO,0
55027,WHO,0
55197,WHO,0
55422,WHO,0
55689,WHO,0
55768,WHO,0
55957,WHO,0
56032,WHO,0
56388,WHO,1
57147,WHO,0
57320,WHO,0
57409,WHO,0
57712,WHO,0
58625,WHO,0
62122,WHO,1
64677,WHO,0
64911,WHO,1
64939,WHO,0
65531,WHO,0
65707,WHO,0
76164,WHO,0
78194,WHO,0
78353,WHO,0
96732,WHO,0
96754,WHO,1
97538,WHO,0
97892,WHO,0
98190,WHO,0
119728,WHO,0
124854,WHO,0
135301,WHO,0
135728,WHO,0
136170,WHO,0
136649,WHO,0
136766,WHO,1
137793,WHO,0
138000,WHO,0
138012,WHO,1
138033,WHO,0
139634,WHO,0
139676,WHO,1
139708,WHO,0
139847,WHO,0
141247,WHO,0
147556,ALL,0
147737,ALL,0
147840,ALL,0
147875,ALL,0
148034,ALL,1
148145,ALL,1
148159,ALL,1
150271,WHO,0
150620,WHO,0
150860,WHO,0
151289,WHO,0
155651,WHO,1
155667,WHO,1
165399,WHO,1
165913,WHO,0
168447,WHO,0
169045,WHO,1
169060,WHO,0
169101,WHO,0
169111,WHO,0
169636,WHO,0
169686,WHO,0
169887,WHO,0
170085,WHO,0
170180,WHO,0
170232,WHO,0
170415,WHO,0
171246,WHO,0
171285,WHO,1
171461,WHO,0
171549,WHO,0
171690,WHO,0
172381,WHO,0
173273,WHO,0
173430,WHO,0
173504,WHO,0
177564,WHO,0
178544,WHO,1
178582,WHO,1
179658,WHO,0
179831,WHO,0
179886,WHO,0
179985,WHO,1
180506,WHO,0
180523,WHO,1
181511,WHO,0
182460,WHO,0
699983,WHO,0
708250,WHO,0
713447,WHO,0
810016,WHO,0
810090,WHO,0
810276,WHO,0
810470,WHO,1
812609,WHO,1
8615,ALL,1
14518,WHO,0
15045,WHO,0
15050,WHO,1
16203,WHO,0
17008,WHO,0
17064,WHO,0
18640,WHO,1
18679,WHO,0
22443,ALL,0
46758,WHO,0
50060,WHO,1
52370,WHO,0
52554,WHO,0
53284,WHO,0
53724,WHO,0
54035,WHO,0
54728,WHO,0
54952,WHO,0
55203,WHO,0
55303,WHO,0
55405,WHO,0
55410,WHO,0
55982,WHO,0
56008,WHO,0
56108,WHO,0
56442,WHO,0
56458,WHO,0
56517,WHO,0
57052,WHO,0
57053,WHO,0
57181,WHO,0
57190,WHO,0
57421,WHO,0
57545,WHO,0
57564,WHO,0
57606,WHO,1
61692,WHO,0
64926,WHO,1
64946,WHO,1
65021,WHO,0
65093,WHO,0
79469,WHO,0
85442,WHO,0
95453,WHO,1
97354,WHO,0
97910,WHO,0
98000,WHO,0
107260,WHO,1
117602,WHO,0
117699,WHO,1
117753,WHO,1
126393,WHO,0
135138,WHO,0
135701,WHO,0
136191,WHO,0
136422,WHO,0
136463,WHO,0
136756,WHO,0
136789,WHO,0
136858,WHO,0
137136,WHO,0
137460,WHO,1
137482,WHO,0
137509,WHO,0
137862,WHO,1
138152,WHO,1
139578,WHO,0
139853,WHO,0
140762,WHO,0
147343,ALL,1
147349,ALL,1
147402,ALL,1
147591,ALL,1
148225,ALL,1
148390,ALL,0
150165,WHO,0
150555,WHO,0
150634,WHO,0
150680,WHO,0
150693,WHO,0
150904,WHO,0
151072,WHO,0
151328,WHO,0
154953,ALL,0
165442,WHO,1
165455,WHO,1
165924,WHO,1
166051,WHO,0
166097,WHO,1
166975,WHO,1
167468,WHO,0
167490,WHO,0
167635,WHO,0
167789,WHO,0
168829,WHO,0
169558,WHO,0
169587,WHO,0
169661,WHO,0
169669,WHO,1
169707,WHO,0
170211,WHO,0
171469,WHO,1
171583,WHO,0
171820,WHO,0
173383,WHO,0
174881,ALL,0
177933,WHO,1
178071,WHO,0
179490,WHO,0
179528,WHO,0
179736,WHO,0
179872,WHO,0
181360,WHO,0
181555,WHO,0
373502,WHO,0
705435,WHO,0
705445,WHO,1
808382,WHO,1
810031,WHO,1
810108,WHO,0
810178,WHO,0
810294,WHO,0
810443,WHO,0
812516,WHO,0
812605,WHO,0
812614,WHO,1
820841,WHO,0
843116,WHO,0
933863,WHO,0
6909,ALL,0
9288,WHO,0
9495,WHO,0
12600,WHO,0
13568,WHO,0
14025,WHO,0
15752,WHO,0
15825,WHO,0
16597,WHO,0
16963,WHO,0
17006,WHO,0
17237,WHO,0
17273,WHO,0
17414,WHO,0
17868,WHO,0
18006,WHO,0
18170,WHO,0
19140,WHO,1
45495,WHO,0
45539,WHO,0
52522,WHO,0
53408,WHO,0
53732,WHO,0
53803,WHO,0
54008,WHO,1
54278,WHO,1
54332,WHO,0
54724,WHO,0
55158,WHO,0
55407,WHO,1
55520,WHO,0
56189,WHO,0
56254,WHO,0
56559,WHO,0
56663,WHO,0
57054,WHO,0
57628,WHO,0
57662,WHO,0
61711,WHO,1
61816,WHO,0
62144,WHO,0
64886,WHO,0
65130,WHO,0
65335,WHO,0
65558,WHO,1
65619,WHO,0
65712,WHO,0
78345,WHO,1
78389,WHO,1
79901,WHO,0
79937,WHO,0
96359,WHO,0
97152,WHO,0
97429,WHO,0
97951,WHO,0
120070,WHO,1
126326,WHO,0
135019,WHO,0
135254,WHO,0
135521,WHO,0
135565,WHO,0
135604,WHO,0
136696,WHO,1
136698,WHO,0
136746,WHO,0
137376,WHO,1
138007,WHO,1
139726,WHO,0
139785,WHO,0
139812,WHO,0
140520,WHO,0
140709,WHO,0
147224,ALL,1
147907,ALL,0
147985,ALL,0
148028,ALL,1
150313,WHO,0
150641,WHO,0
150938,WHO,0
151306,WHO,0
151340,WHO,0
151370,WHO,0
151720,WHO,0
154937,ALL,0
155493,WHO,1
166112,WHO,0
166635,WHO,0
166963,WHO,1
167284,WHO,1
167308,WHO,0
167464,WHO,0
169014,WHO,0
169089,WHO,1
169502,WHO,0
169799,WHO,0
169872,WHO,0
169943,WHO,0
170023,WHO,0
171276,WHO,0
171417,WHO,0
171430,WHO,0
171910,WHO,0
173530,WHO,0
174347,WHO,0
174865,ALL,0
177951,WHO,0
178023,WHO,0
178533,WHO,0
178622,WHO,1
179544,WHO,0
179570,WHO,0
179774,WHO,0
179776,WHO,0
179857,WHO,0
179889,WHO,0
180446,WHO,0
181123,WHO,0
181418,WHO,0
181495,WHO,0
181549,WHO,0
182168,WHO,0
182936,WHO,0
373609,WHO,0
374588,ALL,0
375002,ALL,0
375016,ALL,0
705354,WHO,0
705475,WHO,1
705555,WHO,0
708207,WHO,1
708221,WHO,0
713453,WHO,0
725690,WHO,1
729405,WHO,0
790021,WHO,0
790047,WHO,0
810127,WHO,0
810154,WHO,0
810173,WHO,1
810430,WHO,1
820896,WHO,1
843043,WHO,0
843108,WHO,0
888268,WHO,1
823,WHO,1
856,WHO,1
9524,WHO,0
14666,WHO,0
14986,WHO,0
15596,WHO,0
16075,WHO,0
16230,WHO,0
16268,WHO,1
16411,WHO,0
17583,WHO,0
17608,WHO,0
17797,WHO,0
18308,WHO,0
19489,WHO,0
45415,WHO,0
45528,WHO,0
45529,WHO,1
52374,WHO,0
52444,WHO,0
52489,WHO,0
52675,WHO,0
52737,WHO,0
52793,WHO,0
52832,WHO,0
53337,WHO,0
53479,WHO,0
53537,WHO,0
53540,WHO,0
53604,WHO,0
53851,WHO,0
53926,WHO,0
54043,WHO,0
54227,WHO,0
54736,WHO,0
54867,WHO,0
55482,WHO,0
55499,WHO,0
55586,WHO,0
55674,WHO,0
55814,WHO,0
55932,WHO,0
55958,WHO,1
55980,WHO,0
55992,WHO,0
56178,WHO,0
56431,WHO,0
56538,WHO,0
56628,WHO,0
57169,WHO,0
57684,WHO,0
57688,WHO,0
57743,WHO,1
60276,WHO,1
60362,WHO,1
61822,WHO,1
62112,WHO,0
62197,WHO,1
64685,WHO,0
64748,WHO,1
64833,WHO,0
65186,WHO,0
65261,WHO,0
65429,WHO,0
65551,WHO,0
65642,WHO,0
78089,WHO,0
78179,WHO,0
78278,WHO,1
78312,WHO,1
78368,WHO,1
79796,WHO,0
88116,WHO,1
97929,WHO,0
98074,WHO,0
98227,WHO,0
107226,WHO,0
109627,WHO,1
117690,WHO,0
119799,WHO,0
137167,WHO,0
137298,WHO,1
137427,WHO,0
137569,WHO,0
147429,ALL,0
147949,ALL,1
148345,ALL,1
150606,WHO,0
150676,WHO,0
151543,WHO,0
151702,WHO,0
151824,WHO,0
155023,ALL,0
165418,WHO,1
165777,WHO,0
166567,WHO,1
166803,WHO,0
167143,WHO,1
167285,WHO,0
167921,WHO,0
168476,WHO,0
169061,WHO,1
169108,WHO,0
169561,WHO,0
169674,WHO,0
169930,WHO,0
169948,WHO,0
169958,WHO,0
169959,WHO,0
171377,WHO,0
171942,WHO,0
173268,WHO,0
173374,WHO,0
173397,WHO,0
173538,WHO,0
173572,WHO,0
177922,WHO,0
178051,WHO,0
178083,WHO,0
178976,WHO,0
179697,WHO,1
179988,WHO,0
181113,WHO,0
181265,WHO,0
181477,WHO,0
181534,WHO,0
181560,WHO,0
181580,WHO,0
181625,WHO,0
373613,WHO,1
374947,ALL,0
705349,WHO,0
705404,WHO,1
707410,WHO,0
739188,WHO,0
810412,WHO,1
810445,WHO,1
810510,WHO,0
810542,WHO,1
892572,WHO,0
8581,ALL,0
13050,WHO,0
14884,WHO,0
17924,WHO,0
17936,WHO,0
17948,WHO,0
18844,WHO,0
19253,WHO,0
19476,WHO,0
45476,WHO,0
52443,WHO,1
52518,WHO,1
53373,WHO,0
53393,WHO,0
53585,WHO,0
53682,WHO,0
53701,WHO,0
53702,WHO,0
53843,WHO,0
54069,WHO,0
54238,WHO,0
54338,WHO,1
54606,WHO,0
54637,WHO,0
54751,WHO,0
54910,WHO,1
54929,WHO,0
55021,WHO,0
55394,WHO,0
55686,WHO,0
55874,WHO,0
56462,WHO,0
56670,WHO,0
56799,WHO,0
57123,WHO,0
57237,WHO,0
57422,WHO,0
57445,WHO,0
61730,WHO,1
61970,WHO,1
62028,WHO,0
64735,WHO,1
64743,WHO,0
65037,WHO,0
65087,WHO,0
65146,WHO,0
65460,WHO,0
76246,WHO,1
78047,WHO,0
78062,WHO,0
78100,WHO,0
78102,WHO,0
79992,WHO,0
97459,WHO,0
97831,WHO,0
101458,WHO,0
101678,WHO,0
124853,WHO,1
126791,WHO,0
135025,WHO,0
135727,WHO,1
135739,WHO,0
136530,WHO,0
136750,WHO,0
136799,WHO,0
136939,WHO,0
137781,WHO,0
137788,WHO,0
137815,WHO,1
137951,WHO,0
138125,WHO,0
138155,WHO,1
139521,WHO,0
139682,WHO,0
139806,WHO,0
140509,WHO,0
140513,WHO,1
147368,ALL,0
147879,ALL,0
147943,ALL,1
147968,ALL,1
147973,ALL,1
148026,ALL,1
148211,ALL,1
148279,ALL,1
148297,ALL,1
148410,ALL,1
150673,WHO,0
151157,WHO,0
151722,WHO,0
151781,WHO,0
151877,WHO,0
155509,WHO,0
155612,WHO,0
165393,WHO,0
166137,WHO,0
166322,WHO,1
166339,WHO,0
167620,WHO,0
167950,WHO,0
168534,WHO,0
169099,WHO,0
169476,WHO,0
169864,WHO,0
170371,WHO,0
171309,WHO,0
171425,WHO,0
171481,WHO,1
171744,WHO,0
171870,WHO,0
171950,WHO,0
172453,WHO,0
178397,WHO,0
179477,WHO,0
179592,WHO,0
179642,WHO,0
179669,WHO,1
179959,WHO,0
179976,WHO,0
181169,WHO,0
373599,WHO,1
699991,WHO,0
705376,WHO,0
725762,WHO,0
808734,WHO,1
810362,WHO,1
811211,WHO,1
820872,WHO,0
843164,WHO,0
892526,WHO,0
869,WHO,1
7041,ALL,1
13149,WHO,0
13200,WHO,0
13984,WHO,0
14266,WHO,0
17881,WHO,0
18715,WHO,0
19449,WHO,0
20028,WHO,0
34767,WHO,0
34837,WHO,0
42125,WHO,0
45610,WHO,0
52572,WHO,0
53422,WHO,1
53457,WHO,1
53575,WHO,0
53847,WHO,0
54266,WHO,0
54412,WHO,0
54752,WHO,1
55004,WHO,1
55319,WHO,1
55762,WHO,0
56123,WHO,0
56139,WHO,0
56145,WHO,0
56410,WHO,0
56592,WHO,0
56611,WHO,0
56772,WHO,0
56832,WHO,0
56834,WHO,0
56849,WHO,0
56916,WHO,0
57371,WHO,0
60368,WHO,1
62054,WHO,0
62218,WHO,0
64477,WHO,0
64750,WHO,0
64913,WHO,0
65067,WHO,1
65341,WHO,0
65637,WHO,0
65749,WHO,0
77985,WHO,0
78005,WHO,0
78065,WHO,0
78108,WHO,0
78151,WHO,0
78800,WHO,0
79995,WHO,0
96895,WHO,0
97248,WHO,0
98064,WHO,0
98132,WHO,0
115299,WHO,1
124901,WHO,0
126354,WHO,0
135612,WHO,0
136349,WHO,0
136903,WHO,0
137261,WHO,0
137547,WHO,0
137921,WHO,0
139546,WHO,0
147859,ALL,1
148144,ALL,1
150050,WHO,0
150104,WHO,0
150250,WHO,0
150741,WHO,0
151316,WHO,0
151769,WHO,0
155598,WHO,1
155679,WHO,1
164423,WHO,1
165452,WHO,0
165960,WHO,1
167132,WHO,0
167312,WHO,1
167314,WHO,1
168520,WHO,0
169116,WHO,0
170271,WHO,0
170349,WHO,0
171762,WHO,0
173462,WHO,0
173519,WHO,0
173804,WHO,0
174798,ALL,0
177923,WHO,0
178008,WHO,1
178501,WHO,1
178532,WHO,1
179662,WHO,0
179783,WHO,0
179975,WHO,0
180388,WHO,1
180392,WHO,0
181422,WHO,0
182206,WHO,0
698645,WHO,1
699964,WHO,0
700054,WHO,0
700056,WHO,0
705427,WHO,1
725678,WHO,1
729439,WHO,0
739208,WHO,1
790025,WHO,0
810003,WHO,0
810033,WHO,0
810099,WHO,0
810179,WHO,0
810252,WHO,0
810293,WHO,0
810459,WHO,0
812561,WHO,0
843101,WHO,0
843163,WHO,0
888272,WHO,1
6912,ALL,1
12461,WHO,0
14606,WHO,0
15144,WHO,0
15777,WHO,0
15958,WHO,0
18217,WHO,0
18974,WHO,0
34283,WHO,0
34325,WHO,0
34842,WHO,0
45482,WHO,1
45551,WHO,1
50038,WHO,0
50050,WHO,1
52475,WHO,0
52583,WHO,0
52602,WHO,0
53257,WHO,0
53562,WHO,1
53582,WHO,0
53730,WHO,1
53764,WHO,1
53778,WHO,1
53863,WHO,0
54876,WHO,0
54877,WHO,0
55338,WHO,0
55371,WHO,0
55487,WHO,0
55532,WHO,0
55707,WHO,0
56193,WHO,0
56357,WHO,0
56499,WHO,0
56630,WHO,0
57045,WHO,0
57250,WHO,0
57432,WHO,0
58622,WHO,0
61737,WHO,1
61955,WHO,0
64628,WHO,0
64841,WHO,0
65019,WHO,0
65053,WHO,0
65070,WHO,1
65188,WHO,1
65309,WHO,0
65343,WHO,1
65431,WHO,0
65718,WHO,0
76144,WHO,1
77911,WHO,0
78018,WHO,0
78218,WHO,0
79532,WHO,0
85443,WHO,1
96562,WHO,0
96602,WHO,0
97274,WHO,0
97405,WHO,0
122066,WHO,1
124718,WHO,0
126340,WHO,0
135710,WHO,0
136844,WHO,0
136859,WHO,1
136970,WHO,0
137647,WHO,0
137736,WHO,0
137939,WHO,0
139507,WHO,0
139619,WHO,0
140794,WHO,1
146828,WHO,1
147541,ALL,0
147818,ALL,0
148164,ALL,1
148286,ALL,0
148322,ALL,1
148357,ALL,1
148394,ALL,1
150194,WHO,0
150220,WHO,0
150674,WHO,0
150914,WHO,0
151135,WHO,0
151509,WHO,0
151852,WHO,0
154971,ALL,1
164439,WHO,1
165457,WHO,0
166098,WHO,1
166153,WHO,0
167419,WHO,0
167462,WHO,0
167823,WHO,0
167870,WHO,0
168894,WHO,0
168980,WHO,0
169088,WHO,0
169198,WHO,0
169205,WHO,0
169478,WHO,0
169482,WHO,1
169596,WHO,0
170165,WHO,0
170424,WHO,0
171630,WHO,0
171641,WHO,0
171659,WHO,0
171706,WHO,0
172383,WHO,0
173261,WHO,0
177958,WHO,0
178536,WHO,0
179470,WHO,0
179609,WHO,0
179802,WHO,0
179832,WHO,0
179941,WHO,0
180488,WHO,0
180491,WHO,0
180567,WHO,0
181234,WHO,0
181284,WHO,0
182824,WHO,0
374655,ALL,0
698646,WHO,1
705451,WHO,1
705563,WHO,1
729367,WHO,0
808759,WHO,1
810145,WHO,0
810268,WHO,1
810334,WHO,0
888333,WHO,1
892521,WHO,0
862,WHO,1
13115,WHO,0
16026,WHO,0
16552,WHO,0
17548,WHO,0
18644,WHO,0
19839,WHO,0
22403,ALL,0
34691,WHO,1
40654,WHO,0
45503,WHO,0
45599,WHO,0
53266,WHO,0
54537,WHO,0
54778,WHO,0
55300,WHO,0
55428,WHO,0
55546,WHO,0
55746,WHO,0
55797,WHO,0
55829,WHO,0
56067,WHO,0
56116,WHO,0
56338,WHO,0
56494,WHO,0
56715,WHO,0
57444,WHO,0
58573,WHO,1
61696,WHO,1
61709,WHO,0
61728,WHO,1
62037,WHO,1
65048,WHO,0
65056,WHO,0
76237,WHO,1
76358,WHO,0
77959,WHO,0
78066,WHO,0
78186,WHO,0
97412,WHO,0
97631,WHO,0
98138,WHO,0
101573,WHO,0
101576,WHO,0
101603,WHO,0
107210,WHO,0
107293,WHO,0
117612,WHO,0
117725,WHO,1
135024,WHO,0
135405,WHO,0
135628,WHO,0
135707,WHO,0
136139,WHO,0
136163,WHO,0
136323,WHO,0
136476,WHO,0
136702,WHO,0
137314,WHO,0
137785,WHO,1
138101,WHO,1
138144,WHO,0
138417,WHO,0
138619,WHO,0
139605,WHO,0
140555,WHO,0
140560,WHO,0
140757,WHO,0
147598,ALL,1
147819,ALL,0
147897,ALL,1
148064,ALL,0
148120,ALL,0
148350,ALL,1
150145,WHO,0
150211,WHO,0
150734,WHO,0
150772,WHO,0
150920,WHO,0
150921,WHO,0
151526,WHO,0
154933,ALL,0
155521,WHO,1
164806,WHO,0
164986,WHO,0
165030,WHO,0
165465,WHO,0
165482,WHO,1
165483,WHO,1
166305,WHO,1
166956,WHO,0
168300,WHO,0
168569,WHO,0
168951,WHO,0
169117,WHO,0
169470,WHO,0
169477,WHO,0
169485,WHO,0
169703,WHO,0
169808,WHO,0
169873,WHO,0
169886,WHO,0
170092,WHO,0
170457,WHO,1
171277,WHO,0
171310,WHO,0
171386,WHO,0
171387,WHO,0
171426,WHO,0
171556,WHO,0
171569,WHO,0
171736,WHO,0
173265,WHO,0
173379,WHO,0
173404,WHO,0
178360,WHO,0
178442,WHO,0
178597,WHO,0
178956,WHO,0
179457,WHO,1
179483,WHO,1
179565,WHO,1
179756,WHO,0
179854,WHO,1
179885,WHO,1
181149,WHO,0
181362,WHO,0
181413,WHO,0
181494,WHO,0
181523,WHO,0
181535,WHO,0
181600,WHO,0
182355,WHO,0
182373,WHO,0
182384,WHO,0
182439,WHO,0
373491,WHO,0
374607,ALL,0
699937,WHO,0
700051,WHO,0
705381,WHO,0
705419,WHO,1
