covariate,pval
screen_sex,0.34825035272813964
screen_years,0.6282993285199734
bl_bmi,0.4021766490657417
fstrom1_baseline,0.9248958299959121
HIV_CD4,0.8104372865630668
bl_prevtb,0.1232729453401139
smear_pos_no_contam_sputum_specimen_1,0.8704670015657685
diabetes,0.36642816934730893
total_adherence,0.02891402670070866
high_lung_involvement,0.5602126758259552
RIF_AUC,0.23767887899366646
cxr_cavity_chest_radiograph_1,0.9595082818121438
F2,0.5060687796719432
delayed_TCC,0.8242313529849816
