covariate,pval
screen_sex,0.4599566228947658
screen_years,8.484974461858333e-05
bl_bmi,0.4738242397190362
fstrom1_baseline,0.4787058872915563
HIV_CD4,0.5199363629177222
bl_prevtb,0.5445379623311171
diabetes,0.412682063606451
adherence_12week,0.4621232043752983
RIF_AUC,0.028247124101625807
INH_AUC,0.06628353646143258
EMB_AUC,0.3559440265821249
PZA_AUC,0.017453409857803963
F2,0.4260906606992694
