covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,binarize_MICs,tb_deaths_only,include_drugs,num_pids,significant
diabetes,0.8873868514753948,0.3915031319245333,6.704404774093793e-05,0.39157241077386556,0.6257574696109233,0.00017695605394456163,1.4181002937562128,926447547.8063937,0.00017692474603965729,382.9476990038429,382.94754071222684,0.1561614858608657,1.9599639871006642,-0.33907525362125324,2.113848956572043,2.4287746027934958,0.7124288342222002,8.280049582236414,0,predicted,False,False,RIF,358,
total_adherence,-0.973492515942438,0.22655964734532394,0.00016155312962846605,0.22672658557927333,0.4761581518563694,0.0007368401032817923,-2.0444730645629834,53492299.051867,0.0007362975697044851,382.7334505622841,382.7307121522943,0.04090684059581325,1.9599640288879565,-1.9067453656426911,-0.04023966624218489,0.3777613938245864,0.14856311924233068,0.9605591979495347,0,predicted,False,False,RIF,358,1.0
HIV_High_CD4,0.07439835981395856,0.24243119405990907,0.015171211345986974,0.25810811245076226,0.508043415911241,0.06466543404880135,0.14644094871402982,7861.038304230224,0.06073779797930139,359.7519480471547,344.0087578972942,0.8835770583583684,1.9602658060334655,-0.9215017763772855,1.0702984960052027,1.0772358475058006,0.39792100377426537,2.9162498590042736,0,predicted,False,False,INH,358,
HIV_Low_CD4,1.1099007619958194,0.2148067861397985,0.007469970699132722,0.22252575586223564,0.4717263569721705,0.035934477961108546,2.3528487344227367,24101.268047977883,0.034687983386587906,369.7294298683484,364.14323129043885,0.018638203277466125,1.9600624187112325,0.1852876577791086,2.03451386621253,3.034057285705605,1.2035646050580955,7.648533011236997,0,predicted,False,False,INH,358,1.0
INH_pred_MIC,-16.147700205471942,307.53522472091385,0.645992313273626,308.20275011129655,17.55570420436892,0.0021705656351675546,-0.9197979196672396,6182091.637027114,0.0021658644841478334,382.18590432734743,382.1622784989736,0.3576784065795542,1.959964368272911,-50.55625490597396,18.260854495030074,9.708293677422732e-08,1.1058531736419484e-22,85229186.27315225,0,predicted,False,False,INH,358,
bl_prevtb,0.6324448898831897,0.12432527623851228,0.00014433326726033565,0.1244744206146813,0.35280932614470567,0.0011996303622353265,1.7925968590291481,20199678.673010506,0.0011981929735644214,382.5565374798933,382.5492924768854,0.07303742398018388,1.9599641019810987,-0.059048724204574965,1.3239385039709544,1.8822067466462626,0.9426608376386226,3.7581939290012545,0,predicted,False,False,INH,358,
diabetes,0.836927463940643,0.39140552891430286,8.966224540288586e-05,0.3914981799012192,0.6256981539857851,0.00023671353640127314,1.337589792473092,517794452.2676966,0.0002366575163636587,382.92482042910615,382.9245372447093,0.18103019431468967,1.959963989121546,-0.3894183859313236,2.0632733138126094,2.309260778334206,0.6774507748395531,7.8716942107206105,0,predicted,False,False,INH,358,
total_adherence,-0.9431834501360185,0.22545101328803488,0.0001730983984659306,0.22562988163311634,0.47500513853338083,0.0007933800894163225,-1.9856278882543847,46144957.60629441,0.0007927511364488019,382.7118279732277,382.7086539074984,0.04707466336365951,1.9599640359491657,-1.8741764385524962,-0.012190461719540746,0.38938626840470025,0.1534813161044533,0.9878835409448116,0,predicted,False,False,INH,358,1.0
EMB_pred_MIC,0.6878537585927008,1.2816626055636469,0.000554156311027049,1.282235233751708,1.132358262102462,0.00044678543758359463,0.6074524129099877,145407887.6160927,0.00044658590950259893,382.8444146082186,382.8434066198467,0.5435507151392847,1.959964000854652,-1.5315276711984613,2.9072351883838627,1.9894411270058743,0.21620512455821875,18.306115573854697,0,predicted,False,False,EMB,358,
HIV_High_CD4,0.1936147238144034,0.21982122860286063,0.011540796329805529,0.23174671814365969,0.4814007874356456,0.05425085473589176,0.40219029313550114,10951.478414467065,0.051459151768468374,363.3058130301235,351.64044574360344,0.6875518345997587,1.9601806246035642,-0.7500177723858481,1.1372472200146548,1.2136286106686713,0.4723581577349775,3.118172895957383,0,predicted,False,False,EMB,358,
HIV_Low_CD4,1.0699995023801117,0.2135778362636945,0.007527503391572094,0.22135625643498566,0.4704851288138507,0.03641960377240415,2.2742472330160752,23485.44549984896,0.03513982525981034,369.55636744365876,363.8312826384714,0.022960105367100612,1.9600649999291684,0.14781806840491662,1.9921809363553067,2.915378049226536,1.1593019635204749,7.331505886612614,0,predicted,False,False,EMB,358,1.0
bl_prevtb,0.543213589310152,0.12520578860402667,8.121221256007374e-05,0.12528970789033875,0.3539628623038563,0.000670250850601466,1.534662664253842,64640577.497066006,0.0006698019152980029,382.75891942620507,382.75665299343825,0.1248667162460596,1.9599640212394671,-0.15054088566034607,1.23696806428065,1.7215302737280416,0.8602425577033671,3.44515213392185,0,predicted,False,False,EMB,358,
diabetes,0.899999255504714,0.3932058518650165,6.548652210745202e-05,0.3932735212711942,0.6271152376327609,0.00017209664061899728,1.4351417434888645,979496031.1247582,0.00017206702846143777,382.9495595847947,382.9494098646292,0.15124671069487403,1.9599639869619843,-0.3291240259306041,2.129122536940032,2.45960127999471,0.7195537678869215,8.4074863151885,0,predicted,False,False,EMB,358,
total_adherence,-0.9641997447849147,0.22865312039888372,0.00016168245965549142,0.22882019227386108,0.4783515362929872,0.0007306783073237114,-2.0156718890400898,54397632.31407576,0.0007301448063525044,382.7358071657937,382.73311429735077,0.043834301897359325,1.9599640281498798,-1.9017515487294014,-0.026647940840427986,0.3812882055567592,0.14930687179628174,0.9737039825940141,0,predicted,False,False,EMB,358,1.0
HIV_High_CD4,0.1878191942136729,0.2191998696534093,0.01135695566947972,0.23093539051187167,0.4805573748387092,0.05353799195692109,0.3908361499533977,11229.857479033368,0.05081733394110977,363.5516391830198,352.1512139064731,0.6959257663810894,1.9601752537029768,-0.7541574799296304,1.1297958683569762,1.2066153325918436,0.4704067749697773,3.095024643170297,0,predicted,False,False,PZA,358,
HIV_Low_CD4,1.0937245493959062,0.21695510298319604,0.007508331242143866,0.22471371193341136,0.47403977885132315,0.035761357274072786,2.3072421307051107,24327.04839489545,0.03452663784270721,369.7912277066889,364.2542620795698,0.021049679791972694,1.960061505094918,0.16457742698571975,2.022871671806093,2.9853725588634172,1.1788948442922715,7.56000364100764,0,predicted,False,False,PZA,358,1.0
PZA_pred_MIC,0.020767723234511228,1.6235318906450427,0.0010950083086581199,1.624663399230656,1.2746228458766367,0.0006969426299127595,0.016293230034040374,59787319.68143674,0.0006964572391728685,382.74871002496525,382.7462597455755,0.9870004585304368,1.9599640242185559,-2.47744719913077,2.518982645599792,1.0209848730291349,0.08395727847222412,12.415958805753602,0,predicted,False,False,PZA,358,
bl_prevtb,0.5538486399363723,0.12505968725773056,6.210703907537798e-05,0.1251238645314418,0.35372851812009987,0.0005131731505050346,1.5657449472262415,110234051.23353982,0.0005129099388957659,382.8190114793317,382.81768203634226,0.11740834204767443,1.9599640060603665,-0.13944652349609554,1.2471438033688402,1.7399365376326341,0.8698395379381116,3.4803880749835887,0,predicted,False,False,PZA,358,
diabetes,0.8789523156086064,0.3915913386404704,9.131001404231052e-05,0.39168569232164746,0.6258479786031489,0.0002409493568081255,1.40441823838813,499753352.2695597,0.0002408913142009081,382.92319881906343,382.92290541420044,0.1601943436031544,1.9599639892869378,-0.34768718522158737,2.1055918164388,2.4083751671167115,0.7063197889284643,8.211961545610748,0,predicted,False,False,PZA,358,
total_adherence,-0.9772731322845357,0.22960641633028858,0.00017899577364154337,0.22979137862971818,0.4793656001735191,0.0008055624158321724,-2.03868014711691,44760922.39640521,0.0008049140073598663,382.70716940558316,382.70389727629254,0.04148196626975677,1.959964037538767,-1.9168124694578204,-0.03773379511125097,0.37633591920985715,0.14707502188090782,0.9629692538969007,0,predicted,False,False,PZA,358,1.0
