covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,HR_TCC_assoc,HR_TCC_assoc_lower,HR_TCC_assoc_upper,exclude_resistance,MIC_type,include_drugs,num_pids,significant
INH_pred_MIC_resistant,-0.42699804081379544,0.16348418331140654,0.027535540631243662,0.191937575297025,0.4381068080925301,0.17404369896395486,-0.9746437008657751,1319.6231094154941,0.14824294795631648,300.6845146292757,244.88574160853912,0.32991565225665653,1.961763294925698,-1.286459896186778,0.4324638145591869,1.532649658975009,0.6489083337437265,3.6199488510250952,0,predicted,INH,358,
RIF_AUC,0.42377570873137843,0.05709555285484376,0.01943777499172971,0.07718125367963112,0.27781514299913734,0.35179098582077006,1.5253873642614735,428.20099884427503,0.2602406655398522,261.14744326556837,162.21636145240845,0.12790074020761705,1.965519498711273,-0.12227537187068666,0.9698267893334436,0.6545706799336903,0.37914870501604964,1.1300652471191128,0,predicted,INH,358,
screen_years,-0.020124044755964465,2.7637250552712122e-05,1.3494198199285102e-05,4.158125535864006e-05,0.006448352918276113,0.5045366137030435,-3.120803872090856,257.8802863886709,0.33534352644383425,234.6348746592967,122.854509788413,0.0020087265123452246,1.969205694267289,-0.03282217804127888,-0.007425911470650052,1.0203278985023094,1.0074535519274033,1.033366767599781,0,predicted,INH,358,1.0
EMB_pred_MIC_resistant,1.4005452231526476,1.0501270948215895,0.014495205898853463,1.0651054742504047,1.0320394732036196,0.014263396785662392,1.3570655575848527,146640.37948021054,0.014062813299646839,348.0523509921526,347.22820151642867,0.17476246981506205,1.9599801621473856,-0.622231670879485,3.4233221171847803,0.24646255021356095,0.03260394071180392,1.8630811899305286,0,predicted,EMB,358,
RIF_AUC,0.4126257321989801,0.05749206474571919,0.019603271583767016,0.07774877871561177,0.27883467990121275,0.3523393021190961,1.4798221381399461,427.2156542610072,0.2605406066118063,261.0415590402232,162.0339580602009,0.13965773658269376,1.9655323478734623,-0.13543285085579587,0.9606843152537561,0.661909968062873,0.38263095616418863,1.1450323053135103,0,predicted,EMB,358,
screen_years,-0.02090344844686678,2.7909812360937813e-05,1.3431142660498727e-05,4.1788659776786496e-05,0.006464414882786105,0.49727483783708015,-3.233618018937791,262.9105909902309,0.33211994569776443,235.77285268915233,124.30166035311748,0.0013785359439268097,1.9690280692856457,-0.0336320628025805,-0.008174834091153063,1.0211234558222153,1.0082083392849315,1.0342040145887212,0,predicted,EMB,358,1.0
RIF_AUC,0.435348047188356,0.0570748706600799,0.019310880497928805,0.07702944717460633,0.2775417935637916,0.3496210553567376,1.5685855510200608,432.14205130161923,0.25905127514798904,262.30823214175985,163.22898876069596,0.11747644775892603,1.9654686937969872,-0.11015165928154252,0.9808477536582545,0.647039427629788,0.37499306232172785,1.1164473772271857,0,predicted,PZA,358,
screen_years,-0.020540049664568464,2.7707912647109687e-05,1.3324555670119952e-05,4.1476620172900306e-05,0.006440234481204881,0.49692330494721987,-3.1893325816804263,263.1590848912337,0.33196310278885055,236.49622657481729,124.55812864882836,0.0015986547274222784,1.9690194715313991,-0.033220996759288794,-0.007859102569848135,1.0207524482177321,1.0078900663792152,1.033778975801979,0,predicted,PZA,358,1.0
EMB_pred_MIC_resistant,1.9579782108606338,1.2349092547605791,0.050516067483991366,1.2871091911607035,1.1345083477703914,0.042270260910988795,1.7258385226592454,17631.482618819336,0.04055595030989637,337.7404306009953,331.3924322401966,0.0843939873388611,1.9600985410814802,-0.2657699464488712,4.181726368170139,0.14114349502941306,0.015272119494529444,1.3044349342770614,0,predicted,"INH,EMB,PZA",358,
INH_pred_MIC_resistant,-0.5730704847708552,0.19294946854181297,0.0354854037990467,0.22961771913416124,0.4791844312309836,0.19004069236087112,-1.1959288478940904,1137.1779074601777,0.1596926000772776,295.80232758624237,234.74145956763763,0.23197363119809888,1.962052272759941,-1.5132553871387862,0.36711441759707575,1.773704832525756,0.6927303799643213,4.541491067689646,0,predicted,"INH,EMB,PZA",358,
RIF_AUC,0.39499687030722985,0.057450805361875815,0.019766993928546334,0.07787669908804036,0.2790639695267742,0.35553711732158083,1.4154348588140926,421.55178446854575,0.26228504758622184,259.68806182027873,160.69518901732565,0.1576793680271138,1.9656073745538474,-0.15353332616686766,0.9435270667813274,0.6736821476637151,0.3892524917866743,1.1659466430070335,0,predicted,"INH,EMB,PZA",358,
screen_years,-0.020426597551701176,2.7756929477085576e-05,1.3600069206740011e-05,4.181033432405026e-05,0.006466091116281169,0.5063025742298445,-3.159033361015965,256.6859888638081,0.33612275706871925,233.69594711253234,122.32602972744647,0.0017724803942681085,1.9692488934900942,-0.033159940327643994,-0.007693254775758355,1.0206366482647662,1.0077229238955103,1.033715858873474,0,predicted,"INH,EMB,PZA",358,1.0
INH_lower_bound_resistant,0.1344526401097047,0.34892599364655813,0.02889842652631998,0.37878770105708875,0.6154573105074703,0.08558177938665938,0.21845973362286147,4666.16900851058,0.07883494455388892,325.1867030929595,304.00079730334863,0.8270804820356814,1.9604725122485465,-1.0721344996026092,1.3410397798220188,0.8741942796413771,0.2615735482347921,2.9216090224525892,0,measured,INH,357,
