covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,binarize_MICs,tb_deaths_only,include_drugs,num_pids,significant
total_adherence,-1.29717499888935,0.24027585075636104,2.368883573926582e-05,0.2403003292199583,0.4902043749498349,0.00010187650369434104,-2.6461922112019023,2794720742.322567,0.00010186612592958641,381.97658943654415,381.9765372287895,0.008140354773613034,1.959963985388894,-2.2579579192711,-0.3363920785075999,0.27330278416467174,0.1045637945925618,0.7143429723759718,0,measured,False,True,EMB,361,1.0
EMB_midpoint,0.18526190446045218,0.256856470537381,0.0003219240993052472,0.2571891254399964,0.5071381719413324,0.0012951003411339407,0.36530853860056894,17334660.660152912,0.0012934252256829276,379.5240626725487,379.51575357648574,0.7148811097874883,1.9599641213913852,-0.8087107171325746,1.179234526053479,1.2035336096744167,0.445431983997836,3.251884017432767,0,measured,False,True,"RIF,INH,EMB",361,
F2,0.38743609560999137,0.06300371215358354,1.8607838610005305e-06,0.06300563496357324,0.2510092328253549,3.051899521433488e-05,1.5435133251833744,31137521737.054947,3.051806383369078e-05,380.00398707572145,380.0039824381325,0.12270627693573757,1.9599639846162407,-0.10453296053385691,0.8794051517538397,1.473198806739742,0.9007451078779698,2.4094660134123393,0,measured,False,True,"RIF,INH,EMB",361,
HIV_High_CD4,0.4351382601705046,0.2519119154767761,0.004998551805876875,0.2570770856761822,0.5070276971489647,0.020503874100716305,0.8582139843982942,71838.20304723004,0.020091912065286998,372.38034471006785,370.4600289528368,0.39077717873444096,1.9599970075058273,-0.558634508964037,1.4289110293050462,1.545176680574633,0.5719895774760654,4.174151187731297,0,measured,False,True,"RIF,INH,EMB",361,
HIV_Low_CD4,1.42991970687061,0.24713575828972936,0.002595924830611155,0.24981821394802756,0.49981818088983876,0.01085417859747119,2.8608797389580514,251524.96235936257,0.010737630438972932,375.9351175090796,375.3740745989822,0.004225020747471495,1.9599734161385307,0.45028935942380666,2.409550054317413,4.178363684557995,1.5687660570633528,11.128952594190412,0,measured,False,True,"RIF,INH,EMB",361,1.0
INH_AUC,0.03180714114297668,0.0009929873426795797,4.20245357640121e-07,0.0009934215962158078,0.03151859127905002,0.00043732031372755516,1.0091549099187838,151767389.65546593,0.00043712914827129365,379.849468526839,379.8485178268372,0.3129003489583701,1.9599640001710221,-0.029968163100065684,0.09358244538601905,1.0323183943599605,0.9704764300176728,1.0981011329811694,0,measured,False,True,"RIF,INH,EMB",361,
INH_midpoint,0.008575304642728935,0.25818040149742577,0.00010047390717716103,0.2582842245348422,0.5082167102081967,0.0004021336895218785,0.016873322876801836,179475966.03288013,0.0004019720430211337,379.862828774737,379.8620247926414,0.9865376750165156,1.9599639977578194,-0.9875111504242554,1.0046617597097134,1.008612177892006,0.372502641309369,2.730983387973279,0,measured,False,True,"RIF,INH,EMB",361,
RIF_midpoint,-0.062229354461137136,0.19971116551295645,9.485011401807397e-05,0.1998091772974418,0.44700019831924215,0.0004907676755758781,-0.13921549631325594,120523647.99068376,0.0004905269408093297,379.8291765335012,379.82797950909077,0.8892798636913586,1.9599640042230895,-0.938333653047434,0.8138749441251598,0.9396673451767172,0.3912792994934522,2.256635402727805,0,measured,False,True,"RIF,INH,EMB",361,
smear_pos_no_contam_sputum_specimen_1,0.6136935754338035,0.23881025627986038,0.00017845312340169058,0.2389946578407088,0.48887079871956846,0.0007721676770545168,1.2553287638393744,48713036.19645525,0.0007715718941773092,379.7223750713,379.71941512526854,0.20935944353468514,1.9599640332389539,-0.3444756069573507,1.5718627578249578,1.8472417404967,0.7085918366869162,4.815610159704631,0,measured,False,True,"RIF,INH,EMB",361,
total_adherence,-1.2906994309999684,0.24186735566674428,1.7879331870389665e-05,0.24188583097634367,0.4918189005887672,7.638612308168933e-05,-2.6243388154762735,4970904354.062671,7.638028868755662e-05,379.98655871554104,379.9865296685581,0.008681737425421198,1.9599639850172852,-2.2546467633047484,-0.3267520986951882,0.2750783174867246,0.10491059546392527,0.7212625227863342,0,measured,False,True,"RIF,INH,EMB",361,1.0
