covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,binarize_MICs,tb_deaths_only,include_drugs,num_pids,significant
INH_pred_MIC,-19.633907113459113,309.0550593127263,1.267644584676729,310.36495871689226,17.617177944179716,0.0042384014262018405,-1.1144751546285923,1628049.0031278813,0.004220513197048167,382.394681998968,382.3048865718976,0.2650755619488305,1.9599654416663195,-54.162967063737455,14.895152836819225,2.9723673518909267e-09,3.00138895979027e-24,2943626.365309352,0,predicted,False,True,INH,358,
total_adherence,-1.234726000662341,0.21956637530756803,9.586391529163529e-05,0.21966543468670272,0.4686847924636586,0.00045115914946415483,-2.6344486113405967,142603519.0814705,0.00045095569667559667,383.8422502213861,383.84121704578547,0.008427406868311144,1.9599640011754866,-2.153331321789516,-0.3161206795351662,0.2909144618184083,0.11609675719683521,0.7289714729207024,0,predicted,False,True,INH,358,1.0
EMB_pred_MIC,0.7396663463246043,2.028983229594133,0.000912977427159255,2.0299266396021975,1.4247549401922415,0.0004649668830694468,0.519153382422946,134263426.27671817,0.0004647507893435216,383.8369526930239,383.83585536973084,0.6036537855604451,1.9599640022088363,-2.0528020484213925,3.532134741070601,2.095236314558362,0.12837468706218727,34.19689125876891,0,predicted,False,True,EMB,358,
F2,0.37469579016773735,0.060727125882257954,1.7208002330609732e-06,0.06072890404249879,0.24643235185847412,2.9281152615015822e-05,1.5204813302391595,33825723497.059284,2.9280295254221863e-05,384.0041800795227,384.0041757201419,0.12839004751476268,1.959963984610186,-0.10830274411765695,0.8576943244531317,1.454548859242278,0.8973558860871984,2.3577182885023427,0,predicted,False,True,EMB,358,
HIV_High_CD4,0.398529019813397,0.25175832761253214,0.014168035663560194,0.26639863113154433,0.5161381899564731,0.05815221151907362,0.7721362758431143,9602.002500639608,0.05495637667816319,362.91132786391415,349.6944918572421,0.44005272210054613,1.9602110752075288,-0.6132107764768489,1.410268816103643,1.4896318662703054,0.5416090886156093,4.09705661084802,0,predicted,False,True,EMB,358,
HIV_Low_CD4,1.2762281899897154,0.22345600502834864,0.006749275348494763,0.23043025622179322,0.48003151586306625,0.03121084704150065,2.658634168415251,31657.880289400757,0.030266212900148613,372.39273157982,368.06319163357466,0.007849755177193848,1.9600389219764025,0.3353477351227727,2.2171086448566584,3.5830994356022434,1.3984265827230258,9.180747651702749,0,predicted,False,True,EMB,358,1.0
total_adherence,-1.2220103950169496,0.224737816474513,9.40293443939563e-05,0.22483498013038675,0.4741676709038552,0.0004323422617429139,-2.5771693643465015,155280908.78160158,0.0004321554226900436,383.8494698165751,383.8485209552346,0.009961313863613082,1.9599639998173424,-2.151361959865743,-0.2926588301681563,0.29463723388209756,0.11632561901183644,0.7462767043677679,0,predicted,False,True,EMB,358,1.0
F2,0.3804028060138761,0.06198791515511362,4.6039353677793814e-06,0.06199267255499366,0.24898327766135955,7.674721545536991e-05,1.5278247181373334,4924242163.315051,7.674132577230653e-05,383.985954311757,383.9859243690375,0.12655606347345016,1.9599639850218074,-0.10759545107507329,0.8684010631028255,1.462873725106577,0.8979908041722525,2.383097383251932,0,predicted,False,True,PZA,358,
HIV_High_CD4,0.3968865543901375,0.2515305787794354,0.014027754056115095,0.26602592463742103,0.5157770105747455,0.05762856320819911,0.7694925253606693,9767.620024024556,0.054488470917794844,363.0910108929511,350.07760228452577,0.4416195875039157,1.960206885084514,-0.6141430929067868,1.4079162016870617,1.4871872056214432,0.5411043728776356,4.087429145696947,0,predicted,False,True,PZA,358,
HIV_Low_CD4,1.298274555910929,0.2290011763513918,0.006875267546910726,0.23610561948319955,0.4859070070324152,0.031023609769175634,2.671858065681939,32029.529626975134,0.030090106060831293,372.46035932241875,368.1789334184773,0.007547070405611941,1.9600380524199816,0.3458783321898916,2.2506707796319665,3.662970960269616,1.4132306606775238,9.494102151269512,0,predicted,False,True,PZA,358,1.0
PZA_pred_MIC,-0.08783698233303504,1.9495913956204687,0.0025185173513447966,1.9521938635501916,1.3972093127195337,0.0013348786497360933,-0.06286601551636439,16318232.315624665,0.001333099124177247,383.5034935389001,383.49448083027414,0.949873197752569,1.9599641299155675,-2.8263171172473043,2.650643152581234,0.9159101740936707,0.059230591796300594,14.16314477986852,0,predicted,False,True,PZA,358,
total_adherence,-1.2415797107286894,0.22408403226843054,0.00010616307697833378,0.2241937341146415,0.4734910074274289,0.0004895567305729885,-2.6221822405338586,121120335.71424407,0.0004893171820531293,383.8275188193073,383.8263024827072,0.008736870940807053,1.9599640041261228,-2.1696050415638646,-0.3135543798935142,0.2889274354723318,0.1142227212304327,0.7308446346695588,0,predicted,False,True,PZA,358,1.0
EMB_pred_MIC,2.496093857888143,9.421469137926675,0.008201317892250332,9.429943833082001,3.0708213613106836,0.0008995088803305594,0.812842417125418,35906083.76557636,0.0008987004912579153,380.6731251848438,380.669089364818,0.41630841795508744,1.9599640506088383,-3.5226056161224912,8.514793331898776,12.135000227040733,0.02952241079395523,4988.015089215882,0,predicted,False,True,"RIF,INH,EMB,PZA",358,
