covariate,pval
screen_sex,0.5562036990074724
screen_years,0.6569693020163825
bl_bmi,0.609010139620189
fstrom1_baseline,0.6533983071922187
HIV_CD4,0.13296294329104857
bl_prevtb,0.1028645160596351
smear_pos_no_contam_sputum_specimen_1,0.42298655304394583
diabetes,0.12392081215388223
total_adherence,0.0815569577692573
high_lung_involvement,0.20341101335306766
RIF_AUC,0.47261134676821204
cxr_cavity_chest_radiograph_1,0.5759146590969154
F2,0.3082998287436324
delayed_TCC,0.6244771615343494
