covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,HR_TCC_assoc,HR_TCC_assoc_lower,HR_TCC_assoc_upper,exclude_resistance,MIC_type,binarize_MICs,include_drugs,num_pids,significant
smear_pos_no_contam_sputum_specimen_1,-0.43701112519581226,0.026914341093412574,0.008469035671317082,0.03566567795377356,0.18885358867062485,0.32515515910225723,-2.31402076217886,481.67062675444873,0.24537138679106646,287.52523161104733,180.0483674107411,0.021086522285706503,1.9649012631268088,-0.8080897801207538,-0.06593247027087068,1.5480732995791275,1.0681545825407777,2.2436180867840982,0,measured,False,RIF,374,1.0
INH_midpoint,0.053173082714613594,0.025965982536678277,0.007964711318983337,0.03419618423296106,0.18492210314876115,0.31696091933579645,0.287543142810994,500.6478289757056,0.24067602514405237,289.31423738345575,183.35632938092817,0.77381545488112,1.9647136688390923,-0.31014590101223,0.41649206644145714,0.9482158785000399,0.6593557438120828,1.3636240537488222,0,measured,False,INH,374,
RIF_AUC,0.5615664769902333,0.07550341891901423,0.021216668571963374,0.09742730977670971,0.3121334807045052,0.29036951136227734,1.7991228487336313,572.6960089037357,0.22502818673677938,295.2763070472756,194.82598633866223,0.07252557650628041,1.964114890842356,-0.05149954039194049,1.1746324943724071,0.5703149784586079,0.308932493258123,1.052848702394273,0,measured,False,INH,374,
cxr_cavity_chest_radiograph_1,-0.3932906077398924,0.024519983264728755,0.014636867525028557,0.03964474637392493,0.19910988517380276,0.6168341530213313,-1.9752440085864622,199.24715227581657,0.38150737468569124,235.65530411975655,107.96363086495305,0.0496212235999883,1.9719415792037573,-0.7859236691445999,-0.0006575463351849442,1.4818489635402912,1.000657762566168,2.194432934906888,0,measured,False,INH,374,1.0
diabetes,0.39421858223615486,0.05706249203296338,0.02070074077637701,0.0784532575018863,0.2800950865364944,0.37486560272492264,1.4074455468350067,390.09223676640477,0.27265617961636074,277.1293014286596,162.02412973696886,0.16009161728870006,1.966063884238951,-0.1564662515560305,0.9449034160283403,0.6742066705314068,0.3887171129313637,1.1693712971914005,0,measured,False,INH,374,
predicted_label,-0.477065577773544,0.031342412185743004,0.006799116643696771,0.03836816605089633,0.19587793661077893,0.224161236331044,-2.435524827492448,864.8767410646774,0.18311414352808764,311.2462090234122,228.8787978406019,0.015071269454552503,1.962710662772954,-0.8615172925614847,-0.09261386298560342,1.6113391086207471,1.097038046476438,2.366749021431017,0,measured,False,INH,374,1.0
screen_sex,0.23835850260104738,0.026036166039840308,0.00956804170761258,0.035923142471039976,0.18953401402133596,0.37974010520868184,1.2576027782233072,382.8420574762959,0.2752258224393986,276.15022757044756,160.42967982260737,0.20930201722477587,1.9661797624006565,-0.13429944005426567,0.6110164452563605,0.787920169024335,0.5427988632504662,1.14373524851851,0,measured,False,INH,374,
screen_years,-1.138697845551843,0.0629430231536072,0.02241070005719773,0.08610074654604484,0.29342928713072397,0.3679156518415578,-3.8806550521473624,400.88527801584894,0.26896077352887293,278.5373085895378,164.34765136319635,0.00012176558418513859,1.9658991683774614,-1.7155502370997247,-0.5618454540039615,3.1226994795847505,1.7539062688391802,5.5597338427056995,0,measured,False,INH,374,1.0
smear_pos_no_contam_sputum_specimen_1,-0.4325878623855115,0.02676939794435532,0.008707298695564032,0.035766939929771494,0.18912149515528767,0.3361129751262642,-2.287354285298525,458.2619562938923,0.2515602957111475,285.1671611118396,175.78173636501103,0.022630065282846924,1.9651541220205935,-0.8042407481526228,-0.06093497661840025,1.5412408864447615,1.062829803152437,2.234998927394905,0,measured,False,INH,374,1.0
EMB_midpoint,0.20535640270760355,0.02794613426253654,0.00663807008674176,0.03480547335216969,0.1865622506086633,0.24544858423687263,1.1007393083950474,746.6697236356115,0.19707644887425604,305.926353655869,217.0119677102153,0.2713648589495632,1.9631461892817978,-0.16089256863862958,0.5716053740538367,0.8143570256353857,0.5646182871870427,1.1745587775870594,0,measured,False,EMB,374,
RIF_AUC,0.5793453740745274,0.07520374449819084,0.023006680316572766,0.09897731415864937,0.3146066022171966,0.31612215347907896,1.8414914690015363,502.6671832873003,0.24019210727775658,289.4986176125538,183.7007537002554,0.06613856175407135,1.96469454281319,-0.03876050043459878,1.1974512485836535,0.5602650105460197,0.301962860217033,1.0395214888894653,0,measured,False,EMB,374,
cxr_cavity_chest_radiograph_1,-0.39056314184606494,0.024497232243457064,0.01469851311377771,0.039685695794360695,0.19921268984269225,0.6200073298060153,-1.9605334487199186,197.98774504918325,0.38271884231552017,235.19371612168865,107.49645974877662,0.05133619560348039,1.9720182284128178,-0.783414197547003,0.002287913854873147,1.4778127778140084,0.9977147014251384,2.188932971670983,0,measured,False,EMB,374,
diabetes,0.35781496194515067,0.05741138287855521,0.020934361891382466,0.07904355683298377,0.2811468599024072,0.3767924211160011,1.2726976999471267,387.1957785950294,0.2736740959182361,276.7414594951119,161.3904428481336,0.2038890141667099,1.966109655612974,-0.19495059395424014,0.9105805178445414,0.6992024420970707,0.4022906193511281,1.2152509442627566,0,measured,False,EMB,374,
predicted_label,-0.47744234898384214,0.03078666559264178,0.006638731881264317,0.0376466885366149,0.19402754581918233,0.22282448624812165,-2.460693645163038,873.3743305149923,0.1822211517302808,311.5864527790781,229.65452817516072,0.014059404999030932,1.9626839022400757,-0.8582570897543,-0.09662760821338429,1.611946329191334,1.1014501262589917,2.359045503965419,0,measured,False,EMB,374,1.0
screen_sex,0.25244737783879573,0.025626341946901703,0.009403907050053353,0.035343712565290175,0.18799923554443027,0.379194605243427,1.3428106614781117,383.6408082173599,0.27493915927585816,276.2594506916606,160.60669398168014,0.1801272134118932,1.9661667807795582,-0.1171904739006146,0.622085229578206,0.7768970937677899,0.5368238686697405,1.1243335654960602,0,measured,False,EMB,374,
screen_years,-1.136934136772326,0.06239413173787469,0.02292153123510488,0.08607971401414974,0.293393445758677,0.37961233879783834,-3.875117706983411,383.0288595491173,0.27515870083375993,276.17580194553693,160.47110803860684,0.00012534647052057606,1.966176721552044,-1.7137975000789791,-0.560070773465673,3.1171968010844218,1.7507964058407663,5.549997626380037,0,measured,False,EMB,374,1.0
smear_pos_no_contam_sputum_specimen_1,-0.4298300125995171,0.0267636466686834,0.009200675443518472,0.03627101129365249,0.19044949801365318,0.35523427515928985,-2.2569238411366297,422.08218937738644,0.262120196980361,281.1436745847263,168.7448425598835,0.02452345477739277,1.9656002628304257,-0.8041775959510764,-0.055482429247957765,1.5369962313468009,1.0570504437380066,2.234857786748904,0,measured,False,EMB,374,1.0
PZA_midpoint,0.031058767763751317,0.02958350472252092,0.0068646443345379655,0.03667697053487682,0.19151232475973137,0.23977773691417578,0.16217633931767683,775.2967273579497,0.19340380922711672,307.3256864490919,220.08467208723758,0.8712092479483299,1.9630285093107125,-0.3448853856239732,0.40700292115147585,0.9694186008386666,0.6656422458568524,1.4118280945979769,0,measured,False,PZA,269,
RIF_AUC,0.3942857233214836,0.08409429725076235,0.019017367912600093,0.10374557742711579,0.32209560293042777,0.23368148398642197,1.2241263765610884,808.2681899795226,0.18941800377138013,308.8443402832528,223.45918530467554,0.22126124743724657,1.962903314835714,-0.23795680336466096,1.0265282500076283,0.6741614050834142,0.3582485534847964,1.2686543900402136,0,measured,False,PZA,269,
cxr_cavity_chest_radiograph_1,-0.2739234779265434,0.03675858469679087,0.015776900860589173,0.05306138225273302,0.23035056382117458,0.44350993626164903,-1.1891591380657323,307.20681450306915,0.3072441173562236,263.95075951343387,141.97040484916118,0.23529537478179918,1.9677160455994451,-0.7271879784703477,0.17934102261726081,1.3151141631256225,0.8358208169874536,2.0692536329584716,0,measured,False,PZA,269,
diabetes,0.6495192369693359,0.05722874006206354,0.018745041514208086,0.0765986162934119,0.2767645502831096,0.3384641390032713,2.3468295932586956,453.50925607867356,0.25287501483253716,284.6662326905417,174.8889977821627,0.019363257802187485,1.96520865667642,0.10561914689181262,1.1934193270468592,0.5222968174114937,0.30318280849165263,0.8997672619873693,0,measured,False,PZA,269,1.0
predicted_label,-0.5318881281755075,0.04852229152956679,0.011635171926340277,0.06054530252011841,0.24605955075980776,0.24778324789597922,-2.1616235847504766,735.4148864851156,0.1985787582208633,305.3539504428528,215.76533888692336,0.030969170329303825,1.963194968806835,-1.014951000254032,-0.048825256096982794,1.7021431408562486,1.0500368471704438,2.759228192583304,0,measured,False,PZA,269,1.0
screen_sex,0.2801201301905939,0.036123567154817945,0.010872532244097243,0.0473585171403851,0.21762012117537546,0.3110144116558739,1.2871977493517293,515.2902228594679,0.2372318785291214,290.6265107797022,185.821925836314,0.19860324885376368,1.964578390665316,-0.14741165724451627,0.7076519176257041,0.7556929544640552,0.4927999749347748,1.1588309059922282,0,measured,False,PZA,269,
screen_years,-1.384294631676656,0.09223442624727853,0.030005177224228994,0.12323977604564848,0.35105523218668666,0.33615810343141594,-3.943238854621332,458.16987228060594,0.2515855740186144,285.15752968376773,175.7645266537972,9.29643530396292e-05,1.9651551678586061,-2.0741726354121264,-0.6944166279411859,3.992009074734249,2.0025405069412545,7.957959600578552,0,measured,False,PZA,269,1.0
smear_pos_no_contam_sputum_specimen_1,-0.3654521175704866,0.03593911737813238,0.015315822363777556,0.051765467154035856,0.22752025657957547,0.44036556628219325,-1.6062399149179463,310.2535457773431,0.30573180627946067,264.5269735411066,142.7856872953756,0.10923847564608148,1.967639626806823,-0.8131299903177152,0.08222575517674191,1.4411654370929727,0.921064000257216,2.254954939603945,0,measured,False,PZA,269,
EMB_midpoint,0.40245709401179597,0.042671330870190365,0.012133814051301933,0.05520960538986903,0.2349672432273678,0.2938336879583416,1.7128221299441104,562.2788337952633,0.22710313596951445,292.16712264839083,192.2642242697396,0.08729654739026668,1.9641919563744201,-0.05906367514687183,0.8639778631704638,0.6686750284735623,0.4214821449510423,1.0608427879099263,0,measured,False,"RIF,INH,EMB,PZA",269,
INH_midpoint,0.09318517066646897,0.03158310745741925,0.008509675029724367,0.040376438321467756,0.20093889200816192,0.2784187995403491,0.4637488031071849,611.4306165317445,0.2177837181684543,295.6900085732929,199.30527345611927,0.6429927744455189,1.9638514154769615,-0.30142895682813214,0.4877992981610701,0.9110247896090257,0.6139760868074701,1.3517890763430163,0,measured,False,"RIF,INH,EMB,PZA",269,
PZA_midpoint,-0.017937860831453968,0.030473326975252756,0.007709289904493896,0.03843959320989645,0.19606017752184263,0.2614176732692515,-0.09149160761856166,675.2209846742181,0.20724116905047635,299.675257297316,207.5574954577594,0.9271291098633829,1.9634835092678145,-0.4028987862197122,0.3670230645568042,1.01809971055466,0.6927936658812559,1.4961554524506036,0,measured,False,"RIF,INH,EMB,PZA",269,
RIF_AUC,0.44688705434739123,0.08697917786810513,0.023793503566823682,0.1115657982204896,0.3340146676726781,0.2826724850132238,1.3379264373662891,597.1211875997698,0.22037775684438224,294.70942131611054,197.32137234786865,0.1814297148392114,1.9639447597983846,-0.20909930192416387,1.1028734106189464,0.639616146058288,0.3319159812493498,1.2325673887667274,0,measured,False,"RIF,INH,EMB,PZA",269,
RIF_midpoint,0.08921708311919083,0.03156623684682625,0.01403912454605234,0.04607333221108034,0.2146469944142716,0.4595763326065478,0.415645620208409,292.5070330058413,0.314869679878835,258.9899941178649,137.36501020271876,0.6779740913964372,1.9681072092588807,-0.3332312140332878,0.5116653802716694,0.9146469975982885,0.599496357594683,1.3954699133988258,0,measured,False,"RIF,INH,EMB,PZA",269,
cxr_cavity_chest_radiograph_1,-0.26705515941678687,0.038139931735647906,0.017725729770364324,0.05645651916502437,0.23760580625276054,0.480246990380863,-1.1239420602908108,275.5098102174861,0.3244370659097215,255.37337231746872,132.52985149355843,0.2620159445189141,1.9686117695865333,-0.7348087461280688,0.20069842729449505,1.3061124887468645,0.81815912881542,2.0850831741381124,0,measured,False,"RIF,INH,EMB,PZA",269,
diabetes,0.6039408057374805,0.06127553539287863,0.021230609945964925,0.08321383233704238,0.2884680785408368,0.35802701361159217,2.093613992897949,417.2373936296104,0.263637622833025,278.3565142721531,166.96630777729408,0.036897462058514074,1.9656658959714743,0.036908941673337026,1.170972669801624,0.5466531319658916,0.310065203483697,0.9637638900807222,0,measured,False,"RIF,INH,EMB,PZA",269,1.0
predicted_label,-0.5655776721016377,0.04866539220104914,0.012291688994216479,0.0613668041617395,0.24772324106094587,0.2609947518396151,-2.283102988962154,676.9568810273468,0.20697528792951775,299.7757645262779,207.7695134744586,0.022733405178273873,1.9634744683998169,-1.051975931154058,-0.07917941304921727,1.76046446024503,1.0823985010662156,2.863303222180118,0,measured,False,"RIF,INH,EMB,PZA",269,1.0
screen_sex,0.2987635905408562,0.036271471456032926,0.011461620111009692,0.048115145570742944,0.21935164820612346,0.32652863639862323,1.3620302969417846,478.6176477185179,0.2461527233103025,284.9660802066173,178.61799564360263,0.173829001840553,1.9649328351500726,-0.1322476654636433,0.7297748465453557,0.7417347418182184,0.48201750578002817,1.1413909673878377,0,measured,False,"RIF,INH,EMB,PZA",269,
screen_years,-1.3648559369318922,0.09340181178073714,0.026174803364571654,0.12044910859079451,0.34705778854651065,0.2895800016551233,-3.9326474782426106,575.1186413579612,0.2245537316672554,293.13083741309333,194.16655359443436,9.426702049915478e-05,1.9640973693332158,-2.0465112264226972,-0.6832006474410872,3.915158981547826,1.9802055400822207,7.740847876911887,0,measured,False,"RIF,INH,EMB,PZA",269,1.0
smear_pos_no_contam_sputum_specimen_1,-0.34486750850259074,0.03574494735961974,0.015470501330435885,0.05173113206773682,0.22744478905382032,0.44722921388817916,-1.5162691127690977,303.6772861555605,0.3090244514112845,261.19958204875775,140.42065569738097,0.13049154047008202,1.9678064986556556,-0.7924348424880631,0.10269982548288159,1.4118028554013615,0.9023978096571863,2.2087678861683337,0,measured,False,"RIF,INH,EMB,PZA",269,
EMB_midpoint,0.1893933209244661,0.029300444629114995,0.007256363406071312,0.036798686815388684,0.19182983817797658,0.25590881917276115,0.9872985491899862,698.4634944240611,0.20376385233230745,301.7859411558628,210.73389849559715,0.3238381855234276,1.9633661916759433,-0.18723889790884024,0.5660255397577725,0.8274609849621108,0.5677775696093805,1.205915341293811,0,measured,False,"RIF,INH,EMB",374,
INH_midpoint,0.02244794522587709,0.02605809042810728,0.009805299315866154,0.03619023305450231,0.19023730720997475,0.3888290530861808,0.11799970024333939,369.97993219701715,0.2799689797834701,272.9030071467557,157.05602046864578,0.906131930184221,1.9663965461858812,-0.35163403862751974,0.39652992907927387,0.9778021351378657,0.672650144600468,1.4213882553285695,0,measured,False,"RIF,INH,EMB",374,
RIF_AUC,0.5832516411679659,0.07580385216697186,0.022987843624105032,0.09955795724521371,0.3155280609473803,0.3133627698222922,1.8484937264113352,509.41602825714546,0.23859574599079927,288.584109210956,184.22223735299536,0.0651102612738469,1.9646317248832645,-0.036644797460157696,1.2031480797960894,0.5580807347315613,0.30024751941259,1.0373244950960934,0,measured,False,"RIF,INH,EMB",374,
RIF_midpoint,0.07878833960206075,0.022175366548164734,0.011820862001740415,0.0343902572832965,0.18544610344597834,0.5508315142661164,0.424858425914634,229.8739056856611,0.3551846278586752,244.3951012817518,118.4560990424136,0.6713372857325959,1.970337489903406,-0.28660307037405564,0.4441797495781771,0.9242355278032187,0.6413501280507354,1.3318954397809366,0,measured,False,"RIF,INH,EMB",374,
cxr_cavity_chest_radiograph_1,-0.3982627938345122,0.024644690597127327,0.015048865306422432,0.04019518474709718,0.2004873680487057,0.630987599080772,-1.9864732512113163,193.7571187627044,0.3868745534523977,232.38412432664362,105.65998740066576,0.048390282825696275,1.9722830505113749,-0.7936806316786102,-0.002844955990414122,1.4892353403536218,1.0028490067181777,2.211521260030947,0,measured,False,"RIF,INH,EMB",374,1.0
diabetes,0.34839983248577583,0.05862700348498827,0.021428088402039962,0.08076936150042956,0.28419951002848254,0.37768189911174554,1.225898779525901,385.87226143616965,0.2741430364696338,275.11113069306396,160.60578134168694,0.2209843944281577,1.966130799971333,-0.2103735775179854,0.9071732424895371,0.70581661137859,0.4036636721200489,1.2341390204412508,0,measured,False,"RIF,INH,EMB",374,
predicted_label,-0.47375852126075707,0.03150552710394763,0.0074519643762376445,0.039205890292726524,0.19800477340894215,0.2444130886422798,-2.392662121747422,751.7582798432871,0.19640832362905097,304.57380146453295,216.75558389822908,0.016971153435343812,1.963124615223773,-0.862466565871657,-0.08505047664985715,1.6060191207261396,1.0887720228755582,2.368996779808664,0,measured,False,"RIF,INH,EMB",374,1.0
screen_sex,0.2528121120858266,0.025691740843348056,0.00949627069535036,0.035504553895210095,0.1884265212097546,0.38194426417790645,1.3417013192341358,379.64620973165285,0.2763818151559956,274.26259859001584,159.23130978017588,0.1804948085495568,1.9662322508386336,-0.11767819083012271,0.6233024150017759,0.7766137844607182,0.5361708519835897,1.1248820557534867,0,measured,False,"RIF,INH,EMB",374,
screen_years,-1.1261495437710554,0.06269162869394095,0.02198071812195383,0.0854050374199599,0.29224140264507337,0.3623036950739513,-3.8534907565399346,410.0155618518448,0.265949286039545,278.2166901334181,165.7480773279086,0.00013511278794775802,1.9657666187802825,-1.7006279377162683,-0.5516711498258424,3.0837597289679057,1.7361519649591413,5.477385769181796,0,measured,False,"RIF,INH,EMB",374,1.0
smear_pos_no_contam_sputum_specimen_1,-0.43152264262257123,0.026863992431391124,0.008976348576784737,0.03613955262740202,0.1901040573670168,0.34527854412184145,-2.2699286306628865,440.23366029652715,0.25665951904943907,281.73765697527745,171.79408240521468,0.023694635051307998,1.9653672419826356,-0.8051469295396938,-0.05789835570544871,1.5396000003004024,1.0596072872011935,2.237025159751402,0,measured,False,"RIF,INH,EMB",374,1.0
