Drug,Model,Num_Loci,Binned_MAE,Binned_MSE,MAE,MSE,Within_doubling,Spearman,Spearman_pval,Sensitivity,Specificity,Precision,Accuracy,Balanced_Acc,F1,CV,Addl_Data,Binned_MAE_exp,Binned_MSE_exp,Without_doubling
Ethionamide,CNN,4,0.376943882438731,0.666207468543768,0.8448094827875821,1.2392695309449269,0.8843873517786561,0.6402816175421725,6.354153663002126e-234,0.6884272997032641,0.944872554831061,0.7138461538461538,0.9021739130434784,0.8166499272671626,0.7009063444108761,2,+ Lineage,1.2985880896193898,1.5868958754974287,0.11561264822134387
Ethionamide,CNN,4,0.3679462081758551,0.6457435892009361,0.836400825604748,1.2022895712267134,0.8848814229249012,0.6490728676891525,1.9064549538148672e-242,0.6409495548961425,0.9555423829282752,0.7422680412371134,0.9031620553359684,0.7982459689122088,0.6878980891719746,3,+ Lineage,1.290514371885924,1.564545471433488,0.11511857707509876
Ethionamide,CNN,4,0.3661058184119157,0.6564709117191829,0.8372393461812583,1.213006657565714,0.8843873517786561,0.6519247684703127,2.845714554560955e-245,0.5875370919881305,0.947836395969176,0.6923076923076923,0.8878458498023716,0.7676867439786532,0.6356340288924559,4,+ Lineage,1.2888691626504492,1.5762221846042492,0.11561264822134387
Ethionamide,CNN,7,0.3578737359545036,0.6200806021078593,0.8359727911910864,1.1862070361933474,0.883399209486166,0.6383318941749893,4.524477407968105e-232,0.6706231454005934,0.9555423829282752,0.7508305647840532,0.908102766798419,0.8130827641644343,0.7084639498432601,0,"+ Lineage
+ Tier 2 Loci",1.2815357597970018,1.5369610475564104,0.11660079051383399
Ethionamide,CNN,7,0.3740963299881119,0.6584907993637089,0.8456641892339437,1.2224935274930309,0.883399209486166,0.6278437601244096,2.480604771192232e-222,0.6231454005934718,0.965619442797866,0.7835820895522388,0.908596837944664,0.794382421695669,0.6942148760330578,1,"+ Lineage
+ Tier 2 Loci",1.2960274994146102,1.5784305664497336,0.11660079051383399
Ethionamide,CNN,7,0.364711309939764,0.6220568623508967,0.8344596363438118,1.178279245522832,0.8853754940711462,0.6561003881084676,1.8230076963701536e-249,0.6409495548961425,0.963841138114997,0.779783393501805,0.9100790513833992,0.8023953465055698,0.7035830618892509,2,"+ Lineage
+ Tier 2 Loci",1.2876239441239203,1.539067879753304,0.11462450592885376
Ethionamide,CNN,7,0.3625739827068698,0.6225121714400754,0.8274230236321576,1.1747358237929566,0.8913043478260869,0.6398270977937892,1.7223375837799802e-233,0.6023738872403561,0.966804979253112,0.7837837837837838,0.9061264822134388,0.784589433246734,0.6812080536912752,3,"+ Lineage
+ Tier 2 Loci",1.2857177643176714,1.539553680399704,0.10869565217391308
Ethionamide,CNN,7,0.3704329536933559,0.6254345325548509,0.8372205970839983,1.1928481328010314,0.883893280632411,0.6493334172145592,1.055127567119164e-242,0.6913946587537092,0.9407231772377,0.6996996996996997,0.8992094861660079,0.8160589179957046,0.6955223880597015,4,"+ Lineage
+ Tier 2 Loci",1.2927407247392773,1.5426754015815298,0.11610671936758898
Ethionamide,CNN,7,0.3661993653013571,0.6144702876349162,0.8382058283550988,1.1838355944999537,0.8898221343873518,0.6438253920126741,2.519241612864583e-237,0.5756676557863502,0.969768820391227,0.7918367346938775,0.9041501976284584,0.7727182380887886,0.6666666666666667,0,"– Lineage
+ Tier 2 Loci",1.2889527379083563,1.5309957602633817,0.1101778656126482
Ethionamide,CNN,7,0.3735563413864164,0.6186172405479183,0.8310259128389722,1.175275315038698,0.8947628458498024,0.6561077069783279,1.792171842712837e-249,0.6765578635014837,0.954949614700652,0.75,0.908596837944664,0.8157537391010679,0.7113884555382216,1,"– Lineage
+ Tier 2 Loci",1.2955424980099108,1.5354028600228014,0.10523715415019763
Ethionamide,CNN,7,0.3866734389513323,0.6644705181781003,0.8577554362627171,1.2343830450122633,0.8814229249011858,0.6382105341742197,5.894320708692456e-232,0.6172106824925816,0.962062833432128,0.7647058823529411,0.9046442687747036,0.7896367579623549,0.6830870279146142,2,"– Lineage
+ Tier 2 Loci",1.3073753842561846,1.5849864624319256,0.11857707509881421
Ethionamide,CNN,7,0.3781855805649682,0.6409807421864206,0.8437115855516879,1.2028651547228078,0.8705533596837944,0.6492422005984955,1.2980166483956127e-242,0.5578635014836796,0.971547125074096,0.7966101694915254,0.9026679841897232,0.7647053132788878,0.656195462478185,3,"– Lineage
+ Tier 2 Loci",1.2997062389540033,1.5593888695826614,0.12944664031620556
Ethionamide,CNN,7,0.3847223352616655,0.6647164977937803,0.8337950339800029,1.2215959178670015,0.8863636363636364,0.6409143693201085,1.5810899944565429e-234,0.6765578635014837,0.941315945465323,0.6972477064220184,0.8972332015810277,0.8089369044834034,0.6867469879518073,4,"– Lineage
+ Tier 2 Loci",1.3056084821939573,1.5852567257852537,0.11363636363636365
