covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,tb_deaths_only,include_drugs,num_pids,significant
RIF_AUC,-0.3438733706524797,0.7090187049411826,0.2925259739948765,-0.03476408098021861,0.029573085666620164,1,0.23978231514892956,0.9658332478147077,0.911442961085399,1.0234692706095772,0,predicted,False,RIF,373,
TTP_baseline,-0.03416023853324001,0.9664166350457015,0.2425497252229529,-0.09492412157057466,0.673994696540818,1,0.8879978563612443,0.9094419388762007,0.24269993051208757,3.407848689704137,0,predicted,False,RIF,373,
RIF_pred_MIC_high,0.678254859945111,1.9704360431247123,0.31409977367827946,1.4050847334623686,0.6506946324204025,1,0.030822156629145163,4.075872089390354,1.1385399420849747,14.591260855239632,0,predicted,False,RIF,373,1.0
high_lung_involvement,-0.04253579126330723,0.9583561641292931,0.21152107926557429,-0.08511944484502428,0.42328016725146433,1,0.8406244400595164,0.9184025793959733,0.400623446891747,2.1053767680978743,0,predicted,False,RIF,373,
HIV_Low_CD4,0.31172042348122064,1.3657728016427082,0.15543968410544212,1.054204686602391,0.5256801644176652,1,0.04491914653811045,2.8696919416388487,1.024178161124428,8.040721968593559,0,predicted,False,RIF,373,1.0
HIV_High_CD4,0.0846919735815533,1.0883817647232261,0.1934991882800531,0.22719151100267415,0.5190736631117001,1,0.661613590352494,1.2550702046793043,0.453765754193768,3.471397310430581,0,predicted,False,RIF,373,
bl_bmi,-0.21980786531839236,0.8026730044699438,0.24305462345343562,-0.06595037801885525,0.07292525348338084,1,0.3658067523899178,0.9361773181122716,0.8114915958393268,1.0800210075390793,0,predicted,False,RIF,373,
diabetes,0.2929676432373964,1.3403994187442152,0.14644799406146236,1.3651963365210298,0.6824312158648703,1,0.04544745557413276,3.9164919269107097,1.0280417011178942,14.92051246255595,0,predicted,False,RIF,373,1.0
fstrom1_baseline,0.06828104285591936,1.070666169277355,0.19498087126705388,0.14565757516731967,0.4159344925750254,1,0.7261934494759051,1.1568000031753656,0.5119342653324309,2.6139806181513516,0,predicted,False,RIF,373,
screen_sex,-0.041994128294039305,0.9588754107904202,0.21808926524288885,-0.08572200881653808,0.4451824737744783,1,0.8473076702771669,0.9178493497851387,0.3835583095526607,2.1963998899764094,0,predicted,False,RIF,373,
Lineage_2,0.6000431075927225,1.8221973492386618,0.3309715959298457,1.198515206368583,0.6610766552913061,1,0.06983573393076907,3.315190892248456,0.9074006195091379,12.11205989477114,0,predicted,False,RIF,373,
smear_pos_no_contam_sputum_specimen_1,0.03174774203035414,1.0322570773844966,0.24588259919062008,0.07252090707856616,0.5616660583637854,1,0.8972646893072476,1.0752152854656138,0.3576056848230253,3.2328566327770636,0,predicted,False,RIF,373,
screen_years,0.06104546758655906,1.0629472427342623,0.20224245522534753,0.004785284293862679,0.015853554453814495,1,0.762771756373558,1.0047967520516128,0.9740553869909852,1.0365083201811955,0,predicted,False,RIF,373,
F2,-0.006198666518788516,0.9938205055802467,0.1860604590615588,-0.011199665912856798,0.3361714934600957,1,0.9734231250083791,0.9888628168657989,0.5116657568756681,1.911110246170674,0,predicted,False,INH,373,
TTP_baseline,-0.05886652654366975,0.9428326038854963,0.23977547267648408,-0.16357770208868544,0.6662856319295674,1,0.8060639870276273,0.8491005195543734,0.23004656268610194,3.134025059488809,0,predicted,False,INH,373,
high_lung_involvement,-0.06980471091691622,0.9325759240210048,0.20881767663197964,-0.13968796781125953,0.4178703200491471,1,0.7381641690776946,0.8696295454783345,0.383391451446506,1.972541493858461,0,predicted,False,INH,373,
