covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,tb_deaths_only,include_drugs,num_pids,significant
screen_sex,-0.008759050035762706,0.9912791986873762,0.23803287442935753,-0.017879722591996855,0.48589307575543955,1,0.9706463490354098,0.9822791712460918,0.3790024341313977,2.5458210379973267,0,predicted,True,RIF,373,
INH_pred_MIC,-0.3848455233442271,0.6805557580625146,0.47188350089750275,-1.110131930668731,1.361203158477438,1,0.414756423750271,0.32951548500904443,0.022867442682844914,4.748255253841849,0,predicted,True,INH,373,
HIV_Low_CD4,0.409320728871135,1.5057945948461124,0.15550616480519097,1.3842783410867945,0.5259049949387492,1,0.008483807939383909,3.991944043081393,1.4240764405593331,11.19014175730201,0,predicted,True,INH,373,1.0
TTP_baseline,0.07083126357550987,1.073400088893537,0.26023857584812504,0.19682519102132862,0.723148293801379,1,0.7854850137242847,1.2175311867188054,0.2950768581981844,5.02371551494994,0,predicted,True,INH,373,
smear_pos_no_contam_sputum_specimen_1,0.19228779068182048,1.2120192746313159,0.26577292176893497,0.4392402139039156,0.6071012340082622,1,0.4693702543128212,1.5515279412113998,0.47205662153026684,5.099470789237387,0,predicted,True,INH,373,
HIV_High_CD4,0.14840596618118967,1.1599837149472956,0.19812143299165821,0.39810827723891923,0.5314731233656576,1,0.45381761855354874,1.4890052465559067,0.5254186512019161,4.219752418760216,0,predicted,True,INH,373,
fstrom1_baseline,0.060184163867257195,1.0620321164780713,0.20598604447760324,0.12838525900776193,0.43941080132923477,1,0.7701521150680839,1.1369909543361383,0.4805403466631553,2.6901974812707685,0,predicted,True,INH,373,
F2,0.056289149115329694,1.057903531386896,0.18070310217638996,0.10170246498982208,0.3264918942901825,1,0.7554199843375361,1.1070540353872549,0.5837923706589264,2.0993228052704858,0,predicted,True,INH,373,
high_lung_involvement,0.06361274902051803,1.0656796333629273,0.22642857747724218,0.12729707667065876,0.4531119379584072,1,0.778756743685345,1.1357543737967581,0.4672989843632413,2.760412585437528,0,predicted,True,INH,373,
screen_years,-0.169978967113448,0.8436825614893715,0.2231029229657546,-0.013324456569386273,0.017488782630243074,1,0.4461281171619408,0.9867639210387175,0.9535133617594866,1.0211739813136569,0,predicted,True,INH,373,
bl_bmi,-0.3061497861959684,0.7362763271659474,0.260832472617145,-0.09185610396957154,0.07825925675487669,1,0.24049875341827376,0.9122364072989517,0.7825155937385535,1.063461571194883,0,predicted,True,INH,373,
INH_AUC,0.09823179105053297,1.1032184716429472,0.23509202849160438,0.014908026462855434,0.03567845139010307,1,0.6760611862211756,1.0150197053699204,0.946465789420117,1.0885390827707204,0,predicted,True,INH,373,
Lineage_2,0.0818887442384765,1.0853350533343789,0.19867213894603794,0.16356309064857613,0.3968241224599084,1,0.6802072664696901,1.1776996546786374,0.5410747186475593,2.5633732806755267,0,predicted,True,INH,373,
diabetes,0.22553327729846548,1.2529907295691156,0.16899226276583496,1.050959759682241,0.7874849777911175,1,0.182014655022541,2.8603950929597977,0.6111074749760578,13.388577988101092,0,predicted,True,INH,373,
screen_sex,0.13916496697276617,1.1493136831647655,0.2195249539524555,0.28407544126796364,0.4481131244444374,1,0.5261220082605054,1.328533153197902,0.5519983931646689,3.1974736901443026,0,predicted,True,INH,373,
HIV_Low_CD4,0.43644377075836155,1.547195242431475,0.15842170933509336,1.4742320038057484,0.5351212908677585,1,0.0058701238281432125,4.367680122819403,1.5302231070035484,12.466567501145096,0,predicted,True,EMB,372,1.0
EMB_pred_MIC,-0.1513090020255619,0.8595820450245144,0.2436098253317254,-1.1105560624465967,1.7880123771353613,1,0.5345258905380564,0.32937575665426566,0.009902223753062609,10.95596219364525,0,predicted,True,EMB,372,
TTP_baseline,0.09464429049460632,1.0992677655799026,0.2596911579785833,0.26278951887026536,0.721058968305575,1,0.7155224413856074,1.3005529482871203,0.3164911215588058,5.34434572119282,0,predicted,True,EMB,372,
smear_pos_no_contam_sputum_specimen_1,0.2097082825488362,1.2333182270248606,0.268788757087707,0.47861229473844863,0.6134502760981047,1,0.4352747075555461,1.6138333225805386,0.4849409477277757,5.3706703986840205,0,predicted,True,EMB,372,
HIV_High_CD4,0.17684373791433192,1.1934445884151956,0.19971757393833342,0.4738833162681253,0.5351777075689816,1,0.3759036850005849,1.6062195564005697,0.5626791448378156,4.585101984021949,0,predicted,True,EMB,372,
bl_bmi,-0.2980727140817191,0.7422473659498471,0.2675918324074763,-0.08931306077027155,0.08017991738379991,1,0.2653186069599499,0.9145592161404875,0.7815604263488417,1.070190520949145,0,predicted,True,EMB,372,
fstrom1_baseline,0.0768346194840746,1.0798634732459327,0.2073218243868665,0.1641437972930741,0.44290700917236386,1,0.7109313450752524,1.1783837513038358,0.494633601648769,2.8073067836643117,0,predicted,True,EMB,372,
F2,0.05342592522047538,1.0548788489552596,0.18382869028420887,0.09640200415818796,0.3317013994992236,1,0.7713351747558632,1.1012016626721615,0.574807088647131,2.109655788563813,0,predicted,True,EMB,372,
high_lung_involvement,0.051110280207846484,1.0524389500698623,0.23015884202895087,0.10226206287798593,0.460504577156978,1,0.8242630909504435,1.1076737138567512,0.44918954860868465,2.731455039792272,0,predicted,True,EMB,372,
screen_years,-0.10171449619544137,0.903287406849073,0.234443775841587,-0.007962817730894097,0.018353657787205532,1,0.6643940742791736,0.9920688015204409,0.9570158495353547,1.0284056501551646,0,predicted,True,EMB,372,
EMB_AUC,-0.11693044969742555,0.8896470662343821,0.23621555087121632,-0.02518605792640889,0.0508792924576602,1,0.6205889083804386,0.9751284647688686,0.8825784149079654,1.0773836145784812,0,predicted,True,EMB,372,
Lineage_2,0.10155695113803126,1.1068929554103932,0.20283446970008684,0.2028436476294489,0.40512917370894735,1,0.6165901422522164,1.2248809402363112,0.5536652914214953,2.7098200681899227,0,predicted,True,EMB,372,
diabetes,0.2545259665972556,1.2898500439250395,0.17289026746257039,1.1845479257969667,0.8046204890258876,1,0.1409716948413383,3.2692085624943155,0.6753803577043505,15.824748977619398,0,predicted,True,EMB,372,
screen_sex,0.07701879223358835,1.0800623729862937,0.21870429240210773,0.1571448894780242,0.44623215790847615,1,0.7247186551128584,1.1701651462361313,0.48799307257822117,2.805954728478941,0,predicted,True,EMB,372,
HIV_Low_CD4,0.387883889329595,1.4738586436375112,0.15742788590906837,1.3117812731749243,0.5324040474275968,1,0.01374409737847371,3.712781303240574,1.3077243836841235,10.541017035148005,0,predicted,True,PZA,373,1.0
TTP_baseline,0.09441598155596027,1.0990168215705254,0.2557829378004234,0.2623621642074363,0.7107670123503448,1,0.7120342505055262,1.2999972696647961,0.3228021825188542,5.235382511818101,0,predicted,True,PZA,373,
PZA_pred_MIC,-0.1624133866790767,0.8500897161302567,0.19707591049667797,-1.1285693825273997,1.3694304587080812,1,0.40987372002197064,0.32349572417146644,0.022090585406512358,4.737288832842359,0,predicted,True,PZA,373,
smear_pos_no_contam_sputum_specimen_1,0.21941245645293814,1.2453448212805305,0.27057174389715466,0.5012006948742986,0.6180631138583141,1,0.4174107270066958,1.6507020708093025,0.49155534155959935,5.543256468191069,0,predicted,True,PZA,373,
HIV_High_CD4,0.161360781937396,1.1751088503925609,0.1962514375801091,0.4328603799701139,0.5264567438298943,1,0.410954815184004,1.541660958924395,0.5493739744211077,4.326230624186568,0,predicted,True,PZA,373,
PZA_AUC,-0.3084543939774271,0.7345814527735672,0.2755410385673024,-0.005165666397122749,0.004614468497600911,1,0.26294824383615845,0.9948476527136438,0.9858906250632327,1.003886056880162,0,predicted,True,PZA,373,
fstrom1_baseline,0.09771159467528512,1.1026447306348266,0.21000608287455652,0.20843902422764754,0.44798637399902114,1,0.6417310765725385,1.2317538206304763,0.5119142571988834,2.963811719055761,0,predicted,True,PZA,373,
F2,0.030893920708632457,1.0313760904385676,0.1807320543382421,0.05581871352914709,0.3265442046603591,1,0.8642727568395949,1.0574059729627543,0.5575538619421785,2.0053800502116568,0,predicted,True,PZA,373,
high_lung_involvement,0.09860393085989096,1.1036290995554223,0.22985723844854244,0.19731881328774645,0.4599731179146535,1,0.6679384991633217,1.2181323355806535,0.49449811904316954,3.000711893218825,0,predicted,True,PZA,373,
screen_years,-0.15888519391529204,0.8530942937630224,0.2220621719638777,-0.012454828393149662,0.01740719935109067,1,0.47430094787172883,0.9876224119775981,0.9544955364089133,1.0218989942165435,0,predicted,True,PZA,373,
bl_bmi,-0.19369015830359584,0.8239131473713281,0.2711256099335615,-0.058114113160377456,0.08134757343560309,1,0.47498438064753457,0.9435422707027895,0.8044854267961616,1.1066353559050248,0,predicted,True,PZA,373,
Lineage_2,0.0878304907387435,1.0918030356157054,0.19802852447534072,0.17543102720654563,0.3955385786041275,1,0.6573864443521966,1.1917597868148264,0.548915732837108,2.5874488641964186,0,predicted,True,PZA,373,
diabetes,0.23033085638698933,1.259016494675948,0.17249461613453615,1.0733159397827015,0.8038055514057214,1,0.1817804632270229,2.9250627685377046,0.6052498133518821,14.136298782980619,0,predicted,True,PZA,373,
screen_sex,0.025962825185488543,1.0263027951482329,0.22626174537126187,0.052997540843551405,0.46186483966887437,1,0.9086457690146645,1.0544270521150827,0.42645820565253073,2.6070934818357983,0,predicted,True,PZA,373,
INH_pred_MIC,-0.39686077328545627,0.6724276390067121,0.4870753065967778,-1.143342651162881,1.4032477126676541,1,0.4151964233334573,0.31875176312161135,0.020370701134505387,4.987687258394544,0,predicted,True,"RIF,INH,EMB,PZA",372,
HIV_Low_CD4,0.3851644247005542,1.4698559822028323,0.16609237605082774,1.3010191911648625,0.5610314839338982,1,0.020396275378223062,3.673038288753858,1.2231355547497316,11.030020522469673,0,predicted,True,"RIF,INH,EMB,PZA",372,1.0
EMB_pred_MIC,-0.2651902155469009,0.7670600293551207,0.3324590792947072,-1.9464050230625187,2.4401353593210295,1,0.4250662396954267,0.14278646406039133,0.0011957490800733204,17.050378426901457,0,predicted,True,"RIF,INH,EMB,PZA",372,
RIF_AUC,-0.40400419841137986,0.6676413182301366,0.40976519494063995,-0.040846994141457704,0.041429461829677196,1,0.3241621948835135,0.959976000663634,0.8851065486851156,1.041178514856968,0,predicted,True,"RIF,INH,EMB,PZA",372,
TTP_baseline,0.1679993067702676,1.182935790601265,0.27575439397029833,0.466467198031483,0.7656601802297417,1,0.5423684954273065,1.5943517033501138,0.3555109673881058,7.150151717261632,0,predicted,True,"RIF,INH,EMB,PZA",372,
smear_pos_no_contam_sputum_specimen_1,0.3407855788955769,1.4060517213742805,0.29213182770088536,0.777766933888267,0.6667256186674339,1,0.24339325839105408,2.1766063287097372,0.5891990149312322,8.040772285968988,0,predicted,True,"RIF,INH,EMB,PZA",372,
fstrom1_baseline,0.11478096537631464,1.1216277353553459,0.21406601180701043,0.24520956361003657,0.4573147922814877,1,0.5918243047080711,1.2778890841960893,0.5214661274233718,3.1315562519398443,0,predicted,True,"RIF,INH,EMB,PZA",372,
screen_years,-0.16994977051702004,0.8437071945082311,0.24778722948128823,-0.01330468219037358,0.019398262963535733,1,0.49279523355407384,0.9867834338754146,0.9499702801195985,1.0250231673019954,0,predicted,True,"RIF,INH,EMB,PZA",372,
INH_AUC,0.6612356834228466,1.937184602955201,0.4724476452378812,0.10021707541077023,0.071604304603398,1,0.16163442827862162,1.1054108495473294,0.9606695566837941,1.271959892759618,0,predicted,True,"RIF,INH,EMB,PZA",372,
diabetes,0.28219264402570726,1.3260341479391518,0.18430791390132972,1.3133069117648821,0.8577575012817574,1,0.12574629269012583,3.7184499887560367,0.6922093098511265,19.974984621130726,0,predicted,True,"RIF,INH,EMB,PZA",372,
