covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,tb_deaths_only,include_drugs,num_pids,significant
PZA_AUC,-0.3004286821545516,0.740500713190505,0.3231584884404584,-0.00503065243436944,0.0054112610849979415,1,0.3525452890989359,0.9949819801054052,0.9844850865437247,1.0055907948896123,0,predicted,True,"RIF,INH,EMB,PZA",372,
PZA_pred_MIC,-0.377732319062187,0.6854139483605366,0.21393786472201565,-2.6227230727100554,1.4854428536213704,1,0.07746013528001482,0.07260488501478154,0.003949613444932374,1.3346798114568157,0,predicted,True,"RIF,INH,EMB,PZA",372,
HIV_High_CD4,0.14978335104126161,1.1615825598137746,0.20457399424494124,0.4013703394324906,0.5481913239244673,1,0.464063590577964,1.4938704051875462,0.5101426369378048,4.3745584585733805,0,predicted,True,"RIF,INH,EMB,PZA",372,
F2,0.1285086031294205,1.137131204136051,0.19295960083572358,0.23188156016243325,0.34817725973604013,1,0.5054193519801736,1.2609703708576363,0.6372881766051458,2.495019262166562,0,predicted,True,"RIF,INH,EMB,PZA",372,
RIF_pred_MIC_high,1.0996075086013275,3.0029871459867135,0.36493591454802465,2.276679551064397,0.7555806299988637,1,0.002585490848892508,9.744271277679943,2.2161439559591893,42.845060889522294,0,predicted,True,"RIF,INH,EMB,PZA",372,1.0
high_lung_involvement,0.14074873987641567,1.1511353772280182,0.24408727349742224,0.28161177024871104,0.4883727502295621,1,0.5641875038902514,1.3252641131433742,0.508860568981347,3.4514856851682576,0,predicted,True,"RIF,INH,EMB,PZA",372,
EMB_AUC,-0.48217068992405426,0.617441661699228,0.4032910524480512,-0.10385642882814587,0.08686626823417283,1,0.2318566533149291,0.9013546966820396,0.7602475416490396,1.0686523069427118,0,predicted,True,"RIF,INH,EMB,PZA",372,
Lineage_2,0.9325364816487411,2.540946073718757,0.3910421432626134,1.8625913772073313,0.78104367871794,1,0.01709088202736004,6.440404683580921,1.3934377518329677,29.76725184438891,0,predicted,True,"RIF,INH,EMB,PZA",372,1.0
bl_bmi,-0.006903267405913018,0.9931205054097032,0.2863571438322412,-0.0020684615270376992,0.08580266418508416,1,0.9807671044902815,0.9979336762652724,0.8434635479978034,1.1806931367553475,0,predicted,True,"RIF,INH,EMB,PZA",372,
screen_sex,-0.04926517247151326,0.951928670949049,0.24387419298061885,-0.10051793670915968,0.4975874327690192,1,0.8399084360605955,0.9043688908655217,0.34103458515617324,2.3982409009654924,0,predicted,True,"RIF,INH,EMB,PZA",372,
INH_pred_MIC,-0.39818288782835437,0.6715392000845594,0.48023198346720686,-1.1471516190639006,1.3835323269797368,1,0.40702125537967604,0.3175399572174802,0.02109276577842549,4.780388948935927,0,predicted,True,"RIF,INH,EMB",372,
HIV_Low_CD4,0.447715046316745,1.5647327557583681,0.16243955096202523,1.5123044343573628,0.5486928689483753,1,0.005847815751336223,4.537174376936859,1.547879875955507,13.299450200568469,0,predicted,True,"RIF,INH,EMB",372,1.0
EMB_pred_MIC,-0.2716351589137347,0.7621322675370328,0.34539195564991604,-1.9937086919278586,2.5350582260961536,1,0.4316010938336362,0.1361894031450119,0.0009468863204111116,19.58794115954883,0,predicted,True,"RIF,INH,EMB",372,
RIF_AUC,-0.4891190980695432,0.6131662957229426,0.3715902703470729,-0.04945256760173051,0.03756977193695924,1,0.18807804319516086,0.9517503008651635,0.8841858795134135,1.0244776083683063,0,predicted,True,"RIF,INH,EMB",372,
smear_pos_no_contam_sputum_specimen_1,0.2800515402662369,1.3231980085576414,0.288337765314827,0.6391550619878201,0.658066519070119,1,0.33141778227579133,1.8948791472980757,0.5217161490208821,6.882223196662761,0,predicted,True,"RIF,INH,EMB",372,
TTP_baseline,0.1352277638323954,1.1447974981250928,0.2747290076398476,0.37547366893137885,0.762813090574073,1,0.6225621505713006,1.4556807620950818,0.3264062474741714,6.491929911057828,0,predicted,True,"RIF,INH,EMB",372,
fstrom1_baseline,0.04510271601913867,1.0461353092446843,0.21041605401351315,0.09635410606994756,0.4495172924538446,1,0.8302740005263307,1.1011489184809353,0.45626404200236775,2.657515887840754,0,predicted,True,"RIF,INH,EMB",372,
screen_years,-0.0968907407174126,0.9076551704686241,0.24351792273904546,-0.007585185366907945,0.019064036155191377,1,0.6907191590230393,0.9924435095536831,0.9560452736944861,1.0302274868731587,0,predicted,True,"RIF,INH,EMB",372,
INH_AUC,0.406218121481798,1.5011299454390714,0.3345386751968738,0.061566538428522125,0.050702780386074196,1,0.22464709743197697,1.0635012578770295,0.9628967547355795,1.1746170292334372,0,predicted,True,"RIF,INH,EMB",372,
diabetes,0.30031969744324993,1.3502904229750272,0.17916229929983737,1.3976690843699955,0.8338101328280192,1,0.09369044365455956,4.045758645595486,0.78933161711052,20.736738100431104,0,predicted,True,"RIF,INH,EMB",372,
HIV_High_CD4,0.17401831687291575,1.190077364116562,0.20421190538541828,0.46631211296315644,0.5472210443343718,1,0.39413317619650223,1.5941044623794502,0.5454078445751787,4.659208814565927,0,predicted,True,"RIF,INH,EMB",372,
F2,0.1324745008051046,1.1416499045646071,0.1876726668981241,0.23903764557685525,0.3386374899457511,1,0.48026237277578254,1.2700263465583514,0.6539792613302958,2.466388487107874,0,predicted,True,"RIF,INH,EMB",372,
RIF_pred_MIC_high,0.971128414790138,2.6409228350031815,0.34404923386239517,2.010670340203988,0.71233585544556,1,0.004762946638407928,7.468321986210144,1.84876475972331,30.169243002044958,0,predicted,True,"RIF,INH,EMB",372,1.0
high_lung_involvement,0.07064949173722979,1.0732049927182012,0.23507473923690628,0.1413563521262243,0.47034036336940566,1,0.7637648696801203,1.151835033722813,0.4581796968790446,2.8956410638629344,0,predicted,True,"RIF,INH,EMB",372,
EMB_AUC,-0.36461897706030144,0.6944612061242335,0.3705634479268856,-0.07853655485865196,0.07981695519898295,1,0.32513602079018245,0.9244682655071078,0.7905906833993686,1.0810165005422867,0,predicted,True,"RIF,INH,EMB",372,
Lineage_2,0.8599240104980709,2.3629811251244517,0.3779830097670847,1.7175596649853764,0.7549601635727029,1,0.02290392016253905,5.570916958995962,1.268537845707985,24.465265950900946,0,predicted,True,"RIF,INH,EMB",372,1.0
bl_bmi,-0.12898768642499736,0.8789847889240704,0.28798984495969876,-0.03864924406711759,0.08629187882341677,1,0.6542327993590071,0.9620881080824338,0.8123871890051919,1.1393748451980097,0,predicted,True,"RIF,INH,EMB",372,
screen_sex,-0.017832524774904962,0.9823255337728458,0.23796289924364913,-0.036384498556762276,0.48552635554320506,1,0.9402638378528375,0.9642694619791418,0.3723210836246852,2.49734875675973,0,predicted,True,"RIF,INH,EMB",372,
